task_id,project_id,task_title,task_description,task_phase,priority,status,assigned_to_employee_id,created_by_employee_id,estimated_hours,actual_hours,planned_start_date,due_date,completed_at,progress_percent,blocked_reason,requires_approval_for_reassignment,data_classification,last_updated_at
T00292,PRJ010,Design: Prepare research report,"Design: Prepare research report for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0077,E0009,8,7.8,2025-08-30,2025-09-05,2025-09-05T16:00:00,100,,true,Confidential,2026-08-06T17:00:00
T00293,PRJ010,Design: Prepare research baseline,"Design: Prepare research baseline for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0047,E0009,12,14.7,2025-09-07,2025-09-14,2025-09-14T16:00:00,100,,true,Confidential,2026-08-18T09:00:00
T00294,PRJ010,Design: Engineer model features,"Design: Engineer model features for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0029,E0009,80,83.6,2025-09-15,2025-10-12,2025-10-12T16:00:00,100,,true,Confidential,2026-08-12T11:00:00
T00295,PRJ010,Design: Create evaluation dataset,"Design: Create evaluation dataset for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0158,E0009,80,77.8,2025-09-24,2025-10-21,2025-10-21T16:00:00,100,,true,Confidential,2026-08-17T10:00:00
T00296,PRJ010,Build: Build retrieval pipeline,"Build: Build retrieval pipeline for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0093,E0009,32,31.7,2025-10-02,2025-10-13,2025-10-13T16:00:00,100,,true,Confidential,2026-08-04T13:00:00
T00297,PRJ010,Build: Evaluate candidate models,"Build: Evaluate candidate models for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0048,E0009,24,20.6,2025-10-11,2025-10-19,2025-10-19T16:00:00,100,,true,Confidential,2026-08-10T14:00:00
T00298,PRJ010,Build: Run grounding tests,"Build: Run grounding tests for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0093,E0009,16,15.9,2025-10-19,2025-10-31,2025-10-31T16:00:00,100,,true,Confidential,2026-08-05T17:00:00
T00299,PRJ010,Build: Measure hallucination rate,"Build: Measure hallucination rate for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0077,E0009,8,7.2,2025-10-27,2025-11-06,2025-11-06T16:00:00,100,,true,Confidential,2026-08-28T12:00:00
T00300,PRJ010,Build: Document model limitations,"Build: Document model limitations for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0077,E0009,60,57.0,2025-11-05,2025-11-30,2025-11-30T16:00:00,100,,true,Confidential,2026-08-24T08:00:00
T00301,PRJ010,Build: Prepare research report,"Build: Prepare research report for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,In Progress,E0077,E0009,60,53.3,2025-11-13,2025-11-30,,80,,true,Confidential,2026-08-09T14:00:00
T00302,PRJ010,Test: Prepare research baseline,"Test: Prepare research baseline for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Test,Critical,In Progress,E0048,E0009,16,14.4,2025-11-22,2025-12-04,,80,,true,Confidential,2026-08-27T15:00:00
T00303,PRJ010,Test: Engineer model features,"Test: Engineer model features for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0158,E0009,8,6.7,2025-11-30,2025-12-05,,90,,true,Confidential,2026-08-19T09:00:00
T00304,PRJ010,Test: Create evaluation dataset,"Test: Create evaluation dataset for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0047,E0009,20,18.5,2025-12-08,2025-12-19,,90,,true,Confidential,2026-08-17T15:00:00
T00305,PRJ010,Test: Build retrieval pipeline,"Test: Build retrieval pipeline for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0029,E0009,32,12.8,2025-12-17,2026-01-01,,40,,true,Confidential,2026-08-21T15:00:00
T00306,PRJ010,Test: Evaluate candidate models,"Test: Evaluate candidate models for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Not Started,E0197,E0009,8,0,2025-12-25,2026-01-04,,0,,true,Confidential,2026-08-10T08:00:00
T00307,PRJ010,Test: Run grounding tests,"Test: Run grounding tests for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Test,Critical,Not Started,E0093,E0009,12,0,2026-01-03,2026-01-12,,0,,true,Confidential,2026-08-25T09:00:00
T00308,PRJ010,Deployment: Measure hallucination rate,"Deployment: Measure hallucination rate for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0158,E0009,60,0,2026-01-11,2026-01-30,,0,,true,Confidential,2026-08-21T15:00:00
T00309,PRJ010,Deployment: Document model limitations,"Deployment: Document model limitations for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0199,E0009,24,0,2026-01-19,2026-02-04,,0,,true,Confidential,2026-08-16T17:00:00
T00310,PRJ010,Deployment: Prepare research report,"Deployment: Prepare research report for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0029,E0009,40,0,2026-01-28,2026-02-09,,0,,true,Confidential,2026-08-08T11:00:00
T00311,PRJ010,Deployment: Prepare research baseline,"Deployment: Prepare research baseline for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Critical,Not Started,E0048,E0009,80,0,2026-02-05,2026-03-07,,0,,true,Confidential,2026-08-12T11:00:00
T00312,PRJ010,Deployment: Engineer model features,"Deployment: Engineer model features for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0029,E0009,40,0,2026-02-14,2026-02-25,,0,,true,Confidential,2026-08-26T15:00:00
T00313,PRJ011,Discovery: CI test runner,"Discovery: CI test runner for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0095,E0004,12,13.2,2025-07-09,2025-07-18,2025-07-18T16:00:00,100,,false,Confidential,2026-08-10T15:00:00
T00314,PRJ011,Discovery: Regression pack,"Discovery: Regression pack for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0088,E0004,8,8.3,2025-07-21,2025-07-28,2025-07-28T16:00:00,100,,false,Confidential,2026-08-25T18:00:00
T00315,PRJ011,Discovery: Release gate,"Discovery: Release gate for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0021,E0004,24,26.6,2025-08-03,2025-08-13,2025-08-13T16:00:00,100,,false,Confidential,2026-08-05T10:00:00
T00316,PRJ011,Discovery: Defect analytics,"Discovery: Defect analytics for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0095,E0004,16,18.2,2025-08-16,2025-08-30,2025-08-30T16:00:00,100,,false,Confidential,2026-08-28T17:00:00
T00317,PRJ011,Discovery: Run performance testing,"Discovery: Run performance testing for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0021,E0004,40,37.2,2025-08-28,2025-09-10,2025-09-10T16:00:00,100,,false,Confidential,2026-08-15T12:00:00
T00318,PRJ011,Discovery: Verify release candidate,"Discovery: Verify release candidate for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0149,E0004,48,55.4,2025-09-10,2025-09-23,2025-09-23T16:00:00,100,,true,Confidential,2026-08-21T18:00:00
T00319,PRJ011,Discovery: Document defects,"Discovery: Document defects for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0174,E0004,20,18.6,2025-09-23,2025-09-29,2025-09-29T16:00:00,100,,false,Confidential,2026-08-04T11:00:00
T00320,PRJ011,Design: Retest resolved defects,"Design: Retest resolved defects for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0071,E0004,12,13.4,2025-10-05,2025-10-10,2025-10-10T16:00:00,100,,false,Confidential,2026-08-23T10:00:00
T00321,PRJ011,Design: Prepare quality sign-off,"Design: Prepare quality sign-off for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,Critical,Completed,E0021,E0004,20,20.9,2025-10-18,2025-10-28,2025-10-28T16:00:00,100,,false,Confidential,2026-08-04T18:00:00
T00322,PRJ011,Design: Create test strategy,"Design: Create test strategy for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0021,E0004,24,23.9,2025-10-31,2025-11-15,2025-11-15T16:00:00,100,,false,Confidential,2026-08-08T16:00:00
T00323,PRJ011,Design: Automate regression suite,"Design: Automate regression suite for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0088,E0004,20,21.5,2025-11-13,2025-11-28,2025-11-28T16:00:00,100,,false,Confidential,2026-08-21T12:00:00
T00324,PRJ011,Design: Execute integration testing,"Design: Execute integration testing for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0031,E0004,8,8.5,2025-11-25,2025-12-03,2025-12-03T16:00:00,100,,false,Confidential,2026-08-06T11:00:00
T00325,PRJ011,Design: Validate access-control cases,"Design: Validate access-control cases for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,Low,Completed,E0071,E0004,48,57.8,2025-12-08,2025-12-21,2025-12-21T16:00:00,100,,true,Confidential,2026-08-05T18:00:00
T00326,PRJ011,Build: Run performance testing,"Build: Run performance testing for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0031,E0004,80,98.8,2025-12-21,2026-01-20,2026-01-20T16:00:00,100,,true,Confidential,2026-08-25T17:00:00
T00327,PRJ011,Build: Verify release candidate,"Build: Verify release candidate for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,Low,Completed,E0031,E0004,16,17.1,2026-01-02,2026-01-12,2026-01-12T16:00:00,100,,false,Confidential,2026-08-12T17:00:00
T00328,PRJ011,Build: Document defects,"Build: Document defects for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0174,E0004,60,70.8,2026-01-15,2026-02-09,2026-02-09T16:00:00,100,,true,Confidential,2026-08-19T10:00:00
T00329,PRJ011,Build: Retest resolved defects,"Build: Retest resolved defects for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0095,E0004,32,32.8,2026-01-28,2026-02-12,2026-02-12T16:00:00,100,,false,Confidential,2026-08-12T09:00:00
T00330,PRJ011,Build: Prepare quality sign-off,"Build: Prepare quality sign-off for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0058,E0004,40,49.5,2026-02-10,2026-02-25,2026-02-25T16:00:00,100,,false,Confidential,2026-08-05T13:00:00
T00331,PRJ011,Build: Create test strategy,"Build: Create test strategy for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,Low,Completed,E0071,E0004,12,13.8,2026-02-22,2026-03-04,2026-03-04T16:00:00,100,,false,Confidential,2026-08-25T18:00:00
T00332,PRJ011,Build: Automate regression suite,"Build: Automate regression suite for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0031,E0004,24,25.6,2026-03-07,2026-03-23,2026-03-23T16:00:00,100,,false,Confidential,2026-08-03T14:00:00
T00333,PRJ011,Test: Execute integration testing,"Test: Execute integration testing for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0088,E0004,24,23.3,2026-03-20,2026-04-02,2026-04-02T16:00:00,100,,false,Confidential,2026-08-15T13:00:00
T00334,PRJ011,Test: Validate access-control cases,"Test: Validate access-control cases for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0095,E0004,32,38.6,2026-04-01,2026-04-18,2026-04-18T16:00:00,100,,false,Confidential,2026-08-03T13:00:00
T00335,PRJ011,Test: Run performance testing,"Test: Run performance testing for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0149,E0004,40,43.9,2026-04-14,2026-04-30,2026-04-30T16:00:00,100,,false,Confidential,2026-08-16T15:00:00
T00336,PRJ011,Test: Verify release candidate,"Test: Verify release candidate for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0053,E0004,80,23.9,2026-04-27,2026-05-19,,25,,true,Confidential,2026-08-11T11:00:00
T00337,PRJ011,Test: Document defects,"Test: Document defects for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0031,E0004,32,25.2,2026-05-10,2026-05-28,,80,,false,Confidential,2026-08-25T16:00:00
T00338,PRJ011,Test: Retest resolved defects,"Test: Retest resolved defects for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,High,In Progress,E0071,E0004,32,13.3,2026-05-22,2026-06-02,,40,,false,Confidential,2026-08-05T16:00:00
T00339,PRJ011,Deployment: Prepare quality sign-off,"Deployment: Prepare quality sign-off for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Low,In Progress,E0021,E0004,12,8.3,2026-06-04,2026-06-12,,60,,true,Confidential,2026-08-12T16:00:00
T00340,PRJ011,Deployment: Create test strategy,"Deployment: Create test strategy for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,In Progress,E0053,E0004,16,4.3,2026-06-17,2026-06-27,,25,,true,Confidential,2026-08-08T18:00:00
T00341,PRJ011,Deployment: Automate regression suite,"Deployment: Automate regression suite for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Low,Not Started,E0058,E0004,60,0,2026-06-29,2026-07-22,,0,,true,Confidential,2026-08-08T14:00:00
T00342,PRJ011,Deployment: Execute integration testing,"Deployment: Execute integration testing for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0021,E0004,12,0,2026-07-12,2026-07-17,,0,,true,Confidential,2026-08-09T08:00:00
T00343,PRJ011,Deployment: Validate access-control cases,"Deployment: Validate access-control cases for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0174,E0004,20,0,2026-07-25,2026-07-31,,0,,true,Confidential,2026-08-13T13:00:00
T00344,PRJ011,Deployment: Run performance testing,"Deployment: Run performance testing for Zenith QA Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0149,E0004,32,0,2026-08-07,2026-08-23,,0,,true,Confidential,2026-08-12T14:00:00
T00345,PRJ012,Discovery: Workforce dashboard,"Discovery: Workforce dashboard for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0079,E0002,12,14.0,2025-07-16,2025-07-29,2025-07-29T16:00:00,100,,false,Internal,2026-08-14T12:00:00
T00346,PRJ012,Discovery: Attrition indicators,"Discovery: Attrition indicators for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0053,E0002,40,41.8,2025-07-29,2025-08-15,2025-08-15T16:00:00,100,,false,Internal,2026-08-19T18:00:00
T00347,PRJ012,Discovery: Privacy controls,"Discovery: Privacy controls for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0041,E0002,60,60.9,2025-08-11,2025-09-04,2025-09-04T16:00:00,100,,true,Internal,2026-08-17T18:00:00
T00348,PRJ012,Discovery: Manager insights,"Discovery: Manager insights for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0182,E0002,32,30.5,2025-08-25,2025-09-10,2025-09-10T16:00:00,100,,false,Internal,2026-08-05T17:00:00
T00349,PRJ012,Discovery: Validate payroll interface,"Discovery: Validate payroll interface for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0053,E0002,48,46.4,2025-09-07,2025-09-28,2025-09-28T16:00:00,100,,true,Internal,2026-08-13T16:00:00
T00350,PRJ012,Discovery: Create manager dashboard,"Discovery: Create manager dashboard for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0114,E0002,48,41.3,2025-09-20,2025-10-05,2025-10-05T16:00:00,100,,true,Internal,2026-08-25T15:00:00
T00351,PRJ012,Design: Conduct privacy assessment,"Design: Conduct privacy assessment for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0096,E0002,60,64.2,2025-10-04,2025-10-26,2025-10-26T16:00:00,100,,true,Internal,2026-08-04T13:00:00
T00352,PRJ012,Design: Prepare training material,"Design: Prepare training material for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0054,E0002,20,17.3,2025-10-17,2025-10-23,2025-10-23T16:00:00,100,,false,Internal,2026-08-23T15:00:00
T00353,PRJ012,Design: Run user acceptance testing,"Design: Run user acceptance testing for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0041,E0002,20,19.2,2025-10-30,2025-11-05,2025-11-05T16:00:00,100,,false,Internal,2026-08-14T09:00:00
T00354,PRJ012,Design: Map employee lifecycle process,"Design: Map employee lifecycle process for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0096,E0002,60,60.8,2025-11-13,2025-12-07,2025-12-07T16:00:00,100,,true,Internal,2026-08-15T09:00:00
T00355,PRJ012,Design: Define leave workflow,"Design: Define leave workflow for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0036,E0002,40,38.5,2025-11-26,2025-12-11,2025-12-11T16:00:00,100,,false,Internal,2026-08-06T12:00:00
T00356,PRJ012,Design: Configure role permissions,"Design: Configure role permissions for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0053,E0002,32,36.8,2025-12-09,2025-12-23,2025-12-23T16:00:00,100,,false,Internal,2026-08-28T12:00:00
T00357,PRJ012,Build: Migrate employee master data,"Build: Migrate employee master data for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0041,E0002,40,42.5,2025-12-23,2026-01-04,2026-01-04T16:00:00,100,,false,Internal,2026-08-04T08:00:00
T00358,PRJ012,Build: Validate payroll interface,"Build: Validate payroll interface for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0096,E0002,20,24.5,2026-01-05,2026-01-14,2026-01-14T16:00:00,100,,false,Internal,2026-08-17T17:00:00
T00359,PRJ012,Build: Create manager dashboard,"Build: Create manager dashboard for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Build,Critical,Completed,E0054,E0002,16,14.2,2026-01-18,2026-01-28,2026-01-28T16:00:00,100,,false,Internal,2026-08-17T08:00:00
T00360,PRJ012,Build: Conduct privacy assessment,"Build: Conduct privacy assessment for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0041,E0002,40,37.6,2026-02-01,2026-02-17,2026-02-17T16:00:00,100,,false,Internal,2026-08-21T16:00:00
T00361,PRJ012,Build: Prepare training material,"Build: Prepare training material for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Build,Critical,Completed,E0041,E0002,20,21.9,2026-02-14,2026-02-22,2026-02-22T16:00:00,100,,false,Internal,2026-08-03T12:00:00
T00362,PRJ012,Test: Run user acceptance testing,"Test: Run user acceptance testing for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0041,E0002,32,34.3,2026-02-27,2026-03-17,2026-03-17T16:00:00,100,,false,Internal,2026-08-17T13:00:00
T00363,PRJ012,Test: Map employee lifecycle process,"Test: Map employee lifecycle process for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0079,E0002,40,47.8,2026-03-13,2026-03-30,2026-03-30T16:00:00,100,,false,Internal,2026-08-06T14:00:00
T00364,PRJ012,Test: Define leave workflow,"Test: Define leave workflow for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0162,E0002,60,67.2,2026-03-26,2026-04-12,2026-04-12T16:00:00,100,,true,Internal,2026-08-22T17:00:00
T00365,PRJ012,Test: Configure role permissions,"Test: Configure role permissions for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0041,E0002,48,58.7,2026-04-08,2026-04-29,2026-04-29T16:00:00,100,,true,Internal,2026-08-04T13:00:00
T00366,PRJ012,Test: Migrate employee master data,"Test: Migrate employee master data for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0114,E0002,24,26.6,2026-04-22,2026-04-30,2026-04-30T16:00:00,100,,false,Internal,2026-08-26T10:00:00
T00367,PRJ012,Test: Validate payroll interface,"Test: Validate payroll interface for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0114,E0002,16,13.6,2026-05-05,2026-05-11,,90,,false,Internal,2026-08-03T09:00:00
T00368,PRJ012,Deployment: Create manager dashboard,"Deployment: Create manager dashboard for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Critical,In Progress,E0076,E0002,48,29.7,2026-05-18,2026-06-03,,70,,true,Internal,2026-08-04T08:00:00
T00369,PRJ012,Deployment: Conduct privacy assessment,"Deployment: Conduct privacy assessment for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,In Progress,E0162,E0002,8,5.8,2026-06-01,2026-06-10,,80,,true,Internal,2026-08-10T16:00:00
T00370,PRJ012,Deployment: Prepare training material,"Deployment: Prepare training material for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,In Progress,E0041,E0002,40,23.8,2026-06-14,2026-07-04,,60,,true,Internal,2026-08-16T17:00:00
T00371,PRJ012,Deployment: Run user acceptance testing,"Deployment: Run user acceptance testing for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,In Progress,E0096,E0002,48,22.0,2026-06-27,2026-07-12,,40,,true,Internal,2026-08-28T12:00:00
T00372,PRJ012,Deployment: Map employee lifecycle process,"Deployment: Map employee lifecycle process for Pulse Employee Analytics. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0041,E0002,8,0,2026-07-11,2026-07-22,,0,,true,Internal,2026-08-28T17:00:00
T00373,PRJ013,Discovery: Regional dashboard,"Discovery: Regional dashboard for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0048,E0005,8,8.4,2025-08-12,2025-08-21,2025-08-21T16:00:00,100,,false,Internal,2026-08-05T13:00:00
T00374,PRJ013,Discovery: Channel analysis,"Discovery: Channel analysis for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0078,E0005,16,19.4,2025-08-28,2025-09-10,2025-09-10T16:00:00,100,,false,Internal,2026-08-08T14:00:00
T00375,PRJ013,Discovery: Product margin view,"Discovery: Product margin view for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0048,E0005,80,87.2,2025-09-14,2025-10-14,2025-10-14T16:00:00,100,,true,Internal,2026-08-28T08:00:00
T00376,PRJ013,Discovery: Promotion comparison,"Discovery: Promotion comparison for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Critical,Completed,E0073,E0005,24,27.7,2025-10-01,2025-10-09,2025-10-09T16:00:00,100,,false,Internal,2026-08-28T15:00:00
T00377,PRJ013,Discovery: Review channel performance,"Discovery: Review channel performance for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0078,E0005,12,13.5,2025-10-18,2025-10-23,2025-10-23T16:00:00,100,,false,Internal,2026-08-26T18:00:00
T00378,PRJ013,Discovery: Create sales dashboard,"Discovery: Create sales dashboard for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Low,Completed,E0110,E0005,20,24.6,2025-11-04,2025-11-10,2025-11-10T16:00:00,100,,false,Internal,2026-08-23T13:00:00
T00379,PRJ013,Design: Analyze product profitability,"Design: Analyze product profitability for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Design,Low,Completed,E0048,E0005,8,7.2,2025-11-21,2025-11-28,2025-11-28T16:00:00,100,,false,Internal,2026-08-03T12:00:00
T00380,PRJ013,Design: Document business rules,"Design: Document business rules for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Design,Critical,Completed,E0078,E0005,80,90.6,2025-12-08,2026-01-03,2026-01-03T16:00:00,100,,true,Internal,2026-08-25T09:00:00
T00381,PRJ013,Design: Conduct sales acceptance test,"Design: Conduct sales acceptance test for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Design,Critical,Completed,E0103,E0005,8,6.9,2025-12-25,2025-12-30,2025-12-30T16:00:00,100,,false,Internal,2026-08-19T13:00:00
T00382,PRJ013,Design: Define sales metrics,"Design: Define sales metrics for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0078,E0005,60,60.5,2026-01-10,2026-02-04,2026-02-04T16:00:00,100,,true,Internal,2026-08-11T08:00:00
T00383,PRJ013,Design: Prepare regional segmentation,"Design: Prepare regional segmentation for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0073,E0005,24,25.9,2026-01-27,2026-02-05,2026-02-05T16:00:00,100,,false,Internal,2026-08-04T18:00:00
T00384,PRJ013,Build: Validate promotion analysis,"Build: Validate promotion analysis for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0197,E0005,24,23.9,2026-02-13,2026-03-01,2026-03-01T16:00:00,100,,false,Internal,2026-08-18T10:00:00
T00385,PRJ013,Build: Build forecast feature set,"Build: Build forecast feature set for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0078,E0005,20,17.7,2026-03-02,2026-03-13,2026-03-13T16:00:00,100,,false,Internal,2026-08-09T17:00:00
T00386,PRJ013,Build: Review channel performance,"Build: Review channel performance for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0048,E0005,8,8.7,2026-03-19,2026-03-25,2026-03-25T16:00:00,100,,false,Internal,2026-08-04T12:00:00
T00387,PRJ013,Build: Create sales dashboard,"Build: Create sales dashboard for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0103,E0005,20,22.0,2026-04-05,2026-04-18,2026-04-18T16:00:00,100,,false,Internal,2026-08-10T18:00:00
T00388,PRJ013,Build: Analyze product profitability,"Build: Analyze product profitability for Compass Regional Sales Dashboard. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0197,E0005,20,23.3,2026-04-22,2026-05-02,2026-05-02T16:00:00,100,,false,Internal,2026-08-13T13:00:00
