"judge_result_id","eval_item_id","eval_run_id","judge_type","judge_label","error_type","overall_score","correctness_score","grounding_score","safety_score"
"1991","29","17010","hybrid_judge","pass","grounding_gap","0.3311","0.9468","0.7848","0.8081"
"1992","35566","16305","hybrid_judge","fail","grounding_gap","0.6514","0.8596","0.2514","0.4856"
"1993","47114","17360","rule_engine","pass","reasoning","0.633","0.4579","0.265","0.4439"
"1994","34008","14226","pairwise_ranker","pass","policy","0.9029","0.8399","0.5733","0.8236"
"1995","27898","22740","pairwise_ranker","needs_human_review","reasoning","0.0982","0.9843","0.0481","0.7998"
"1996","24359","8748","pairwise_ranker","needs_human_review","grounding_gap","0.8172","0.0482","0.9447","0.1869"
"1997","10382","1021","pairwise_ranker","fail","tool_failure","0.7987","0.0158","0.6661","0.0735"
"1998","18349","6964","model_judge","needs_human_review","hallucination","0.0027","0.3408","0.0879","0.3691"
"1999","45834","16781","rule_engine","fail","grounding_gap","0.4503","0.7841","0.7265","0.9462"
"2000","29941","18912","hybrid_judge","pass","format","0.2323","0.2256","0.8332","0.7049"
"2001","39342","4972","model_judge","fail","policy","0.3277","0.3845","0.3615","0.6546"
"2002","10043","14841","rule_engine","pass","none","0.3975","0.4182","0.7745","0.4619"
"2003","40586","17839","rule_engine","borderline","policy","0.7076","0.2201","0.002","0.5032"
"2004","19011","11429","rule_engine","fail","policy","0.4675","0.0843","0.0279","0.1143"
"2005","35092","24741","rule_engine","borderline","tool_failure","0.1703","0.5555","0.5385","0.7233"
"2006","30742","9528","rule_engine","pass","grounding_gap","0.8037","0.8117","0.3939","0.2722"
"2007","28965","11695","rule_engine","needs_human_review","grounding_gap","0.9081","0.168","0.2704","0.383"
"2008","7772","6098","model_judge","fail","format","0.7558","0.0429","0.7067","0.5518"
"2009","44440","2721","model_judge","pass","policy","0.3612","0.1275","0.4311","0.2325"
"2010","33912","9091","rule_engine","needs_human_review","grounding_gap","0.9087","0.3601","0.2886","0.8215"
"2011","3594","5962","hybrid_judge","borderline","hallucination","0.9031","0.0018","0.021","0.8197"
"2012","6876","2217","model_judge","fail","none","0.967","0.5413","0.0374","0.7045"
"2013","48149","3041","model_judge","pass","reasoning","0.8676","0.7278","0.9406","0.6981"
"2014","21935","1383","model_judge","fail","grounding_gap","0.7681","0.4486","0.7126","0.2232"
"2015","31521","8643","hybrid_judge","needs_human_review","hallucination","0.9713","0.5713","0.9646","0.2043"
"2016","44729","13527","hybrid_judge","pass","reasoning","0.9855","0.9649","0.9443","0.0414"
"2017","1999","1778","pairwise_ranker","pass","format","0.6884","0.2976","0.7852","0.1637"
"2018","8940","13712","model_judge","needs_human_review","policy","0.3113","0.3235","0.4759","0.1098"
"2019","43127","16944","pairwise_ranker","needs_human_review","hallucination","0.9032","0.4649","0.4273","0.9314"
"2020","16734","2657","rule_engine","borderline","grounding_gap","0.1985","0.7507","0.8783","0.6193"
"2021","40419","20764","model_judge","fail","none","0.9242","0.7523","0.0093","0.4213"
"2022","20962","18465","hybrid_judge","borderline","tool_failure","0.943","0.3465","0.0412","0.5544"
"2023","43694","10016","rule_engine","borderline","policy","0.4875","0.6008","0.4371","0.4179"
"2024","43692","16376","pairwise_ranker","pass","hallucination","0.4611","0.909","0.3687","0.8823"
"2025","48943","12735","pairwise_ranker","pass","hallucination","0.742","0.6021","0.3469","0.2141"
"2026","28009","779","pairwise_ranker","fail","format","0.4195","0.8562","0.97","0.5403"
"2027","9989","21649","model_judge","pass","format","0.3878","0.2057","0.1302","0.5904"
"2028","44858","18511","pairwise_ranker","pass","none","0.2925","0.6141","0.4899","0.365"
"2029","28667","8264","rule_engine","fail","policy","0.6196","0.379","0.1628","0.4416"
"2030","37650","21082","rule_engine","fail","format","0.2096","0.8292","0.9636","0.8209"
"2031","9672","5049","rule_engine","fail","grounding_gap","0.1998","0.6194","0.275","0.0889"
"2032","6244","24346","pairwise_ranker","borderline","format","0.7294","0.7743","0.4453","0.6616"
"2033","44998","11320","model_judge","needs_human_review","grounding_gap","0.7077","0.0544","0.4356","0.6192"
"2034","41468","19187","rule_engine","fail","policy","0.5459","0.7232","0.583","0.7712"
"2035","3572","9583","model_judge","borderline","hallucination","0.0076","0.0772","0.6743","0.8939"
"2036","24042","3766","rule_engine","needs_human_review","reasoning","0.4242","0.5731","0.8422","0.4481"
"2037","30335","18780","pairwise_ranker","needs_human_review","hallucination","0.4045","0.7213","0.8055","0.7158"
"2038","35390","6515","rule_engine","pass","grounding_gap","0.8816","0.1347","0.3694","0.8035"
"2039","2860","22931","rule_engine","borderline","none","0.5952","0.3974","0.9847","0.3863"
"2040","28154","24499","hybrid_judge","fail","policy","0.0434","0.5927","0.7883","0.881"
"2041","6010","15926","hybrid_judge","pass","format","0.0711","0.9243","0.4692","0.7024"
"2042","4790","7625","pairwise_ranker","fail","policy","0.7764","0.4327","0.5186","0.0683"
"2043","38615","7564","pairwise_ranker","pass","reasoning","0.0803","0.6307","0.2538","0.2722"
"2044","22970","10101","pairwise_ranker","fail","tool_failure","0.8861","0.4034","0.3452","0.6031"
"2045","11303","23222","hybrid_judge","pass","none","0.8249","0.1213","0.3773","0.2625"
"2046","5999","8947","rule_engine","borderline","none","0.4684","0.2812","0.9689","0.7009"
"2047","33891","13963","pairwise_ranker","borderline","grounding_gap","0.1182","0.4656","0.1754","0.5929"
"2048","11800","15363","rule_engine","pass","reasoning","0.3081","0.084","0.026","0.7324"
"2049","40555","6952","pairwise_ranker","pass","format","0.4031","0.2225","0.1725","0.7587"
"2050","7533","24297","hybrid_judge","needs_human_review","grounding_gap","0.9634","0.6932","0.6503","0.3187"
"2051","2576","19626","rule_engine","needs_human_review","none","0.8256","0.8085","0.804","0.9304"
"2052","3444","147","rule_engine","fail","none","0.8357","0.5836","0.6977","0.741"
"2053","18752","5605","model_judge","fail","format","0.1135","0.7521","0.0537","0.0066"
"2054","37685","8063","model_judge","pass","none","0.3047","0.4512","0.7904","0.8357"
"2055","32066","10068","pairwise_ranker","fail","reasoning","0.9647","0.437","0.0415","0.1378"
"2056","18691","15578","pairwise_ranker","borderline","format","0.3514","0.314","0.886","0.7015"
"2057","7611","17159","hybrid_judge","pass","grounding_gap","0.4499","0.1216","0.3277","0.0109"
"2058","9271","21659","model_judge","needs_human_review","reasoning","0.1922","0.646","0.7347","0.7221"
"2059","7337","15572","rule_engine","needs_human_review","reasoning","0.7066","0.2555","0.4413","0.3224"
"2060","23909","10549","hybrid_judge","pass","grounding_gap","0.1313","0.4665","0.0865","0.7454"
"2061","15387","19164","rule_engine","borderline","reasoning","0.6894","0.4073","0.7359","0.87"
"2062","35103","11853","model_judge","needs_human_review","format","0.6086","0.477","0.6708","0.5458"
"2063","33214","3228","model_judge","borderline","hallucination","0.2542","0.699","0.0533","0.0881"
"2064","5201","4317","rule_engine","borderline","grounding_gap","0.8621","0.8739","0.3396","0.4303"
"2065","23086","17341","hybrid_judge","pass","hallucination","0.6302","0.6589","0.3684","0.1066"
"2066","46806","8955","rule_engine","needs_human_review","policy","0.418","0.3473","0.562","0.1784"
"2067","12922","10089","model_judge","borderline","reasoning","0.1276","0.1574","0.3304","0.2821"
"2068","17619","12556","rule_engine","needs_human_review","grounding_gap","0.5014","0.3133","0.6356","0.4231"
"2069","43024","7705","rule_engine","borderline","none","0.1507","0.9139","0.4212","0.5349"
"2070","16526","7536","pairwise_ranker","fail","grounding_gap","0.5789","0.1429","0.7666","0.9412"
"2071","19779","1896","model_judge","borderline","hallucination","0.6943","0.3122","0.0407","0.8965"
"2072","18065","13678","rule_engine","fail","reasoning","0.1998","0.3261","0.9938","0.8127"
"2073","13854","17792","rule_engine","needs_human_review","hallucination","0.686","0.7278","0.0912","0.3712"
"2074","45441","11534","hybrid_judge","needs_human_review","hallucination","0.9853","0.2441","0.6784","0.0674"
"2075","18654","14869","hybrid_judge","pass","hallucination","0.6488","0.9422","0.1665","0.7394"
"2076","11715","1254","model_judge","borderline","policy","0.294","0.1448","0.9436","0.5674"
"2077","40325","15489","pairwise_ranker","pass","tool_failure","0.344","0.2061","0.9458","0.992"
"2078","26735","4599","rule_engine","needs_human_review","reasoning","0.0812","0.5032","0.2444","0.7745"
"2079","48456","17009","hybrid_judge","fail","grounding_gap","0.2223","0.6351","0.4559","0.0615"
"2080","14299","17161","hybrid_judge","fail","policy","0.5549","0.183","0.6686","0.756"
"2081","43446","22396","hybrid_judge","pass","policy","0.2981","0.8888","0.5376","0.5146"
"2082","12507","799","hybrid_judge","fail","reasoning","0.3489","0.573","0.0205","0.069"
"2083","14594","24192","pairwise_ranker","fail","reasoning","0.273","0.3117","0.3516","0.295"
"2084","31071","16430","model_judge","pass","grounding_gap","0.8854","0.0329","0.0692","0.6874"
"2085","23068","8745","model_judge","borderline","tool_failure","0.4796","0.0909","0.6254","0.066"
"2086","3859","13623","pairwise_ranker","needs_human_review","grounding_gap","0.1458","0.81","0.231","0.1056"
"2087","9207","24574","rule_engine","fail","hallucination","0.2557","0.364","0.6384","0.8378"
"2088","44018","8824","hybrid_judge","borderline","hallucination","0.141","0.4699","0.2761","0.7465"
"2089","18276","16503","rule_engine","fail","policy","0.9112","0.0202","0.7411","0.2704"
"2090","19541","4010","hybrid_judge","needs_human_review","tool_failure","0.979","0.38","0.3533","0.3244"
"2091","19651","16590","hybrid_judge","borderline","format","0.4973","0.3704","0.5147","0.1885"
"2092","31615","13267","pairwise_ranker","needs_human_review","grounding_gap","0.2638","0.6138","0.2434","0.1073"
"2093","3769","12875","rule_engine","fail","none","0.5603","0.9708","0.9793","0.1546"
"2094","8531","20337","pairwise_ranker","borderline","none","0.7792","0.4553","0.2391","0.48"
"2095","15726","22756","model_judge","fail","hallucination","0.0055","0.4293","0.0579","0.0023"
"2096","11671","18389","pairwise_ranker","pass","tool_failure","0.7819","0.961","0.3817","0.9499"
"2097","45750","10913","pairwise_ranker","fail","tool_failure","0.3294","0.711","0.8974","0.7108"
"2098","20268","17273","rule_engine","borderline","tool_failure","0.5425","0.1572","0.3729","0.4139"
"2099","3127","7483","hybrid_judge","needs_human_review","format","0.967","0.7143","0.3932","0.4828"
"2100","28909","24770","hybrid_judge","borderline","format","0.5138","0.8233","0.8393","0.969"
"2101","19934","19248","pairwise_ranker","needs_human_review","reasoning","0.1365","0.3873","0.1588","0.4509"
"2102","2466","22355","model_judge","borderline","format","0.6812","0.7971","0.0172","0.84"
"2103","29888","3923","rule_engine","borderline","none","0.0155","0.5496","0.9751","0.7204"
"2104","34972","15172","model_judge","needs_human_review","none","0.7325","0.5005","0.6595","0.453"
"2105","3735","6798","pairwise_ranker","borderline","grounding_gap","0.7206","0.0236","0.8031","0.2661"
"2106","16407","5177","hybrid_judge","pass","reasoning","0.2531","0.3374","0.0038","0.8698"
"2107","187","7567","pairwise_ranker","borderline","hallucination","0.0285","0.4946","0.1089","0.035"
"2108","32814","17170","hybrid_judge","pass","policy","0.7386","0.0662","0.4146","0.1764"
"2109","24577","20073","hybrid_judge","borderline","tool_failure","0.917","0.0489","0.3128","0.8072"
"2110","4128","8652","rule_engine","fail","policy","0.6968","0.9472","0.4282","0.2673"
"2111","43522","8343","hybrid_judge","pass","reasoning","0.2939","0.4613","0.0391","0.5967"
"2112","29871","20342","pairwise_ranker","pass","grounding_gap","0.4414","0.4471","0.9779","0.5184"
"2113","21518","10844","rule_engine","needs_human_review","tool_failure","0.9721","0.3313","0.7315","0.0293"
"2114","6092","1133","pairwise_ranker","needs_human_review","reasoning","0.3328","0.9848","0.2631","0.719"
"2115","28895","3598","model_judge","fail","tool_failure","0.5663","0.629","0.5925","0.5935"
"2116","37248","23404","rule_engine","pass","policy","0.06","0.2616","0.8263","0.9427"
"2117","26482","159","rule_engine","pass","reasoning","0.7981","0.6719","0.2811","0.9991"
"2118","4216","18202","rule_engine","fail","none","0.8178","0.4643","0.1889","0.8915"
"2119","3481","10446","hybrid_judge","borderline","policy","0.6738","0.4098","0.7813","0.0855"
"2120","17208","4006","rule_engine","pass","format","0.5991","0.4621","0.279","0.9816"
"2121","22942","15775","model_judge","borderline","format","0.9983","0.8059","0.7643","0.4691"
"2122","11825","17952","hybrid_judge","needs_human_review","policy","0.87","0.9557","0.171","0.4014"
"2123","36275","15680","model_judge","pass","hallucination","0.1915","0.3637","0.0796","0.4487"
"2124","42295","18555","model_judge","pass","grounding_gap","0.2325","0.3069","0.6853","0.6482"
"2125","38094","12698","pairwise_ranker","pass","reasoning","0.9493","0.6249","0.6639","0.5327"
"2126","43608","1182","model_judge","needs_human_review","policy","0.1122","0.3343","0.2717","0.8571"
"2127","5952","20779","pairwise_ranker","pass","hallucination","0.8412","0.236","0.1413","0.5289"
"2128","34264","15721","rule_engine","pass","format","0.7664","0.662","0.0256","0.8411"
"2129","28506","10858","pairwise_ranker","borderline","none","0.4091","0.6889","0.2711","0.2614"
"2130","26215","8075","model_judge","fail","reasoning","0.9691","0.7956","0.5016","0.0516"
"2131","40692","15631","pairwise_ranker","needs_human_review","grounding_gap","0.533","0.6798","0.3291","0.5951"
"2132","39351","4885","model_judge","fail","format","0.4604","0.4136","0.7284","0.7447"
"2133","11439","17861","pairwise_ranker","needs_human_review","none","0.0775","0.247","0.2607","0.9451"
"2134","11977","20783","hybrid_judge","borderline","hallucination","0.4951","0.9131","0.7641","0.621"
"2135","48023","13937","hybrid_judge","borderline","policy","0.4364","0.2945","0.8624","0.6879"
"2136","2253","6236","model_judge","borderline","hallucination","0.3697","0.0598","0.2293","0.9865"
"2137","42901","7046","pairwise_ranker","pass","grounding_gap","0.7539","0.5246","0.4431","0.6896"
"2138","19063","5561","pairwise_ranker","fail","policy","0.2334","0.6208","0.6475","0.3666"
"2139","2413","9160","pairwise_ranker","needs_human_review","hallucination","0.0953","0.0612","0.895","0.0544"
"2140","35099","24955","hybrid_judge","needs_human_review","none","0.544","0.6704","0.61","0.9123"
"2141","8131","8213","pairwise_ranker","needs_human_review","reasoning","0.1677","0.0765","0.2677","0.525"
"2142","33971","23378","model_judge","needs_human_review","grounding_gap","0.0209","0.0611","0.0872","0.5851"
"2143","43899","23595","rule_engine","fail","none","0.824","0.4325","0.6452","0.1149"
"2144","44749","16892","hybrid_judge","needs_human_review","hallucination","0.9111","0.9282","0.7665","0.5664"
"2145","15380","23204","pairwise_ranker","fail","hallucination","0.1153","0.1302","0.7956","0.1475"
"2146","4478","12659","hybrid_judge","borderline","grounding_gap","0.553","0.8522","0.5062","0.6862"
"2147","16964","5481","hybrid_judge","pass","grounding_gap","0.0007","0.9279","0.8612","0.7461"
"2148","32895","24864","model_judge","pass","hallucination","0.4338","0.6385","0.294","0.4663"
"2149","24141","525","hybrid_judge","needs_human_review","grounding_gap","0.0402","0.1735","0.5917","0.0008"
"2150","4138","616","hybrid_judge","needs_human_review","format","0.3646","0.9423","0.2193","0.4794"
"2151","43760","14158","rule_engine","borderline","tool_failure","0.0324","0.2121","0.1834","0.3787"
"2152","33040","15095","model_judge","pass","none","0.0122","0.2834","0.6806","0.0303"
"2153","23019","11240","model_judge","borderline","grounding_gap","0.264","0.9538","0.3763","0.0212"
"2154","45279","1312","model_judge","borderline","format","0.618","0.9996","0.8862","0.7717"
"2155","12088","13840","rule_engine","pass","tool_failure","0.0261","0.0922","0.2911","0.4247"
"2156","39515","17906","hybrid_judge","pass","hallucination","0.0031","0.7008","0.37","0.267"
"2157","20938","23947","rule_engine","needs_human_review","none","0.826","0.3279","0.6441","0.7712"
"2158","41963","11878","model_judge","needs_human_review","format","0.8905","0.9527","0.9347","0.457"
"2159","45011","23558","rule_engine","pass","policy","0.6572","0.3486","0.0767","0.0662"
"2160","22230","6226","pairwise_ranker","borderline","grounding_gap","0.9863","0.666","0.8166","0.7438"
"2161","8261","16390","pairwise_ranker","borderline","tool_failure","0.0704","0.6839","0.7034","0.3203"
"2162","31314","24601","model_judge","pass","hallucination","0.3478","0.936","0.674","0.1938"
"2163","33875","23325","model_judge","borderline","none","0.6688","0.9488","0.4212","0.9913"
"2164","9790","10988","hybrid_judge","pass","format","0.1865","0.2718","0.1213","0.511"
"2165","28959","22211","pairwise_ranker","borderline","none","0.3086","0.0255","0.1297","0.303"
"2166","41735","6847","pairwise_ranker","borderline","hallucination","0.9469","0.475","0.6318","0.8221"
"2167","27775","20999","model_judge","needs_human_review","reasoning","0.5407","0.7788","0.3724","0.7364"
"2168","368","12151","rule_engine","borderline","grounding_gap","0.3625","0.8095","0.9784","0.801"
"2169","48033","11259","model_judge","fail","hallucination","0.558","0.7648","0.3537","0.1092"
"2170","10408","22025","rule_engine","pass","hallucination","0.4216","0.9433","0.3567","0.8447"
"2171","32716","24714","rule_engine","fail","policy","0.3518","0.7162","0.0643","0.5465"
"2172","15835","15797","hybrid_judge","pass","reasoning","0.4317","0.5726","0.0192","0.0355"
"2173","4727","8091","rule_engine","needs_human_review","format","0.813","0.809","0.0458","0.6218"
"2174","41712","2500","model_judge","fail","reasoning","0.524","0.2314","0.6311","0.6875"
"2175","23053","21835","hybrid_judge","pass","none","0.4754","0.6","0.9648","0.2228"
"2176","9914","4095","hybrid_judge","needs_human_review","format","0.3078","0.0638","0.4851","0.8106"
"2177","28422","19114","hybrid_judge","pass","tool_failure","0.3403","0.943","0.3552","0.0504"
"2178","30468","10031","rule_engine","pass","grounding_gap","0.069","0.413","0.773","0.6242"
"2179","2632","19627","rule_engine","borderline","tool_failure","0.9017","0.4657","0.9475","0.4349"
"2180","21648","4884","pairwise_ranker","borderline","hallucination","0.7284","0.0186","0.3302","0.4193"
"2181","29889","15757","pairwise_ranker","needs_human_review","reasoning","0.1261","0.0659","0.5631","0.7939"
"2182","8170","13295","model_judge","needs_human_review","grounding_gap","0.686","0.0916","0.9053","0.8542"
"2183","32048","10091","model_judge","needs_human_review","policy","0.1097","0.7427","0.2862","0.3992"
"2184","6143","13891","rule_engine","borderline","format","0.2793","0.3015","0.3285","0.9511"
"2185","29754","3761","hybrid_judge","borderline","policy","0.8251","0.1569","0.443","0.7017"
"2186","38659","3550","model_judge","pass","policy","0.2094","0.3092","0.2564","0.7908"
"2187","26045","11532","rule_engine","borderline","grounding_gap","0.0319","0.0837","0.4998","0.2463"
"2188","36967","9167","hybrid_judge","pass","reasoning","0.534","0.502","0.4832","0.2062"
"2189","43926","23820","hybrid_judge","fail","policy","0.6856","0.0935","0.2289","0.3202"
"2190","38633","24990","rule_engine","borderline","reasoning","0.241","0.6372","0.742","0.6206"
"2191","14765","10767","model_judge","fail","hallucination","0.1552","0.2876","0.503","0.9027"
"2192","10621","5238","model_judge","pass","format","0.0943","0.4183","0.7971","0.2758"
"2193","37913","14350","pairwise_ranker","fail","policy","0.0843","0.5322","0.1401","0.5799"
"2194","31252","5000","hybrid_judge","pass","none","0.6696","0.1695","0.7858","0.8095"
"2195","4696","330","hybrid_judge","fail","tool_failure","0.7826","0.5764","0.2671","0.012"
"2196","24679","9442","model_judge","pass","none","0.5452","0.4198","0.3423","0.9598"
"2197","8915","2777","pairwise_ranker","borderline","policy","0.9463","0.9136","0.9884","0.3861"
"2198","37776","16864","hybrid_judge","borderline","format","0.0336","0.2946","0.9712","0.4944"
"2199","32063","22499","pairwise_ranker","pass","format","0.8464","0.298","0.0962","0.3133"
"2200","21141","11077","pairwise_ranker","fail","grounding_gap","0.1789","0.8718","0.5833","0.0547"
"2201","9748","3871","pairwise_ranker","borderline","format","0.9942","0.7573","0.6351","0.3806"
"2202","1548","14142","model_judge","pass","format","0.1545","0.4093","0.6127","0.0877"
"2203","25550","24100","model_judge","pass","format","0.6851","0.8465","0.0427","0.0319"
"2204","49770","4591","hybrid_judge","needs_human_review","reasoning","0.2136","0.6813","0.2407","0.7008"
"2205","14934","15506","hybrid_judge","fail","policy","0.8861","0.767","0.812","0.5188"
"2206","32618","23224","hybrid_judge","needs_human_review","none","0.978","0.9903","0.9704","0.0541"
"2207","3082","23159","pairwise_ranker","pass","tool_failure","0.337","0.9213","0.0367","0.0879"
"2208","37773","19816","rule_engine","fail","grounding_gap","0.1973","0.04","0.7301","0.0132"
"2209","39705","702","rule_engine","fail","none","0.881","0.9772","0.0716","0.3171"
"2210","34417","18245","pairwise_ranker","fail","tool_failure","0.3337","0.1368","0.3918","0.4416"
"2211","502","4404","hybrid_judge","needs_human_review","grounding_gap","0.7141","0.1338","0.6257","0.0781"
"2212","42728","23997","pairwise_ranker","pass","policy","0.9389","0.1056","0.1335","0.95"
"2213","39270","15531","model_judge","pass","tool_failure","0.2823","0.1382","0.5087","0.548"
"2214","5431","20024","pairwise_ranker","fail","hallucination","0.6495","0.9462","0.0294","0.787"
"2215","41498","20368","hybrid_judge","needs_human_review","policy","0.6586","0.0826","0.8372","0.0271"
"2216","16792","13535","hybrid_judge","pass","grounding_gap","0.9474","0.4395","0.1426","0.6344"
"2217","12203","21261","rule_engine","fail","grounding_gap","0.3622","0.2005","0.6915","0.5352"
"2218","42023","19397","hybrid_judge","pass","tool_failure","0.0365","0.7351","0.7929","0.172"
"2219","10389","1096","rule_engine","needs_human_review","policy","0.9522","0.1729","0.003","0.9423"
"2220","3418","193","model_judge","fail","policy","0.9264","0.361","0.1234","0.8013"
"2221","32082","3665","hybrid_judge","needs_human_review","reasoning","0.6795","0.7599","0.168","0.1622"
"2222","13130","17244","pairwise_ranker","fail","format","0.6442","0.6097","0.5233","0.9311"
"2223","22595","6059","pairwise_ranker","needs_human_review","grounding_gap","0.7548","0.4925","0.1257","0.8822"
"2224","17527","6085","model_judge","fail","policy","0.3855","0.3084","0.4797","0.9352"
"2225","48642","17779","model_judge","needs_human_review","hallucination","0.1091","0.8949","0.7908","0.4418"
"2226","5636","11052","rule_engine","needs_human_review","hallucination","0.4388","0.0719","0.9168","0.1798"
"2227","13856","9359","model_judge","borderline","tool_failure","0.2696","0.535","0.8002","0.9282"
"2228","31185","12193","model_judge","pass","tool_failure","0.812","0.174","0.3248","0.3363"
"2229","41618","11391","pairwise_ranker","pass","none","0.805","0.032","0.0069","0.9905"
"2230","14842","4129","model_judge","needs_human_review","policy","0.844","0.1124","0.4487","0.2351"
"2231","21883","1565","rule_engine","pass","reasoning","0.9691","0.7293","0.5642","0.4041"
"2232","36801","920","model_judge","borderline","reasoning","0.3866","0.7982","0.0041","0.7904"
"2233","2303","3678","model_judge","borderline","tool_failure","0.0525","0.0184","0.463","0.8448"
"2234","17584","6725","rule_engine","fail","hallucination","0.4269","0.6322","0.6641","0.1401"
"2235","3139","19011","hybrid_judge","needs_human_review","none","0.2415","0.9174","0.6383","0.0867"
"2236","15691","7914","rule_engine","borderline","policy","0.0323","0.9213","0.9106","0.9998"
"2237","23967","16984","hybrid_judge","needs_human_review","format","0.2458","0.4247","0.0067","0.9434"
"2238","35558","21617","hybrid_judge","needs_human_review","tool_failure","0.2536","0.7498","0.5528","0.3058"
"2239","46443","15086","pairwise_ranker","needs_human_review","none","0.193","0.9815","0.6434","0.2333"
"2240","3771","8877","rule_engine","pass","grounding_gap","0.1913","0.694","0.0774","0.6019"
"2241","11623","22603","model_judge","borderline","grounding_gap","0.4367","0.5239","0.3128","0.939"
"2242","32833","21170","pairwise_ranker","needs_human_review","reasoning","0.9505","0.3202","0.585","0.0811"
"2243","24463","24422","hybrid_judge","needs_human_review","tool_failure","0.4822","0.9441","0.9632","0.0381"
"2244","33201","7852","rule_engine","borderline","hallucination","0.5376","0.7082","0.9028","0.5494"
"2245","43408","16620","pairwise_ranker","pass","hallucination","0.0066","0.7935","0.9229","0.2086"
"2246","3599","19282","hybrid_judge","needs_human_review","none","0.5612","0.8196","0.8499","0.6844"
"2247","23004","2941","pairwise_ranker","borderline","reasoning","0.5467","0.7397","0.5926","0.9161"
"2248","17996","14364","pairwise_ranker","borderline","format","0.2912","0.847","0.4438","0.2043"
"2249","17414","17414","pairwise_ranker","borderline","reasoning","0.7393","0.7084","0.5477","0.0398"
"2250","29346","14163","hybrid_judge","fail","grounding_gap","0.9803","0.4816","0.1464","0.7521"
"2251","28287","9353","rule_engine","fail","tool_failure","0.6085","0.0794","0.7288","0.1676"
"2252","21114","14679","hybrid_judge","needs_human_review","reasoning","0.7405","0.9521","0.5325","0.0032"
"2253","37859","2340","model_judge","fail","format","0.4052","0.8124","0.5783","0.2782"
"2254","32520","20043","rule_engine","needs_human_review","reasoning","0.0504","0.8262","0.6608","0.9048"
"2255","21965","21000","model_judge","borderline","tool_failure","0.0392","0.2066","0.3681","0.1797"
"2256","27530","3435","hybrid_judge","needs_human_review","reasoning","0.4999","0.5721","0.2655","0.2257"
"2257","28323","9680","model_judge","pass","none","0.3178","0.5412","0.557","0.8806"
"2258","4921","1617","hybrid_judge","needs_human_review","tool_failure","0.283","0.8797","0.4984","0.1971"
"2259","16932","16506","hybrid_judge","needs_human_review","tool_failure","0.0646","0.9846","0.022","0.0641"
"2260","10090","9105","hybrid_judge","needs_human_review","none","0.6946","0.6216","0.7049","0.2476"
"2261","31906","2570","rule_engine","fail","policy","0.0776","0.8595","0.1883","0.0741"
"2262","4498","12144","hybrid_judge","pass","none","0.4756","0.5866","0.9005","0.7174"
"2263","15257","12020","model_judge","pass","format","0.1977","0.9065","0.5794","0.8523"
"2264","29707","10666","hybrid_judge","fail","grounding_gap","0.2839","0.6713","0.4083","0.8956"
"2265","13442","2873","rule_engine","borderline","hallucination","0.0979","0.3051","0.2774","0.8235"
"2266","8175","14609","hybrid_judge","needs_human_review","tool_failure","0.8221","0.7055","0.2974","0.3515"
"2267","26752","18760","hybrid_judge","fail","format","0.232","0.4215","0.7769","0.6471"
"2268","49542","3301","hybrid_judge","fail","policy","0.4867","0.7566","0.3428","0.9406"
"2269","19919","9570","model_judge","borderline","grounding_gap","0.3827","0.9325","0.1216","0.6509"
"2270","42031","20324","model_judge","pass","reasoning","0.686","0.6857","0.235","0.4356"
"2271","31208","16459","pairwise_ranker","fail","format","0.7606","0.3297","0.9337","0.0817"
"2272","23806","22708","rule_engine","needs_human_review","tool_failure","0.405","0.2775","0.8385","0.5136"
"2273","2234","10655","hybrid_judge","borderline","none","0.5439","0.4419","0.8262","0.588"
"2274","28976","16937","pairwise_ranker","pass","grounding_gap","0.256","0.9449","0.9148","0.3039"
"2275","1088","11939","pairwise_ranker","borderline","reasoning","0.0832","0.8344","0.5516","0.0799"
"2276","37337","224","pairwise_ranker","pass","tool_failure","0.2902","0.6101","0.1199","0.2036"
"2277","25547","8403","hybrid_judge","fail","policy","0.4374","0.2807","0.0412","0.6504"
"2278","17546","10651","hybrid_judge","pass","none","0.0494","0.5871","0.477","0.53"
"2279","32972","20417","hybrid_judge","needs_human_review","tool_failure","0.386","0.376","0.9262","0.8539"
"2280","43333","8760","pairwise_ranker","fail","hallucination","0.9153","0.4702","0.084","0.8982"
"2281","2939","24991","hybrid_judge","fail","tool_failure","0.2366","0.0619","0.0817","0.0945"
"2282","34255","18768","model_judge","pass","grounding_gap","0.095","0.8092","0.9735","0.7941"
"2283","25143","8581","rule_engine","borderline","reasoning","0.9715","0.0804","0.1029","0.4712"
"2284","27586","4938","hybrid_judge","fail","policy","0.4982","0.1771","0.8111","0.1611"
"2285","25619","19988","model_judge","borderline","reasoning","0.3234","0.9423","0.4646","0.2434"
"2286","22151","13981","hybrid_judge","fail","tool_failure","0.0539","0.0203","0.4894","0.5462"
"2287","49638","11691","rule_engine","fail","format","0.4037","0.2042","0.3733","0.1039"
"2288","661","23871","model_judge","borderline","reasoning","0.3658","0.6588","0.6607","0.5677"
"2289","38715","24460","rule_engine","pass","reasoning","0.4838","0.4182","0.4744","0.8924"
"2290","22966","20317","hybrid_judge","borderline","format","0.6314","0.0499","0.4174","0.0747"
"2291","38714","21886","pairwise_ranker","needs_human_review","none","0.8253","0.7484","0.0904","0.6854"
"2292","37440","20600","hybrid_judge","pass","tool_failure","0.752","0.3726","0.712","0.7007"
