"eval_item_id","eval_run_id","program_id","scenario_id","task_category","difficulty_tier","input_modality","requires_tool_use","requires_grounding","policy_sensitivity"
"1214","1767","541","scenario_1214","planning","easy","text_json","1","0","sensitive"
"1215","19136","85","scenario_1215","policy_handling","expert","multistep_trace","0","1","moderate"
"1216","11354","407","scenario_1216","qa","hard","text_table","0","1","sensitive"
"1217","24577","287","scenario_1217","classification","standard","multistep_trace","1","0","moderate"
"1218","8645","540","scenario_1218","summarization","easy","multistep_trace","0","0","sensitive"
"1219","10657","352","scenario_1219","tool_use","standard","text_table","1","1","sensitive"
"1220","24835","473","scenario_1220","summarization","easy","multistep_trace","1","1","low"
"1221","19209","341","scenario_1221","tool_use","easy","text_table","0","1","moderate"
"1222","18316","441","scenario_1222","classification","hard","text_json","1","1","moderate"
"1223","20346","214","scenario_1223","classification","easy","text_table","0","0","sensitive"
"1224","13904","514","scenario_1224","qa","expert","text_json","1","1","moderate"
"1225","1502","312","scenario_1225","summarization","easy","multistep_trace","1","0","moderate"
"1226","15051","30","scenario_1226","summarization","easy","text_json","0","0","restricted"
"1227","24623","539","scenario_1227","planning","hard","text_json","1","0","sensitive"
"1228","24259","375","scenario_1228","qa","easy","text","1","0","moderate"
"1229","16078","80","scenario_1229","classification","easy","multistep_trace","1","1","moderate"
"1230","4212","610","scenario_1230","planning","standard","multistep_trace","0","0","sensitive"
"1231","24674","173","scenario_1231","summarization","hard","multistep_trace","1","1","sensitive"
"1232","18701","126","scenario_1232","policy_handling","easy","text","1","1","low"
"1233","14758","17","scenario_1233","classification","expert","text","0","1","moderate"
"1234","4780","401","scenario_1234","planning","easy","text_json","0","0","sensitive"
"1235","11643","395","scenario_1235","classification","hard","text_json","0","1","sensitive"
"1236","14900","362","scenario_1236","classification","expert","text_json","0","0","restricted"
"1237","1162","223","scenario_1237","policy_handling","expert","text_json","1","1","restricted"
"1238","17001","477","scenario_1238","qa","expert","text_table","0","0","moderate"
"1239","7788","68","scenario_1239","policy_handling","easy","text","1","1","restricted"
"1240","16238","277","scenario_1240","policy_handling","hard","text_json","0","1","low"
"1241","15333","594","scenario_1241","classification","standard","text_table","0","0","restricted"
"1242","764","360","scenario_1242","policy_handling","easy","text_json","1","0","low"
"1243","12071","303","scenario_1243","qa","standard","text_table","0","0","moderate"
"1244","18759","292","scenario_1244","tool_use","hard","text_json","1","0","sensitive"
"1245","3425","246","scenario_1245","planning","standard","text_table","1","1","moderate"
"1246","5997","438","scenario_1246","summarization","easy","text_table","1","1","restricted"
"1247","13746","226","scenario_1247","classification","easy","multistep_trace","1","0","restricted"
"1248","12167","65","scenario_1248","classification","expert","text","1","0","low"
"1249","15591","335","scenario_1249","classification","standard","text_table","0","1","sensitive"
"1250","9054","198","scenario_1250","classification","standard","text_json","0","1","low"
"1251","12761","319","scenario_1251","summarization","hard","text_json","1","1","moderate"
"1252","7641","453","scenario_1252","policy_handling","expert","text","1","1","restricted"
"1253","21465","619","scenario_1253","planning","expert","text_table","0","0","moderate"
"1254","20414","79","scenario_1254","classification","easy","text","0","1","restricted"
"1255","2348","237","scenario_1255","policy_handling","hard","text","1","1","sensitive"
"1256","3114","347","scenario_1256","policy_handling","expert","text_json","0","1","low"
"1257","24540","190","scenario_1257","qa","standard","text","1","0","moderate"
"1258","2582","6","scenario_1258","planning","hard","multistep_trace","0","0","low"
"1259","22485","532","scenario_1259","qa","hard","text_json","1","1","low"
"1260","21658","603","scenario_1260","classification","standard","multistep_trace","1","1","moderate"
"1261","6265","43","scenario_1261","qa","expert","text_table","1","0","low"
"1262","18014","517","scenario_1262","classification","easy","text","0","1","low"
"1263","8855","108","scenario_1263","summarization","expert","text","0","1","restricted"
"1264","10496","530","scenario_1264","planning","standard","multistep_trace","1","1","moderate"
"1265","9236","415","scenario_1265","classification","hard","multistep_trace","0","1","moderate"
"1266","8215","372","scenario_1266","policy_handling","hard","text_json","1","1","low"
"1267","9451","234","scenario_1267","summarization","standard","text","1","1","restricted"
"1268","16351","326","scenario_1268","policy_handling","expert","text","1","1","moderate"
"1269","16863","537","scenario_1269","classification","standard","text","1","1","low"
"1270","13162","442","scenario_1270","policy_handling","hard","text_json","1","0","low"
"1271","7420","34","scenario_1271","classification","easy","text_table","1","1","moderate"
"1272","19709","215","scenario_1272","qa","hard","text","1","1","restricted"
"1273","7259","494","scenario_1273","policy_handling","hard","text","0","0","restricted"
"1274","5905","92","scenario_1274","planning","easy","text_json","1","0","low"
"1275","14088","327","scenario_1275","planning","expert","multistep_trace","1","0","low"
"1276","4711","619","scenario_1276","summarization","easy","multistep_trace","0","1","restricted"
"1277","11273","82","scenario_1277","tool_use","hard","text_json","1","0","restricted"
"1278","12531","448","scenario_1278","planning","expert","text","0","1","low"
"1279","12564","181","scenario_1279","planning","expert","text","1","0","moderate"
"1280","2353","291","scenario_1280","policy_handling","easy","text","1","1","low"
"1281","1330","480","scenario_1281","planning","easy","text_json","0","0","sensitive"
"1282","14084","508","scenario_1282","qa","hard","multistep_trace","1","0","restricted"
"1283","12779","563","scenario_1283","tool_use","expert","multistep_trace","1","0","low"
"1284","7812","405","scenario_1284","qa","easy","text","0","0","sensitive"
"1285","2125","91","scenario_1285","classification","standard","multistep_trace","0","1","moderate"
"1286","9480","484","scenario_1286","planning","standard","multistep_trace","1","1","sensitive"
"1287","23781","214","scenario_1287","tool_use","hard","text_table","0","1","moderate"
"1288","15048","396","scenario_1288","classification","expert","text_table","0","0","restricted"
"1289","2711","430","scenario_1289","qa","easy","multistep_trace","1","0","moderate"
"1290","4894","538","scenario_1290","classification","expert","text","1","0","sensitive"
"1291","7042","332","scenario_1291","policy_handling","hard","text_table","0","1","low"
"1292","11802","575","scenario_1292","policy_handling","hard","text_table","1","1","restricted"
"1293","23148","591","scenario_1293","qa","hard","text","1","1","moderate"
"1294","3763","489","scenario_1294","planning","standard","text_json","0","1","sensitive"
"1295","17335","31","scenario_1295","summarization","easy","text","1","0","moderate"
"1296","7116","375","scenario_1296","policy_handling","hard","text_json","0","0","sensitive"
"1297","22889","540","scenario_1297","tool_use","standard","text_json","1","1","restricted"
"1298","11274","25","scenario_1298","tool_use","easy","text_table","1","0","restricted"
"1299","21710","8","scenario_1299","tool_use","hard","text","1","1","moderate"
"1300","18210","249","scenario_1300","planning","standard","text_json","0","0","low"
"1301","21182","90","scenario_1301","qa","standard","text","0","0","moderate"
"1302","1210","367","scenario_1302","policy_handling","hard","text","0","1","low"
"1303","13567","532","scenario_1303","qa","hard","text_table","0","0","restricted"
"1304","9543","438","scenario_1304","classification","standard","multistep_trace","0","1","sensitive"
"1305","19938","374","scenario_1305","policy_handling","standard","text_json","1","0","sensitive"
"1306","14125","335","scenario_1306","planning","standard","text_table","0","1","restricted"
"1307","8691","622","scenario_1307","summarization","hard","text","1","1","moderate"
"1308","13865","223","scenario_1308","tool_use","standard","text_table","1","0","low"
"1309","10305","298","scenario_1309","tool_use","standard","text_table","0","1","sensitive"
"1310","12536","544","scenario_1310","classification","expert","multistep_trace","1","1","moderate"
"1311","23857","505","scenario_1311","summarization","expert","text_json","0","1","low"
"1312","1229","6","scenario_1312","qa","standard","text_json","1","1","restricted"
"1313","6968","191","scenario_1313","planning","expert","text_table","1","1","restricted"
"1314","23149","117","scenario_1314","classification","easy","text","0","0","low"
"1315","22125","4","scenario_1315","summarization","hard","multistep_trace","1","1","restricted"
"1316","16628","446","scenario_1316","tool_use","expert","text_json","1","0","restricted"
"1317","22901","176","scenario_1317","policy_handling","standard","multistep_trace","0","0","low"
"1318","1016","439","scenario_1318","planning","easy","text","0","1","sensitive"
"1319","16266","386","scenario_1319","planning","expert","multistep_trace","1","1","sensitive"
"1320","2859","338","scenario_1320","summarization","standard","text_json","1","1","low"
"1321","7497","515","scenario_1321","summarization","easy","text_json","1","0","moderate"
"1322","19426","81","scenario_1322","policy_handling","standard","text_table","0","1","sensitive"
"1323","250","347","scenario_1323","planning","easy","text_json","1","0","moderate"
"1324","19860","119","scenario_1324","tool_use","hard","text_table","0","1","restricted"
"1325","21479","382","scenario_1325","qa","expert","text_table","0","1","low"
"1326","10244","526","scenario_1326","tool_use","expert","multistep_trace","0","1","low"
"1327","18859","533","scenario_1327","planning","hard","multistep_trace","0","1","sensitive"
"1328","9349","137","scenario_1328","policy_handling","standard","text","0","0","restricted"
"1329","19366","393","scenario_1329","classification","easy","text","1","1","sensitive"
"1330","9016","159","scenario_1330","policy_handling","easy","multistep_trace","1","1","sensitive"
"1331","23681","503","scenario_1331","planning","expert","text_table","0","1","moderate"
"1332","20338","390","scenario_1332","policy_handling","easy","text_json","1","0","sensitive"
"1333","3280","343","scenario_1333","qa","easy","multistep_trace","0","1","sensitive"
"1334","21525","196","scenario_1334","classification","standard","text","1","1","restricted"
"1335","6902","551","scenario_1335","tool_use","hard","text","0","0","moderate"
"1336","18321","247","scenario_1336","policy_handling","easy","text","1","1","low"
"1337","19070","235","scenario_1337","classification","standard","text","1","1","sensitive"
"1338","10389","594","scenario_1338","policy_handling","easy","multistep_trace","0","1","restricted"
"1339","24318","28","scenario_1339","classification","hard","text_table","1","0","restricted"
"1340","19129","363","scenario_1340","classification","easy","text_table","1","1","restricted"
"1341","2629","178","scenario_1341","policy_handling","expert","text_table","1","1","moderate"
"1342","10438","242","scenario_1342","qa","easy","text_json","1","1","low"
"1343","17067","111","scenario_1343","summarization","hard","text_json","0","0","moderate"
"1344","3331","280","scenario_1344","planning","easy","multistep_trace","1","0","restricted"
"1345","17675","427","scenario_1345","qa","standard","text_table","1","1","restricted"
"1346","12864","341","scenario_1346","policy_handling","expert","multistep_trace","1","1","low"
"1347","10686","257","scenario_1347","summarization","hard","text","0","0","low"
"1348","7003","487","scenario_1348","policy_handling","hard","text","0","0","moderate"
"1349","7712","57","scenario_1349","classification","expert","text","0","1","low"
"1350","15236","64","scenario_1350","tool_use","hard","text","0","0","sensitive"
"1351","23444","304","scenario_1351","classification","easy","text_json","1","0","moderate"
"1352","4912","476","scenario_1352","tool_use","standard","text_table","1","1","restricted"
"1353","9541","59","scenario_1353","planning","hard","text_table","0","0","restricted"
"1354","6118","449","scenario_1354","planning","hard","text","0","1","restricted"
"1355","16118","489","scenario_1355","tool_use","easy","multistep_trace","0","1","sensitive"
"1356","22118","418","scenario_1356","planning","standard","multistep_trace","1","1","low"
"1357","5998","371","scenario_1357","summarization","hard","text_json","0","1","sensitive"
"1358","15821","496","scenario_1358","classification","standard","multistep_trace","1","1","moderate"
"1359","2663","249","scenario_1359","qa","expert","multistep_trace","0","1","sensitive"
"1360","18765","406","scenario_1360","classification","easy","text_json","0","1","low"
"1361","19231","579","scenario_1361","qa","easy","text","0","0","moderate"
"1362","2596","86","scenario_1362","policy_handling","hard","text","1","0","sensitive"
"1363","2588","378","scenario_1363","classification","expert","text_json","1","1","sensitive"
"1364","10580","210","scenario_1364","planning","expert","text","0","0","sensitive"
"1365","22312","539","scenario_1365","summarization","easy","text","1","1","low"
"1366","18016","467","scenario_1366","classification","hard","text","1","1","low"
"1367","6535","112","scenario_1367","qa","easy","text_table","0","0","low"
"1368","24798","208","scenario_1368","summarization","standard","text_json","1","1","low"
"1369","21513","4","scenario_1369","classification","easy","text_json","0","1","sensitive"
"1370","17716","392","scenario_1370","planning","expert","multistep_trace","1","1","low"
"1371","19950","318","scenario_1371","qa","hard","text_json","0","0","sensitive"
"1372","6487","463","scenario_1372","qa","hard","multistep_trace","1","1","moderate"
"1373","18094","103","scenario_1373","tool_use","expert","multistep_trace","1","0","low"
"1374","22252","504","scenario_1374","policy_handling","easy","text","0","1","moderate"
"1375","4053","300","scenario_1375","classification","standard","multistep_trace","1","1","low"
"1376","5133","239","scenario_1376","planning","easy","multistep_trace","0","0","restricted"
"1377","2554","219","scenario_1377","qa","expert","text","0","1","moderate"
"1378","3351","240","scenario_1378","classification","hard","text_table","1","1","restricted"
"1379","3957","426","scenario_1379","summarization","easy","text_json","1","1","low"
"1380","13712","321","scenario_1380","tool_use","standard","text_table","0","0","moderate"
"1381","5680","155","scenario_1381","qa","hard","text_json","0","1","sensitive"
"1382","12282","422","scenario_1382","summarization","expert","text_table","0","0","sensitive"
"1383","21092","385","scenario_1383","summarization","standard","text","1","1","moderate"
"1384","5240","87","scenario_1384","classification","hard","text_table","1","0","low"
"1385","2441","453","scenario_1385","qa","expert","text_json","0","1","moderate"
"1386","8366","314","scenario_1386","summarization","hard","text","1","1","sensitive"
"1387","13681","323","scenario_1387","summarization","hard","text_table","1","1","sensitive"
"1388","18728","219","scenario_1388","summarization","hard","text_json","0","1","moderate"
"1389","22189","70","scenario_1389","summarization","hard","text","1","1","restricted"
"1390","10025","166","scenario_1390","tool_use","expert","text","1","1","moderate"
"1391","18821","559","scenario_1391","policy_handling","expert","text_table","1","1","moderate"
"1392","20188","553","scenario_1392","classification","easy","multistep_trace","1","1","moderate"
"1393","17519","469","scenario_1393","tool_use","easy","multistep_trace","0","1","moderate"
"1394","13076","218","scenario_1394","classification","standard","text","1","1","low"
"1395","1381","85","scenario_1395","classification","easy","text_json","0","1","restricted"
"1396","22406","542","scenario_1396","summarization","expert","text_table","1","0","low"
"1397","15513","607","scenario_1397","summarization","hard","multistep_trace","0","1","low"
"1398","3185","147","scenario_1398","tool_use","standard","text_table","1","1","moderate"
"1399","7442","166","scenario_1399","qa","hard","multistep_trace","1","1","restricted"
"1400","14699","157","scenario_1400","qa","standard","text_json","1","0","sensitive"
"1401","21898","612","scenario_1401","classification","expert","text","1","0","sensitive"
"1402","14290","378","scenario_1402","qa","expert","text_table","0","0","restricted"
"1403","18921","348","scenario_1403","summarization","standard","text_json","0","1","restricted"
"1404","21304","447","scenario_1404","classification","easy","multistep_trace","0","1","low"
"1405","21555","5","scenario_1405","tool_use","hard","multistep_trace","1","1","sensitive"
"1406","14681","539","scenario_1406","classification","standard","text","0","1","low"
"1407","18000","336","scenario_1407","policy_handling","hard","text_json","1","1","sensitive"
"1408","8613","68","scenario_1408","policy_handling","easy","multistep_trace","0","1","low"
"1409","7214","256","scenario_1409","tool_use","standard","text","1","1","moderate"
"1410","12144","335","scenario_1410","summarization","expert","multistep_trace","1","1","sensitive"
"1411","10423","417","scenario_1411","planning","easy","text_json","1","1","restricted"
"1412","2058","538","scenario_1412","qa","easy","text","0","1","restricted"
"1413","1311","549","scenario_1413","summarization","standard","multistep_trace","0","1","sensitive"
"1414","14567","597","scenario_1414","classification","standard","text_json","0","1","sensitive"
"1415","21606","66","scenario_1415","summarization","standard","multistep_trace","1","0","restricted"
"1416","21894","410","scenario_1416","qa","hard","text","1","0","moderate"
"1417","17685","67","scenario_1417","qa","expert","multistep_trace","0","1","low"
"1418","22852","452","scenario_1418","tool_use","expert","text","1","0","sensitive"
"1419","4127","158","scenario_1419","policy_handling","standard","text","0","1","moderate"
"1420","20389","346","scenario_1420","tool_use","expert","multistep_trace","1","0","low"
"1421","24406","334","scenario_1421","planning","expert","multistep_trace","0","1","sensitive"
"1422","4674","530","scenario_1422","tool_use","easy","text_table","0","1","moderate"
"1423","11361","519","scenario_1423","tool_use","easy","text_table","0","0","low"
"1424","24455","232","scenario_1424","qa","standard","text","1","0","sensitive"
"1425","231","147","scenario_1425","planning","expert","multistep_trace","0","1","moderate"
"1426","24288","144","scenario_1426","summarization","hard","text_table","1","1","restricted"
"1427","11116","325","scenario_1427","qa","expert","text","1","0","moderate"
"1428","24511","11","scenario_1428","summarization","standard","text_table","1","0","restricted"
"1429","1758","418","scenario_1429","planning","easy","text","1","0","low"
"1430","7495","280","scenario_1430","policy_handling","expert","text_json","1","0","restricted"
"1431","5737","39","scenario_1431","policy_handling","expert","text_table","0","1","restricted"
"1432","17151","290","scenario_1432","tool_use","expert","text_table","1","0","sensitive"
"1433","4131","170","scenario_1433","classification","easy","text","1","1","low"
"1434","182","223","scenario_1434","tool_use","expert","text_json","1","1","moderate"
"1435","17313","17","scenario_1435","qa","easy","multistep_trace","1","0","sensitive"
"1436","7519","254","scenario_1436","summarization","standard","text_table","1","1","sensitive"
"1437","16494","60","scenario_1437","qa","easy","text_table","0","1","sensitive"
"1438","5850","225","scenario_1438","classification","standard","text_table","0","0","moderate"
"1439","10540","5","scenario_1439","classification","expert","text_table","1","1","sensitive"
"1440","12253","63","scenario_1440","qa","easy","text_json","1","1","moderate"
"1441","11285","213","scenario_1441","classification","standard","text","0","1","sensitive"
"1442","7244","211","scenario_1442","planning","hard","text_json","0","1","low"
"1443","12514","457","scenario_1443","policy_handling","easy","text_json","1","1","restricted"
"1444","4856","624","scenario_1444","tool_use","hard","text","0","1","low"
"1445","4918","485","scenario_1445","planning","standard","text","1","1","moderate"
"1446","2373","111","scenario_1446","policy_handling","easy","text_json","1","0","sensitive"
"1447","19430","285","scenario_1447","tool_use","hard","text_json","0","1","low"
"1448","20754","514","scenario_1448","tool_use","standard","multistep_trace","1","1","restricted"
"1449","11372","461","scenario_1449","qa","easy","text_json","0","1","restricted"
"1450","19671","282","scenario_1450","tool_use","expert","text_json","0","1","low"
"1451","6678","399","scenario_1451","classification","easy","text","0","1","moderate"
"1452","23668","31","scenario_1452","summarization","easy","text_table","0","1","low"
"1453","8424","596","scenario_1453","summarization","expert","text","0","0","sensitive"
"1454","17541","512","scenario_1454","tool_use","expert","text_json","0","1","restricted"
"1455","4915","49","scenario_1455","qa","expert","text_table","0","1","low"
"1456","24022","4","scenario_1456","classification","expert","text_table","0","0","sensitive"
"1457","20440","354","scenario_1457","policy_handling","expert","text","1","0","low"
"1458","10584","529","scenario_1458","tool_use","standard","text","1","1","moderate"
"1459","6311","487","scenario_1459","policy_handling","easy","text_json","0","0","sensitive"
"1460","22725","491","scenario_1460","planning","standard","multistep_trace","1","1","sensitive"
"1461","12802","401","scenario_1461","tool_use","hard","text_json","1","1","restricted"
"1462","1921","512","scenario_1462","summarization","expert","text","1","1","restricted"
"1463","11768","89","scenario_1463","classification","easy","text_table","0","0","low"
"1464","1095","264","scenario_1464","summarization","expert","text_json","0","1","restricted"
"1465","21939","602","scenario_1465","tool_use","standard","text","1","0","moderate"
"1466","5722","557","scenario_1466","summarization","expert","text_table","1","1","moderate"
"1467","7448","123","scenario_1467","planning","expert","text_table","1","1","low"
"1468","14449","578","scenario_1468","summarization","standard","text","0","1","moderate"
"1469","11435","296","scenario_1469","tool_use","expert","multistep_trace","1","0","sensitive"
"1470","344","465","scenario_1470","classification","standard","text","1","1","restricted"
"1471","13143","399","scenario_1471","planning","easy","multistep_trace","1","1","sensitive"
"1472","17201","20","scenario_1472","planning","hard","text_table","0","0","low"
"1473","19624","560","scenario_1473","policy_handling","easy","text_json","1","1","moderate"
"1474","11625","513","scenario_1474","qa","easy","multistep_trace","1","1","sensitive"
"1475","9184","366","scenario_1475","planning","easy","multistep_trace","1","1","moderate"
"1476","19150","7","scenario_1476","tool_use","hard","text_table","0","0","low"
"1477","1722","54","scenario_1477","summarization","easy","multistep_trace","0","1","sensitive"
"1478","9820","330","scenario_1478","tool_use","easy","text","0","0","moderate"
"1479","11420","429","scenario_1479","classification","expert","text_json","1","1","low"
"1480","4182","240","scenario_1480","policy_handling","easy","multistep_trace","1","0","restricted"
"1481","11124","538","scenario_1481","policy_handling","easy","text","1","0","restricted"
"1482","6227","448","scenario_1482","tool_use","easy","text_table","1","1","restricted"
"1483","24767","197","scenario_1483","summarization","expert","text_json","0","0","low"
"1484","12852","464","scenario_1484","summarization","easy","text_json","1","0","restricted"
"1485","19658","318","scenario_1485","policy_handling","hard","multistep_trace","1","0","restricted"
"1486","303","399","scenario_1486","planning","expert","multistep_trace","1","0","restricted"
"1487","1631","82","scenario_1487","summarization","hard","multistep_trace","0","1","sensitive"
"1488","23673","605","scenario_1488","classification","hard","text_json","1","0","sensitive"
"1489","13662","120","scenario_1489","summarization","hard","text_table","1","0","low"
"1490","18218","271","scenario_1490","planning","easy","text_table","0","0","restricted"
"1491","13071","305","scenario_1491","policy_handling","hard","text_json","0","0","restricted"
"1492","1552","294","scenario_1492","summarization","hard","text_table","0","1","restricted"
"1493","21796","346","scenario_1493","summarization","hard","multistep_trace","0","1","restricted"
"1494","7537","375","scenario_1494","qa","hard","multistep_trace","0","1","restricted"
"1495","3789","326","scenario_1495","planning","hard","text","1","1","sensitive"
"1496","9197","3","scenario_1496","qa","standard","text_table","0","1","low"
"1497","24023","58","scenario_1497","tool_use","hard","text_table","0","0","moderate"
"1498","3565","199","scenario_1498","qa","easy","text","1","0","moderate"
"1499","21053","128","scenario_1499","qa","standard","text_json","1","1","restricted"
"1500","21866","258","scenario_1500","planning","expert","text","0","1","moderate"
"1501","18564","214","scenario_1501","tool_use","hard","text_json","0","0","sensitive"
"1502","12263","402","scenario_1502","summarization","easy","multistep_trace","1","0","sensitive"
"1503","9694","217","scenario_1503","summarization","expert","text_json","0","1","low"
"1504","6886","350","scenario_1504","policy_handling","expert","text","0","1","moderate"
"1505","24935","112","scenario_1505","planning","expert","text","1","0","sensitive"
"1506","9256","428","scenario_1506","tool_use","expert","multistep_trace","0","0","low"
"1507","5933","65","scenario_1507","policy_handling","standard","text","1","0","sensitive"
"1508","3785","305","scenario_1508","classification","expert","text_table","1","1","moderate"
"1509","22376","20","scenario_1509","summarization","easy","text_table","1","0","sensitive"
"1510","20766","90","scenario_1510","classification","easy","text_table","0","1","low"
"1511","16494","60","scenario_1511","qa","standard","text","0","1","low"
"1512","19805","351","scenario_1512","tool_use","standard","multistep_trace","0","0","restricted"
"1513","19306","403","scenario_1513","qa","standard","text_json","0","0","sensitive"
"1514","9650","586","scenario_1514","classification","easy","multistep_trace","1","0","sensitive"
"1515","13744","188","scenario_1515","classification","hard","multistep_trace","0","1","low"
"1516","23491","344","scenario_1516","classification","expert","text_json","1","1","sensitive"
"1517","24230","582","scenario_1517","tool_use","standard","text_table","0","0","moderate"
"1518","11529","73","scenario_1518","qa","hard","text","1","1","moderate"
"1519","14631","345","scenario_1519","summarization","expert","text_json","1","1","sensitive"
"1520","17340","274","scenario_1520","planning","expert","multistep_trace","1","1","moderate"
"1521","7650","176","scenario_1521","planning","hard","multistep_trace","1","1","low"
"1522","7390","378","scenario_1522","qa","standard","text_table","1","1","sensitive"
"1523","7732","554","scenario_1523","tool_use","hard","text_table","1","1","low"
"1524","10516","228","scenario_1524","qa","expert","multistep_trace","1","1","sensitive"
"1525","6166","151","scenario_1525","planning","standard","multistep_trace","1","0","sensitive"
"1526","10137","88","scenario_1526","qa","hard","text","1","0","low"
"1527","10605","467","scenario_1527","classification","easy","text_json","1","1","restricted"
"1528","17919","96","scenario_1528","policy_handling","hard","text","0","0","low"
"1529","15149","492","scenario_1529","policy_handling","expert","text","1","0","restricted"
"1530","14873","3","scenario_1530","classification","standard","text","0","1","low"
"1531","453","492","scenario_1531","policy_handling","easy","text_json","1","1","restricted"
"1532","19731","420","scenario_1532","planning","hard","multistep_trace","0","0","restricted"
"1533","16422","191","scenario_1533","qa","standard","multistep_trace","0","1","moderate"
"1534","18801","202","scenario_1534","summarization","expert","multistep_trace","0","0","low"
"1535","5306","21","scenario_1535","classification","easy","multistep_trace","0","0","moderate"
"1536","935","508","scenario_1536","qa","hard","multistep_trace","1","0","restricted"
"1537","13258","333","scenario_1537","qa","easy","text","0","0","moderate"
"1538","22266","381","scenario_1538","tool_use","expert","multistep_trace","0","1","restricted"
"1539","7103","127","scenario_1539","classification","hard","text_table","1","0","low"
"1540","2825","345","scenario_1540","classification","standard","text_table","1","1","moderate"
"1541","20100","101","scenario_1541","planning","expert","text_table","1","0","restricted"
"1542","24555","21","scenario_1542","summarization","easy","text_json","1","0","restricted"
"1543","5501","101","scenario_1543","summarization","hard","text_table","1","0","restricted"
"1544","11759","485","scenario_1544","policy_handling","standard","multistep_trace","0","1","moderate"
"1545","3210","267","scenario_1545","planning","expert","text_table","0","1","restricted"
"1546","24276","332","scenario_1546","qa","hard","text_json","1","1","restricted"
"1547","23952","421","scenario_1547","summarization","hard","text_table","1","1","low"
"1548","14142","589","scenario_1548","planning","hard","text_json","1","0","sensitive"
"1549","6986","228","scenario_1549","classification","hard","multistep_trace","0","0","low"
"1550","5617","442","scenario_1550","policy_handling","easy","text_json","1","1","restricted"
"1551","14138","87","scenario_1551","policy_handling","hard","multistep_trace","1","1","restricted"
"1552","20662","267","scenario_1552","policy_handling","hard","text_table","1","1","sensitive"
"1553","21203","190","scenario_1553","qa","easy","multistep_trace","1","0","restricted"
"1554","18741","10","scenario_1554","tool_use","standard","text_json","0","1","restricted"
"1555","15655","31","scenario_1555","summarization","easy","text_table","1","1","restricted"
"1556","4790","84","scenario_1556","summarization","expert","text_table","0","1","sensitive"
"1557","4715","335","scenario_1557","classification","standard","multistep_trace","1","1","moderate"
"1558","22046","85","scenario_1558","qa","standard","multistep_trace","1","1","moderate"
"1559","16171","110","scenario_1559","summarization","standard","multistep_trace","1","0","sensitive"
"1560","2138","267","scenario_1560","classification","hard","text_json","1","0","restricted"
"1561","2992","123","scenario_1561","summarization","standard","text_table","1","1","low"
"1562","21192","291","scenario_1562","policy_handling","standard","text_json","0","1","low"
"1563","14376","539","scenario_1563","classification","standard","text","0","1","low"
"1564","24798","208","scenario_1564","classification","standard","multistep_trace","0","1","moderate"
"1565","24589","327","scenario_1565","policy_handling","expert","text_json","1","1","sensitive"
"1566","3830","374","scenario_1566","classification","expert","text_json","0","0","sensitive"
"1567","19779","520","scenario_1567","classification","easy","text","1","1","restricted"
"1568","11103","48","scenario_1568","classification","hard","text_json","1","1","moderate"
"1569","11542","510","scenario_1569","planning","easy","text_table","0","1","moderate"
"1570","12953","292","scenario_1570","qa","easy","text_table","0","1","low"
"1571","15897","551","scenario_1571","classification","expert","text_json","0","0","low"
"1572","13517","326","scenario_1572","tool_use","standard","text","0","1","restricted"
"1573","15230","334","scenario_1573","qa","hard","text","1","1","restricted"
"1574","6169","616","scenario_1574","tool_use","easy","text_table","1","1","sensitive"
"1575","11256","116","scenario_1575","policy_handling","expert","text","0","1","restricted"
"1576","23061","596","scenario_1576","classification","standard","text_table","0","0","sensitive"
"1577","18284","219","scenario_1577","tool_use","standard","text","0","1","low"
"1578","11959","569","scenario_1578","summarization","expert","text_json","0","0","low"
"1579","15433","56","scenario_1579","policy_handling","hard","multistep_trace","0","1","restricted"
"1580","12578","166","scenario_1580","classification","standard","text_json","1","1","sensitive"
"1581","1878","604","scenario_1581","tool_use","easy","text_table","1","1","restricted"
"1582","5169","380","scenario_1582","planning","expert","text","1","1","moderate"
"1583","16096","270","scenario_1583","policy_handling","easy","text_json","1","1","low"
"1584","23754","409","scenario_1584","tool_use","expert","text_table","1","0","moderate"
"1585","6066","368","scenario_1585","tool_use","easy","text","0","0","moderate"
"1586","802","162","scenario_1586","tool_use","easy","text","0","1","low"
"1587","3095","295","scenario_1587","summarization","standard","text","1","0","restricted"
"1588","19030","524","scenario_1588","qa","easy","text","0","1","sensitive"
"1589","6824","539","scenario_1589","policy_handling","easy","text","1","0","sensitive"
"1590","18949","8","scenario_1590","summarization","easy","text","1","1","sensitive"
"1591","20484","302","scenario_1591","policy_handling","expert","text_json","0","1","low"
"1592","24893","459","scenario_1592","summarization","standard","text_table","0","1","moderate"
"1593","20339","365","scenario_1593","classification","standard","text_json","0","1","restricted"
"1594","21239","397","scenario_1594","policy_handling","expert","text_json","0","1","restricted"
"1595","24100","167","scenario_1595","summarization","standard","multistep_trace","0","1","low"
"1596","15842","43","scenario_1596","classification","standard","multistep_trace","0","1","sensitive"
"1597","6525","455","scenario_1597","classification","expert","text_table","0","1","sensitive"
"1598","11303","280","scenario_1598","qa","easy","multistep_trace","0","1","sensitive"
"1599","1933","614","scenario_1599","planning","hard","text","1","1","sensitive"
"1600","13521","177","scenario_1600","policy_handling","standard","text_json","1","1","moderate"
