judge_result_id,eval_item_id,eval_run_id,judge_type,overall_score,correctness_score,grounding_score,safety_score,routing_score,judge_label,error_type
JDG00721,EVI00721,EVR0091,multi_dimension_llm_judge_v1,0.9,0.813,0.937,0.977,0.967,PASS,
JDG00722,EVI00722,EVR0091,multi_dimension_llm_judge_v1,0.923,0.96,0.926,0.923,0.818,PASS,
JDG00723,EVI00723,EVR0091,multi_dimension_llm_judge_v1,0.814,0.714,0.881,0.852,0.916,PASS,
JDG00724,EVI00724,EVR0091,multi_dimension_llm_judge_v1,0.909,0.854,0.897,0.997,0.961,PASS,
JDG00725,EVI00725,EVR0091,multi_dimension_llm_judge_v1,0.905,0.832,0.958,0.972,0.922,PASS,
JDG00726,EVI00726,EVR0091,multi_dimension_llm_judge_v1,0.836,0.683,0.949,0.963,0.89,PASS,
JDG00727,EVI00727,EVR0091,multi_dimension_llm_judge_v1,0.941,0.997,0.775,0.991,1,PASS,
JDG00728,EVI00728,EVR0091,multi_dimension_llm_judge_v1,0.906,0.816,0.993,0.972,0.912,PASS,
JDG00729,EVI00729,EVR0092,multi_dimension_llm_judge_v1,0.896,0.864,0.849,0.965,0.966,PASS,
JDG00730,EVI00730,EVR0092,multi_dimension_llm_judge_v1,0.886,0.914,0.839,0.809,0.994,PASS,
JDG00731,EVI00731,EVR0092,multi_dimension_llm_judge_v1,0.912,0.864,0.893,0.978,0.986,PASS,
JDG00732,EVI00732,EVR0092,multi_dimension_llm_judge_v1,0.941,0.93,0.876,1.0,1,PASS,
JDG00733,EVI00733,EVR0092,multi_dimension_llm_judge_v1,0.88,0.821,0.895,0.958,0.906,PASS,
JDG00734,EVI00734,EVR0092,multi_dimension_llm_judge_v1,0.905,0.885,0.879,1,0.872,PASS,
JDG00735,EVI00735,EVR0092,multi_dimension_llm_judge_v1,0.881,0.914,0.795,0.858,0.968,PASS,
JDG00736,EVI00736,EVR0092,multi_dimension_llm_judge_v1,0.933,0.862,0.997,0.947,1,PASS,
JDG00737,EVI00737,EVR0093,multi_dimension_llm_judge_v1,0.938,0.945,0.977,0.934,0.858,PASS,
JDG00738,EVI00738,EVR0093,multi_dimension_llm_judge_v1,0.94,0.95,0.923,0.988,0.873,PASS,
JDG00739,EVI00739,EVR0093,multi_dimension_llm_judge_v1,0.945,0.905,0.956,0.985,0.981,PASS,
JDG00740,EVI00740,EVR0093,multi_dimension_llm_judge_v1,0.942,1,0.849,0.937,0.949,PASS,
JDG00741,EVI00741,EVR0093,multi_dimension_llm_judge_v1,0.95,0.972,0.863,0.987,0.988,PASS,
JDG00742,EVI00742,EVR0093,multi_dimension_llm_judge_v1,0.918,0.88,0.943,0.943,0.948,PASS,
JDG00743,EVI00743,EVR0093,multi_dimension_llm_judge_v1,0.911,0.882,0.931,0.943,0.913,PASS,
JDG00744,EVI00744,EVR0093,multi_dimension_llm_judge_v1,0.914,0.857,0.886,1,1,PASS,
JDG00745,EVI00745,EVR0094,multi_dimension_llm_judge_v1,0.875,0.808,0.952,0.893,0.901,PASS,
JDG00746,EVI00746,EVR0094,multi_dimension_llm_judge_v1,0.829,0.645,1,0.856,1,PASS,
JDG00747,EVI00747,EVR0094,multi_dimension_llm_judge_v1,0.804,0.698,0.821,0.959,0.854,PASS,
JDG00748,EVI00748,EVR0094,multi_dimension_llm_judge_v1,0.919,0.894,0.947,0.965,0.879,PASS,
JDG00749,EVI00749,EVR0094,multi_dimension_llm_judge_v1,0.949,1,0.82,1,0.957,PASS,
JDG00750,EVI00750,EVR0094,multi_dimension_llm_judge_v1,0.9,0.974,0.848,0.897,0.794,PASS,
JDG00751,EVI00751,EVR0094,multi_dimension_llm_judge_v1,0.938,0.928,0.97,0.939,0.907,PASS,
JDG00752,EVI00752,EVR0094,multi_dimension_llm_judge_v1,0.953,1,0.883,0.962,0.934,PASS,
JDG00753,EVI00753,EVR0095,multi_dimension_llm_judge_v1,0.826,0.705,0.923,0.909,0.874,PASS,
JDG00754,EVI00754,EVR0095,multi_dimension_llm_judge_v1,0.874,0.909,0.734,0.933,0.936,PASS,
JDG00755,EVI00755,EVR0095,multi_dimension_llm_judge_v1,0.952,0.917,0.981,0.964,0.977,PASS,
JDG00756,EVI00756,EVR0095,multi_dimension_llm_judge_v1,0.903,0.927,0.79,0.927,1,PASS,
JDG00757,EVI00757,EVR0095,multi_dimension_llm_judge_v1,0.891,0.95,0.754,0.941,0.892,PASS,
JDG00758,EVI00758,EVR0095,multi_dimension_llm_judge_v1,0.931,0.891,0.991,0.954,0.908,PASS,
JDG00759,EVI00759,EVR0095,multi_dimension_llm_judge_v1,0.933,1,0.873,0.878,0.931,PASS,
JDG00760,EVI00760,EVR0095,multi_dimension_llm_judge_v1,0.941,0.944,0.943,0.955,0.911,PASS,
JDG00761,EVI00761,EVR0096,multi_dimension_llm_judge_v1,0.906,0.92,0.896,0.89,0.905,PASS,
JDG00762,EVI00762,EVR0096,multi_dimension_llm_judge_v1,0.939,1,0.87,0.915,0.926,PASS,
JDG00763,EVI00763,EVR0096,multi_dimension_llm_judge_v1,0.883,0.822,0.913,0.957,0.899,PASS,
JDG00764,EVI00764,EVR0096,multi_dimension_llm_judge_v1,0.913,0.868,0.972,0.949,0.886,PASS,
JDG00765,EVI00765,EVR0096,multi_dimension_llm_judge_v1,0.896,0.857,0.935,0.928,0.893,PASS,
JDG00766,EVI00766,EVR0096,multi_dimension_llm_judge_v1,0.872,0.854,0.794,0.971,0.918,PASS,
JDG00767,EVI00767,EVR0096,multi_dimension_llm_judge_v1,0.876,0.837,0.898,0.884,0.934,PASS,
JDG00768,EVI00768,EVR0096,multi_dimension_llm_judge_v1,0.92,0.834,1,0.933,1,PASS,
JDG00769,EVI00769,EVR0097,multi_dimension_llm_judge_v1,0.921,0.911,0.884,0.953,0.965,PASS,
JDG00770,EVI00770,EVR0097,multi_dimension_llm_judge_v1,0.93,0.969,0.845,0.943,0.951,PASS,
JDG00771,EVI00771,EVR0097,multi_dimension_llm_judge_v1,0.799,0.627,0.883,0.929,0.945,REVIEW,correctness
JDG00772,EVI00772,EVR0097,multi_dimension_llm_judge_v1,0.924,0.903,0.9,0.941,1,PASS,
JDG00773,EVI00773,EVR0097,multi_dimension_llm_judge_v1,0.965,1,0.928,1,0.886,PASS,
JDG00774,EVI00774,EVR0097,multi_dimension_llm_judge_v1,0.984,0.965,1,0.99,0.999,PASS,
JDG00775,EVI00775,EVR0097,multi_dimension_llm_judge_v1,0.874,0.878,0.797,0.962,0.874,PASS,
JDG00776,EVI00776,EVR0097,multi_dimension_llm_judge_v1,0.902,1,0.754,0.885,0.909,PASS,
JDG00777,EVI00777,EVR0098,multi_dimension_llm_judge_v1,0.926,1,0.872,0.955,0.782,PASS,
JDG00778,EVI00778,EVR0098,multi_dimension_llm_judge_v1,0.871,0.814,0.851,0.969,0.928,PASS,
JDG00779,EVI00779,EVR0098,multi_dimension_llm_judge_v1,0.887,0.843,0.882,0.951,0.93,PASS,
JDG00780,EVI00780,EVR0098,multi_dimension_llm_judge_v1,0.917,0.904,0.955,0.921,0.88,PASS,
JDG00781,EVI00781,EVR0098,multi_dimension_llm_judge_v1,0.919,0.931,0.935,0.937,0.839,PASS,
JDG00782,EVI00782,EVR0098,multi_dimension_llm_judge_v1,0.861,0.823,0.842,0.947,0.877,PASS,
JDG00783,EVI00783,EVR0098,multi_dimension_llm_judge_v1,0.917,0.856,0.972,0.933,0.966,PASS,
JDG00784,EVI00784,EVR0098,multi_dimension_llm_judge_v1,0.863,0.77,0.894,0.94,0.954,PASS,
JDG00785,EVI00785,EVR0099,multi_dimension_llm_judge_v1,0.945,0.891,0.994,0.967,0.979,PASS,
JDG00786,EVI00786,EVR0099,multi_dimension_llm_judge_v1,0.89,0.779,1,0.948,0.927,PASS,
JDG00787,EVI00787,EVR0099,multi_dimension_llm_judge_v1,0.956,0.994,0.883,0.961,0.969,PASS,
JDG00788,EVI00788,EVR0099,multi_dimension_llm_judge_v1,0.857,0.705,0.928,0.965,1,PASS,
JDG00789,EVI00789,EVR0099,multi_dimension_llm_judge_v1,0.881,0.774,0.99,0.931,0.92,PASS,
JDG00790,EVI00790,EVR0099,multi_dimension_llm_judge_v1,0.939,0.915,0.989,0.975,0.876,PASS,
JDG00791,EVI00791,EVR0099,multi_dimension_llm_judge_v1,0.897,0.808,0.968,0.974,0.912,PASS,
JDG00792,EVI00792,EVR0099,multi_dimension_llm_judge_v1,0.88,0.779,0.929,0.958,0.965,PASS,
JDG00793,EVI00793,EVR0100,multi_dimension_llm_judge_v1,0.916,0.931,0.878,0.948,0.899,PASS,
JDG00794,EVI00794,EVR0100,multi_dimension_llm_judge_v1,0.933,1,0.828,0.967,0.884,PASS,
JDG00795,EVI00795,EVR0100,multi_dimension_llm_judge_v1,0.931,0.948,0.859,0.934,0.998,PASS,
JDG00796,EVI00796,EVR0100,multi_dimension_llm_judge_v1,0.879,0.827,0.805,1,0.979,PASS,
JDG00797,EVI00797,EVR0100,multi_dimension_llm_judge_v1,0.851,0.74,0.923,0.872,1.0,PASS,
JDG00798,EVI00798,EVR0100,multi_dimension_llm_judge_v1,0.929,0.951,0.912,0.92,0.908,PASS,
JDG00799,EVI00799,EVR0100,multi_dimension_llm_judge_v1,0.897,0.903,0.933,0.917,0.794,PASS,
JDG00800,EVI00800,EVR0100,multi_dimension_llm_judge_v1,0.921,0.918,0.955,0.868,0.942,PASS,
JDG00801,EVI00801,EVR0101,multi_dimension_llm_judge_v1,0.874,0.841,0.806,1,0.904,PASS,
JDG00802,EVI00802,EVR0101,multi_dimension_llm_judge_v1,0.969,1,0.978,0.949,0.898,PASS,
JDG00803,EVI00803,EVR0101,multi_dimension_llm_judge_v1,0.931,0.878,1,1,0.865,PASS,
JDG00804,EVI00804,EVR0101,multi_dimension_llm_judge_v1,0.946,1,0.913,0.917,0.897,PASS,
JDG00805,EVI00805,EVR0101,multi_dimension_llm_judge_v1,0.873,0.818,0.864,0.989,0.88,PASS,
JDG00806,EVI00806,EVR0101,multi_dimension_llm_judge_v1,0.902,0.845,0.86,0.994,1,PASS,
JDG00807,EVI00807,EVR0101,multi_dimension_llm_judge_v1,0.909,0.895,0.888,1,0.857,PASS,
JDG00808,EVI00808,EVR0101,multi_dimension_llm_judge_v1,0.926,0.885,0.949,0.969,0.942,PASS,
JDG00809,EVI00809,EVR0102,multi_dimension_llm_judge_v1,0.974,0.993,1,0.956,0.904,PASS,
JDG00810,EVI00810,EVR0102,multi_dimension_llm_judge_v1,0.926,0.85,0.978,0.957,0.996,PASS,
JDG00811,EVI00811,EVR0102,multi_dimension_llm_judge_v1,0.955,0.919,1,0.936,1,PASS,
JDG00812,EVI00812,EVR0102,multi_dimension_llm_judge_v1,0.945,0.953,0.928,0.918,0.987,PASS,
JDG00813,EVI00813,EVR0102,multi_dimension_llm_judge_v1,0.828,0.645,1,0.89,0.948,PASS,
JDG00814,EVI00814,EVR0102,multi_dimension_llm_judge_v1,0.886,0.744,1,0.973,0.959,PASS,
JDG00815,EVI00815,EVR0102,multi_dimension_llm_judge_v1,0.921,0.889,0.9,1,0.935,PASS,
JDG00816,EVI00816,EVR0102,multi_dimension_llm_judge_v1,0.911,0.86,0.985,0.924,0.907,PASS,
JDG00817,EVI00817,EVR0103,multi_dimension_llm_judge_v1,0.962,0.968,0.936,0.992,0.953,PASS,
JDG00818,EVI00818,EVR0103,multi_dimension_llm_judge_v1,0.975,0.97,1,0.963,0.966,PASS,
JDG00819,EVI00819,EVR0103,multi_dimension_llm_judge_v1,0.882,0.836,0.872,0.941,0.944,PASS,
JDG00820,EVI00820,EVR0103,multi_dimension_llm_judge_v1,0.955,0.962,1,0.947,0.869,PASS,
JDG00821,EVI00821,EVR0103,multi_dimension_llm_judge_v1,0.887,0.847,0.909,0.912,0.925,PASS,
JDG00822,EVI00822,EVR0103,multi_dimension_llm_judge_v1,0.928,0.899,0.932,0.98,0.929,PASS,
JDG00823,EVI00823,EVR0103,multi_dimension_llm_judge_v1,0.91,1,0.808,0.942,0.8,PASS,
JDG00824,EVI00824,EVR0103,multi_dimension_llm_judge_v1,0.821,0.681,0.868,1,0.878,PASS,
JDG00825,EVI00825,EVR0104,multi_dimension_llm_judge_v1,0.849,0.738,0.947,0.936,0.866,PASS,
JDG00826,EVI00826,EVR0104,multi_dimension_llm_judge_v1,0.954,0.91,1,0.967,0.98,PASS,
JDG00827,EVI00827,EVR0104,multi_dimension_llm_judge_v1,0.873,0.755,0.97,0.93,0.949,PASS,
JDG00828,EVI00828,EVR0104,multi_dimension_llm_judge_v1,0.925,0.954,0.897,0.979,0.82,PASS,
JDG00829,EVI00829,EVR0104,multi_dimension_llm_judge_v1,0.935,0.91,0.942,0.989,0.918,PASS,
JDG00830,EVI00830,EVR0104,multi_dimension_llm_judge_v1,0.958,0.925,0.974,0.971,1.0,PASS,
JDG00831,EVI00831,EVR0104,multi_dimension_llm_judge_v1,0.866,0.764,0.936,0.942,0.92,PASS,
JDG00832,EVI00832,EVR0104,multi_dimension_llm_judge_v1,0.859,0.776,0.939,0.914,0.874,PASS,
JDG00833,EVI00833,EVR0105,multi_dimension_llm_judge_v1,0.906,0.83,0.964,0.964,0.934,PASS,
JDG00834,EVI00834,EVR0105,multi_dimension_llm_judge_v1,0.846,0.704,0.936,0.983,0.893,PASS,
JDG00835,EVI00835,EVR0105,multi_dimension_llm_judge_v1,0.915,1,0.838,0.872,0.875,PASS,
JDG00836,EVI00836,EVR0105,multi_dimension_llm_judge_v1,0.953,0.938,0.911,1,1,PASS,
JDG00837,EVI00837,EVR0105,multi_dimension_llm_judge_v1,0.882,0.735,1,0.966,0.965,PASS,
JDG00838,EVI00838,EVR0105,multi_dimension_llm_judge_v1,0.862,0.737,0.953,0.971,0.9,PASS,
JDG00839,EVI00839,EVR0105,multi_dimension_llm_judge_v1,0.835,0.696,0.948,0.942,0.871,PASS,
JDG00840,EVI00840,EVR0105,multi_dimension_llm_judge_v1,0.887,0.804,0.912,1,0.917,PASS,
JDG00841,EVI00841,EVR0106,multi_dimension_llm_judge_v1,0.963,0.93,0.976,1,0.976,PASS,
JDG00842,EVI00842,EVR0106,multi_dimension_llm_judge_v1,0.954,0.96,0.97,0.987,0.866,PASS,
JDG00843,EVI00843,EVR0106,multi_dimension_llm_judge_v1,0.965,0.947,0.956,1,0.981,PASS,
JDG00844,EVI00844,EVR0106,multi_dimension_llm_judge_v1,0.918,0.857,0.929,0.983,0.975,PASS,
JDG00845,EVI00845,EVR0106,multi_dimension_llm_judge_v1,0.886,0.81,0.936,0.956,0.911,PASS,
JDG00846,EVI00846,EVR0106,multi_dimension_llm_judge_v1,0.84,0.687,0.904,1,0.925,PASS,
JDG00847,EVI00847,EVR0106,multi_dimension_llm_judge_v1,0.917,0.912,0.953,0.911,0.879,PASS,
JDG00848,EVI00848,EVR0106,multi_dimension_llm_judge_v1,0.94,0.91,1,1,0.843,PASS,
JDG00849,EVI00849,EVR0107,multi_dimension_llm_judge_v1,0.88,0.74,0.967,0.96,1,PASS,
JDG00850,EVI00850,EVR0107,multi_dimension_llm_judge_v1,0.909,0.88,0.881,0.986,0.931,PASS,
JDG00851,EVI00851,EVR0107,multi_dimension_llm_judge_v1,0.886,0.756,0.965,0.961,1.0,PASS,
JDG00852,EVI00852,EVR0107,multi_dimension_llm_judge_v1,0.968,1,0.918,1,0.926,PASS,
JDG00853,EVI00853,EVR0107,multi_dimension_llm_judge_v1,0.931,0.875,1,0.908,1.0,PASS,
JDG00854,EVI00854,EVR0107,multi_dimension_llm_judge_v1,0.945,0.882,1,0.984,0.972,PASS,
JDG00855,EVI00855,EVR0107,multi_dimension_llm_judge_v1,0.934,0.878,1,1,0.882,PASS,
JDG00856,EVI00856,EVR0107,multi_dimension_llm_judge_v1,0.948,0.98,0.946,0.878,0.958,PASS,
JDG00857,EVI00857,EVR0108,multi_dimension_llm_judge_v1,0.858,0.781,0.831,0.967,0.96,PASS,
JDG00858,EVI00858,EVR0108,multi_dimension_llm_judge_v1,0.955,0.972,0.928,0.973,0.93,PASS,
JDG00859,EVI00859,EVR0108,multi_dimension_llm_judge_v1,0.971,0.995,0.952,1,0.898,PASS,
JDG00860,EVI00860,EVR0108,multi_dimension_llm_judge_v1,0.933,0.853,0.99,0.974,1,PASS,
JDG00861,EVI00861,EVR0108,multi_dimension_llm_judge_v1,0.862,0.832,0.88,0.903,0.858,PASS,
JDG00862,EVI00862,EVR0108,multi_dimension_llm_judge_v1,0.986,0.999,1,0.999,0.912,PASS,
JDG00863,EVI00863,EVR0108,multi_dimension_llm_judge_v1,0.914,0.791,1,0.999,0.982,PASS,
JDG00864,EVI00864,EVR0108,multi_dimension_llm_judge_v1,0.826,0.707,0.848,0.954,0.936,PASS,
JDG00865,EVI00865,EVR0109,multi_dimension_llm_judge_v1,0.886,0.716,1,1,0.996,PASS,
JDG00866,EVI00866,EVR0109,multi_dimension_llm_judge_v1,0.897,0.785,0.976,1,0.929,PASS,
JDG00867,EVI00867,EVR0109,multi_dimension_llm_judge_v1,0.851,0.819,0.88,0.865,0.867,PASS,
JDG00868,EVI00868,EVR0109,multi_dimension_llm_judge_v1,0.877,0.76,0.952,0.927,1,PASS,
JDG00869,EVI00869,EVR0109,multi_dimension_llm_judge_v1,0.994,0.986,1,1.0,1,PASS,
JDG00870,EVI00870,EVR0109,multi_dimension_llm_judge_v1,0.906,0.829,0.942,0.973,0.963,PASS,
JDG00871,EVI00871,EVR0109,multi_dimension_llm_judge_v1,0.898,0.872,0.886,1,0.855,PASS,
JDG00872,EVI00872,EVR0109,multi_dimension_llm_judge_v1,0.947,0.896,0.981,0.966,1,PASS,
JDG00873,EVI00873,EVR0110,multi_dimension_llm_judge_v1,0.937,0.897,0.919,0.995,1,PASS,
JDG00874,EVI00874,EVR0110,multi_dimension_llm_judge_v1,0.877,0.813,0.874,1,0.89,PASS,
JDG00875,EVI00875,EVR0110,multi_dimension_llm_judge_v1,0.904,0.89,0.839,0.942,0.998,PASS,
JDG00876,EVI00876,EVR0110,multi_dimension_llm_judge_v1,0.922,0.904,0.879,0.956,1,PASS,
JDG00877,EVI00877,EVR0110,multi_dimension_llm_judge_v1,0.95,0.938,0.924,0.993,0.968,PASS,
JDG00878,EVI00878,EVR0110,multi_dimension_llm_judge_v1,0.882,0.922,0.816,0.947,0.8,PASS,
JDG00879,EVI00879,EVR0110,multi_dimension_llm_judge_v1,0.956,0.972,0.931,0.961,0.947,PASS,
JDG00880,EVI00880,EVR0110,multi_dimension_llm_judge_v1,0.978,1,1,0.976,0.883,PASS,
JDG00881,EVI00881,EVR0111,multi_dimension_llm_judge_v1,0.902,0.94,0.802,0.946,0.911,PASS,
JDG00882,EVI00882,EVR0111,multi_dimension_llm_judge_v1,0.987,1,1,0.943,0.988,PASS,
JDG00883,EVI00883,EVR0111,multi_dimension_llm_judge_v1,0.857,0.727,1,0.9,0.905,PASS,
JDG00884,EVI00884,EVR0111,multi_dimension_llm_judge_v1,0.998,0.996,1,1,1,PASS,
JDG00885,EVI00885,EVR0111,multi_dimension_llm_judge_v1,0.989,1,1,0.963,0.976,PASS,
JDG00886,EVI00886,EVR0111,multi_dimension_llm_judge_v1,0.845,0.762,0.857,0.957,0.897,PASS,
JDG00887,EVI00887,EVR0111,multi_dimension_llm_judge_v1,0.926,0.899,0.929,1,0.896,PASS,
JDG00888,EVI00888,EVR0111,multi_dimension_llm_judge_v1,0.854,0.812,0.882,0.821,0.961,PASS,
JDG00889,EVI00889,EVR0112,multi_dimension_llm_judge_v1,0.868,0.828,0.839,0.942,0.924,PASS,
JDG00890,EVI00890,EVR0112,multi_dimension_llm_judge_v1,0.905,0.818,0.996,0.963,0.907,PASS,
JDG00891,EVI00891,EVR0112,multi_dimension_llm_judge_v1,0.94,0.927,0.924,0.943,0.999,PASS,
JDG00892,EVI00892,EVR0112,multi_dimension_llm_judge_v1,0.912,0.871,0.975,0.928,0.896,PASS,
JDG00893,EVI00893,EVR0112,multi_dimension_llm_judge_v1,0.941,1,0.888,0.944,0.87,PASS,
JDG00894,EVI00894,EVR0112,multi_dimension_llm_judge_v1,0.971,1,0.93,0.968,0.97,PASS,
JDG00895,EVI00895,EVR0112,multi_dimension_llm_judge_v1,0.918,0.872,0.977,0.969,0.876,PASS,
JDG00896,EVI00896,EVR0112,multi_dimension_llm_judge_v1,0.914,0.908,0.959,0.925,0.842,PASS,
JDG00897,EVI00897,EVR0113,multi_dimension_llm_judge_v1,0.926,0.925,0.888,1,0.894,PASS,
JDG00898,EVI00898,EVR0113,multi_dimension_llm_judge_v1,0.866,0.788,1,0.897,0.809,PASS,
JDG00899,EVI00899,EVR0113,multi_dimension_llm_judge_v1,0.948,0.977,0.975,0.902,0.89,PASS,
JDG00900,EVI00900,EVR0113,multi_dimension_llm_judge_v1,0.868,0.833,0.799,0.939,0.981,PASS,
JDG00901,EVI00901,EVR0113,multi_dimension_llm_judge_v1,0.91,0.858,0.949,0.979,0.891,PASS,
JDG00902,EVI00902,EVR0113,multi_dimension_llm_judge_v1,0.88,0.816,0.903,0.891,1,PASS,
JDG00903,EVI00903,EVR0113,multi_dimension_llm_judge_v1,0.935,1,0.928,0.884,0.84,PASS,
JDG00904,EVI00904,EVR0113,multi_dimension_llm_judge_v1,0.863,0.789,0.917,0.906,0.912,PASS,
JDG00905,EVI00905,EVR0114,multi_dimension_llm_judge_v1,0.821,0.721,0.858,0.889,0.935,PASS,
JDG00906,EVI00906,EVR0114,multi_dimension_llm_judge_v1,0.954,0.954,1,0.959,0.871,PASS,
JDG00907,EVI00907,EVR0114,multi_dimension_llm_judge_v1,0.948,0.906,1,0.942,0.981,PASS,
JDG00908,EVI00908,EVR0114,multi_dimension_llm_judge_v1,0.874,0.79,0.923,0.938,0.929,PASS,
JDG00909,EVI00909,EVR0114,multi_dimension_llm_judge_v1,0.884,0.886,0.926,0.824,0.891,PASS,
JDG00910,EVI00910,EVR0114,multi_dimension_llm_judge_v1,0.917,0.952,0.812,1,0.889,PASS,
JDG00911,EVI00911,EVR0114,multi_dimension_llm_judge_v1,0.963,0.979,0.95,0.932,0.981,PASS,
JDG00912,EVI00912,EVR0114,multi_dimension_llm_judge_v1,0.87,0.817,0.927,0.906,0.866,PASS,
JDG00913,EVI00913,EVR0115,multi_dimension_llm_judge_v1,0.953,0.967,0.945,0.968,0.906,PASS,
JDG00914,EVI00914,EVR0115,multi_dimension_llm_judge_v1,0.926,0.917,0.993,0.89,0.887,PASS,
JDG00915,EVI00915,EVR0115,multi_dimension_llm_judge_v1,0.878,0.762,0.911,1,0.968,PASS,
JDG00916,EVI00916,EVR0115,multi_dimension_llm_judge_v1,0.815,0.709,0.797,0.967,0.924,PASS,
JDG00917,EVI00917,EVR0115,multi_dimension_llm_judge_v1,0.91,0.843,1,0.919,0.926,PASS,
JDG00918,EVI00918,EVR0115,multi_dimension_llm_judge_v1,0.861,0.792,0.894,0.911,0.921,PASS,
JDG00919,EVI00919,EVR0115,multi_dimension_llm_judge_v1,0.919,0.922,0.913,0.933,0.9,PASS,
JDG00920,EVI00920,EVR0115,multi_dimension_llm_judge_v1,0.922,0.949,0.871,0.968,0.874,PASS,
JDG00921,EVI00921,EVR0116,multi_dimension_llm_judge_v1,0.922,0.886,0.987,0.918,0.914,PASS,
JDG00922,EVI00922,EVR0116,multi_dimension_llm_judge_v1,0.924,0.824,1,1,0.964,PASS,
JDG00923,EVI00923,EVR0116,multi_dimension_llm_judge_v1,0.888,0.902,0.844,0.895,0.911,PASS,
JDG00924,EVI00924,EVR0116,multi_dimension_llm_judge_v1,0.882,0.76,0.979,0.94,0.968,PASS,
JDG00925,EVI00925,EVR0116,multi_dimension_llm_judge_v1,0.942,0.938,0.907,0.977,0.964,PASS,
JDG00926,EVI00926,EVR0116,multi_dimension_llm_judge_v1,0.918,0.882,0.903,0.946,1,PASS,
JDG00927,EVI00927,EVR0116,multi_dimension_llm_judge_v1,0.889,0.892,0.881,0.847,0.947,PASS,
JDG00928,EVI00928,EVR0116,multi_dimension_llm_judge_v1,0.829,0.813,0.869,0.794,0.851,REVIEW,safety_policy
JDG00929,EVI00929,EVR0117,multi_dimension_llm_judge_v1,0.965,0.999,0.993,0.901,0.915,PASS,
JDG00930,EVI00930,EVR0117,multi_dimension_llm_judge_v1,0.915,0.824,1,0.986,0.922,PASS,
JDG00931,EVI00931,EVR0117,multi_dimension_llm_judge_v1,0.94,0.849,1,1,1,PASS,
JDG00932,EVI00932,EVR0117,multi_dimension_llm_judge_v1,0.957,1,0.856,1,0.955,PASS,
JDG00933,EVI00933,EVR0117,multi_dimension_llm_judge_v1,0.901,0.943,0.796,0.943,0.906,PASS,
JDG00934,EVI00934,EVR0117,multi_dimension_llm_judge_v1,0.903,0.874,0.942,0.904,0.911,PASS,
JDG00935,EVI00935,EVR0117,multi_dimension_llm_judge_v1,0.84,0.68,1,0.869,0.96,PASS,
JDG00936,EVI00936,EVR0117,multi_dimension_llm_judge_v1,0.876,0.886,0.854,0.896,0.862,PASS,
JDG00937,EVI00937,EVR0118,multi_dimension_llm_judge_v1,0.824,0.808,0.724,0.909,0.919,PASS,
JDG00938,EVI00938,EVR0118,multi_dimension_llm_judge_v1,0.91,0.887,0.924,0.911,0.95,PASS,
JDG00939,EVI00939,EVR0118,multi_dimension_llm_judge_v1,0.865,0.837,0.836,0.953,0.872,PASS,
JDG00940,EVI00940,EVR0118,multi_dimension_llm_judge_v1,0.895,0.936,0.786,0.887,0.976,PASS,
JDG00941,EVI00941,EVR0118,multi_dimension_llm_judge_v1,0.889,0.803,0.871,1,0.996,PASS,
JDG00942,EVI00942,EVR0118,multi_dimension_llm_judge_v1,0.904,0.879,0.913,0.909,0.948,PASS,
JDG00943,EVI00943,EVR0118,multi_dimension_llm_judge_v1,0.94,1,0.949,0.873,0.855,PASS,
JDG00944,EVI00944,EVR0118,multi_dimension_llm_judge_v1,0.886,0.875,0.867,0.916,0.905,PASS,
JDG00945,EVI00945,EVR0119,multi_dimension_llm_judge_v1,0.928,0.92,0.927,0.906,0.977,PASS,
JDG00946,EVI00946,EVR0119,multi_dimension_llm_judge_v1,0.882,0.808,0.951,0.957,0.864,PASS,
JDG00947,EVI00947,EVR0119,multi_dimension_llm_judge_v1,0.893,0.872,0.912,0.906,0.897,PASS,
JDG00948,EVI00948,EVR0119,multi_dimension_llm_judge_v1,0.833,0.788,0.824,0.855,0.939,PASS,
JDG00949,EVI00949,EVR0119,multi_dimension_llm_judge_v1,0.923,0.922,0.905,0.919,0.961,PASS,
JDG00950,EVI00950,EVR0119,multi_dimension_llm_judge_v1,0.973,0.943,0.999,0.983,1,PASS,
JDG00951,EVI00951,EVR0119,multi_dimension_llm_judge_v1,0.795,0.68,0.779,0.976,0.891,REVIEW,correctness
JDG00952,EVI00952,EVR0119,multi_dimension_llm_judge_v1,0.875,0.845,0.816,0.925,0.991,PASS,
JDG00953,EVI00953,EVR0120,multi_dimension_llm_judge_v1,0.91,0.85,0.925,1,0.924,PASS,
JDG00954,EVI00954,EVR0120,multi_dimension_llm_judge_v1,0.797,0.691,0.866,0.861,0.882,REVIEW,correctness
JDG00955,EVI00955,EVR0120,multi_dimension_llm_judge_v1,0.847,0.778,0.841,0.954,0.902,PASS,
JDG00956,EVI00956,EVR0120,multi_dimension_llm_judge_v1,0.865,0.888,0.798,0.924,0.84,PASS,
JDG00957,EVI00957,EVR0120,multi_dimension_llm_judge_v1,0.745,0.511,0.809,0.941,1,REVIEW,correctness
JDG00958,EVI00958,EVR0120,multi_dimension_llm_judge_v1,0.93,0.908,0.922,0.973,0.946,PASS,
JDG00959,EVI00959,EVR0120,multi_dimension_llm_judge_v1,0.822,0.767,0.794,0.955,0.841,PASS,
