attendance_id,employee_id,period_month,scheduled_workdays,present_days,remote_work_days,sick_leave_days,unpaid_leave_days,overtime_hours,attendance_rate
AT001250,E0105,2025-10-01,21,21,1,0,0,1.9,1.0
AT001251,E0105,2025-11-01,20,20,6,0,0,0.9,1.0
AT001252,E0105,2025-12-01,20,20,2,0,0,3.2,1.0
AT001253,E0105,2026-01-01,21,21,1,0,0,6.6,1.0
AT001254,E0105,2026-02-01,21,21,6,0,0,2.1,1.0
AT001255,E0105,2026-03-01,22,22,0,0,0,8.7,1.0
AT001256,E0105,2026-04-01,23,23,8,0,0,6.9,1.0
AT001257,E0105,2026-05-01,20,20,0,0,0,0.7,1.0
AT001258,E0105,2026-06-01,22,22,4,0,0,8.8,1.0
AT001259,E0105,2026-07-01,23,23,7,0,0,0,1.0
AT001260,E0105,2026-08-01,20,20,4,0,0,1.8,1.0
AT001261,E0106,2025-09-01,23,23,0,0,0,1.3,1.0
AT001262,E0106,2025-10-01,20,19,5,0,1,0,0.95
AT001263,E0106,2025-11-01,21,21,3,0,0,0,1.0
AT001264,E0106,2025-12-01,21,21,8,0,0,0,1.0
AT001265,E0106,2026-01-01,20,20,6,0,0,0,1.0
AT001266,E0106,2026-02-01,21,21,5,0,0,0,1.0
AT001267,E0106,2026-03-01,23,23,0,0,0,5.1,1.0
AT001268,E0106,2026-04-01,21,21,4,0,0,0,1.0
AT001269,E0106,2026-05-01,23,23,5,0,0,5.0,1.0
AT001270,E0106,2026-06-01,22,21,0,0,1,0,0.9545
AT001271,E0106,2026-07-01,21,21,4,0,0,5.3,1.0
AT001272,E0106,2026-08-01,23,22,5,0,1,1.4,0.9565
AT001273,E0107,2025-09-01,23,22,4,1,0,0,0.9565
AT001274,E0107,2025-10-01,22,22,5,0,0,0,1.0
AT001275,E0107,2025-11-01,20,20,7,0,0,2.8,1.0
AT001276,E0107,2025-12-01,20,20,3,0,0,1.2,1.0
AT001277,E0107,2026-01-01,21,21,7,0,0,0.8,1.0
AT001278,E0107,2026-02-01,21,21,5,0,0,3.1,1.0
AT001279,E0107,2026-03-01,23,23,4,0,0,0.6,1.0
AT001280,E0107,2026-04-01,21,21,5,0,0,3.5,1.0
AT001281,E0107,2026-05-01,23,23,7,0,0,0,1.0
AT001282,E0107,2026-06-01,20,20,0,0,0,4.5,1.0
AT001283,E0107,2026-07-01,23,21,1,1,1,0,0.913
AT001284,E0107,2026-08-01,21,21,0,0,0,1.2,1.0
AT001285,E0108,2025-09-01,21,21,5,0,0,7.8,1.0
AT001286,E0108,2025-10-01,21,21,8,0,0,11.5,1.0
AT001287,E0108,2025-11-01,20,19,4,1,0,8.1,0.95
AT001288,E0108,2025-12-01,22,22,0,0,0,3.5,1.0
AT001289,E0108,2026-01-01,20,20,4,0,0,3.5,1.0
AT001290,E0108,2026-02-01,21,20,0,1,0,6.6,0.9524
AT001291,E0108,2026-03-01,23,22,5,0,1,3.0,0.9565
AT001292,E0108,2026-04-01,21,21,0,0,0,5.4,1.0
AT001293,E0108,2026-05-01,21,21,8,0,0,9.6,1.0
AT001294,E0108,2026-06-01,21,20,1,1,0,11.9,0.9524
AT001295,E0108,2026-07-01,23,23,5,0,0,9.6,1.0
AT001296,E0108,2026-08-01,20,20,2,0,0,3.6,1.0
AT001297,E0109,2025-09-01,22,22,8,0,0,10.1,1.0
AT001298,E0109,2025-10-01,21,21,8,0,0,3.9,1.0
AT001299,E0109,2025-11-01,20,20,1,0,0,10.8,1.0
AT001300,E0109,2025-12-01,22,22,2,0,0,9.1,1.0
AT001301,E0109,2026-01-01,23,23,7,0,0,3.7,1.0
AT001302,E0109,2026-02-01,23,23,1,0,0,8.7,1.0
AT001303,E0109,2026-03-01,23,23,8,0,0,3.6,1.0
AT001304,E0109,2026-04-01,23,22,2,1,0,9.7,0.9565
AT001305,E0109,2026-05-01,20,20,3,0,0,7.1,1.0
AT001306,E0109,2026-06-01,23,23,8,0,0,5.1,1.0
AT001307,E0109,2026-07-01,20,20,5,0,0,9.6,1.0
AT001308,E0109,2026-08-01,21,21,3,0,0,8.3,1.0
AT001309,E0110,2025-09-01,20,20,4,0,0,1.9,1.0
AT001310,E0110,2025-10-01,21,21,5,0,0,3.7,1.0
AT001311,E0110,2025-11-01,21,21,6,0,0,3.2,1.0
AT001312,E0110,2025-12-01,20,20,0,0,0,9.5,1.0
AT001313,E0110,2026-01-01,20,20,3,0,0,8.4,1.0
AT001314,E0110,2026-02-01,23,22,4,1,0,7.7,0.9565
AT001315,E0110,2026-03-01,20,20,5,0,0,5.1,1.0
AT001316,E0110,2026-04-01,23,23,4,0,0,9.9,1.0
AT001317,E0110,2026-05-01,23,23,0,0,0,5.4,1.0
AT001318,E0110,2026-06-01,21,20,4,1,0,2.9,0.9524
AT001319,E0110,2026-07-01,23,22,3,0,1,9.3,0.9565
AT001320,E0110,2026-08-01,23,23,5,0,0,9.2,1.0
AT001321,E0111,2025-09-01,23,23,3,0,0,3.5,1.0
AT001322,E0111,2025-10-01,20,19,6,1,0,1.3,0.95
AT001323,E0111,2025-11-01,20,20,1,0,0,7.0,1.0
AT001324,E0111,2025-12-01,20,19,4,1,0,0,0.95
AT001325,E0111,2026-01-01,20,20,5,0,0,2.3,1.0
AT001326,E0111,2026-02-01,21,20,3,1,0,2.6,0.9524
AT001327,E0111,2026-03-01,23,23,6,0,0,0,1.0
AT001328,E0111,2026-04-01,22,21,6,0,1,4.0,0.9545
AT001329,E0111,2026-05-01,21,20,4,0,1,6.3,0.9524
AT001330,E0111,2026-06-01,20,20,3,0,0,0,1.0
AT001331,E0111,2026-07-01,23,22,6,1,0,7.4,0.9565
AT001332,E0111,2026-08-01,20,20,7,0,0,4.4,1.0
AT001333,E0112,2025-09-01,21,21,3,0,0,0,1.0
AT001334,E0112,2025-10-01,21,20,1,1,0,0,0.9524
AT001335,E0112,2025-11-01,23,22,2,1,0,2.5,0.9565
AT001336,E0112,2025-12-01,21,20,6,1,0,1.5,0.9524
AT001337,E0112,2026-01-01,22,21,5,1,0,0,0.9545
AT001338,E0112,2026-02-01,21,21,0,0,0,0.5,1.0
AT001339,E0112,2026-03-01,22,22,8,0,0,0,1.0
AT001340,E0112,2026-04-01,22,22,5,0,0,0,1.0
AT001341,E0112,2026-05-01,23,22,3,1,0,0,0.9565
AT001342,E0112,2026-06-01,21,20,5,1,0,5.3,0.9524
AT001343,E0112,2026-07-01,23,23,0,0,0,2.4,1.0
AT001344,E0112,2026-08-01,21,21,2,0,0,4.3,1.0
AT001345,E0113,2025-09-01,22,22,6,0,0,0,1.0
AT001346,E0113,2025-10-01,21,21,6,0,0,0.7,1.0
AT001347,E0113,2025-11-01,23,23,4,0,0,3.3,1.0
AT001348,E0113,2025-12-01,22,22,7,0,0,4.5,1.0
AT001349,E0113,2026-01-01,20,20,6,0,0,4.5,1.0
AT001350,E0113,2026-02-01,23,22,4,0,1,5.2,0.9565
AT001351,E0113,2026-03-01,22,22,0,0,0,0,1.0
AT001352,E0113,2026-04-01,23,23,7,0,0,3.4,1.0
AT001353,E0113,2026-05-01,20,20,2,0,0,2.3,1.0
AT001354,E0113,2026-06-01,21,21,5,0,0,3.1,1.0
AT001355,E0113,2026-07-01,22,22,8,0,0,0,1.0
AT001356,E0113,2026-08-01,23,23,0,0,0,0,1.0
AT001357,E0114,2025-09-01,20,20,1,0,0,0,1.0
AT001358,E0114,2025-10-01,23,23,3,0,0,1.4,1.0
AT001359,E0114,2025-11-01,20,20,5,0,0,1.7,1.0
AT001360,E0114,2025-12-01,20,20,3,0,0,4.1,1.0
AT001361,E0114,2026-01-01,23,23,0,0,0,0,1.0
AT001362,E0114,2026-02-01,23,22,1,1,0,1.7,0.9565
AT001363,E0114,2026-03-01,20,20,6,0,0,2.8,1.0
AT001364,E0114,2026-04-01,22,22,8,0,0,0,1.0
AT001365,E0114,2026-05-01,23,22,5,1,0,2.8,0.9565
AT001366,E0114,2026-06-01,23,23,4,0,0,0,1.0
AT001367,E0114,2026-07-01,22,22,0,0,0,0,1.0
AT001368,E0114,2026-08-01,23,23,6,0,0,0.6,1.0
AT001369,E0115,2025-09-01,22,21,4,1,0,3.9,0.9545
AT001370,E0115,2025-10-01,23,23,1,0,0,0,1.0
AT001371,E0115,2025-11-01,20,20,8,0,0,1.3,1.0
AT001372,E0115,2025-12-01,21,20,1,1,0,2.1,0.9524
AT001373,E0115,2026-01-01,23,23,1,0,0,4.0,1.0
AT001374,E0115,2026-02-01,22,22,5,0,0,0,1.0
AT001375,E0115,2026-03-01,23,22,2,1,0,5.1,0.9565
AT001376,E0115,2026-04-01,23,23,0,0,0,1.2,1.0
AT001377,E0115,2026-05-01,23,23,5,0,0,0.3,1.0
AT001378,E0115,2026-06-01,21,21,0,0,0,0,1.0
AT001379,E0115,2026-07-01,23,22,8,0,1,0,0.9565
AT001380,E0115,2026-08-01,20,20,7,0,0,3.9,1.0
AT001381,E0116,2025-09-01,22,22,5,0,0,0,1.0
AT001382,E0116,2025-10-01,23,23,3,0,0,6.5,1.0
AT001383,E0116,2025-11-01,20,20,6,0,0,6.9,1.0
AT001384,E0116,2025-12-01,20,20,8,0,0,0,1.0
AT001385,E0116,2026-01-01,21,21,7,0,0,4.0,1.0
AT001386,E0116,2026-02-01,22,22,6,0,0,0,1.0
AT001387,E0116,2026-03-01,20,20,2,0,0,1.9,1.0
AT001388,E0116,2026-04-01,22,22,6,0,0,0,1.0
AT001389,E0116,2026-05-01,22,22,3,0,0,3.3,1.0
AT001390,E0116,2026-06-01,20,19,5,1,0,4.4,0.95
AT001391,E0116,2026-07-01,20,20,5,0,0,1.5,1.0
AT001392,E0116,2026-08-01,20,20,4,0,0,6.7,1.0
AT001393,E0117,2025-09-01,20,20,5,0,0,0,1.0
AT001394,E0117,2025-10-01,21,20,1,1,0,0,0.9524
AT001395,E0117,2025-11-01,21,21,2,0,0,5.1,1.0
AT001396,E0117,2025-12-01,20,20,0,0,0,2.7,1.0
AT001397,E0117,2026-01-01,23,23,2,0,0,0,1.0
AT001398,E0117,2026-02-01,21,21,8,0,0,0,1.0
AT001399,E0117,2026-03-01,23,23,7,0,0,0,1.0
AT001400,E0117,2026-04-01,23,23,4,0,0,0,1.0
AT001401,E0117,2026-05-01,20,20,7,0,0,3.1,1.0
AT001402,E0117,2026-06-01,22,22,1,0,0,0,1.0
AT001403,E0117,2026-07-01,22,22,2,0,0,4.8,1.0
AT001404,E0117,2026-08-01,23,23,7,0,0,4.4,1.0
AT001405,E0118,2025-09-01,23,23,5,0,0,1.6,1.0
AT001406,E0118,2025-10-01,23,23,0,0,0,0,1.0
AT001407,E0118,2025-11-01,21,21,4,0,0,0.9,1.0
AT001408,E0118,2025-12-01,22,21,0,1,0,0,0.9545
AT001409,E0118,2026-01-01,20,20,3,0,0,4.7,1.0
AT001410,E0118,2026-02-01,21,20,6,1,0,4.6,0.9524
AT001411,E0118,2026-03-01,22,22,5,0,0,0,1.0
AT001412,E0118,2026-04-01,21,21,6,0,0,0,1.0
AT001413,E0118,2026-05-01,21,21,8,0,0,4.2,1.0
AT001414,E0118,2026-06-01,21,21,4,0,0,0,1.0
AT001415,E0118,2026-07-01,21,21,5,0,0,2.6,1.0
AT001416,E0118,2026-08-01,20,20,5,0,0,4.4,1.0
AT001417,E0119,2025-09-01,21,21,3,0,0,2.8,1.0
AT001418,E0119,2025-10-01,20,19,3,1,0,0,0.95
AT001419,E0119,2025-11-01,21,20,3,0,1,0,0.9524
AT001420,E0119,2025-12-01,23,22,0,1,0,2.9,0.9565
AT001421,E0119,2026-01-01,20,20,5,0,0,1.8,1.0
AT001422,E0119,2026-02-01,21,21,7,0,0,0,1.0
AT001423,E0119,2026-03-01,21,20,4,1,0,1.3,0.9524
AT001424,E0119,2026-04-01,21,20,1,1,0,4.7,0.9524
AT001425,E0119,2026-05-01,20,20,2,0,0,0,1.0
AT001426,E0119,2026-06-01,20,19,8,1,0,4.7,0.95
AT001427,E0119,2026-07-01,21,21,1,0,0,0,1.0
AT001428,E0119,2026-08-01,22,21,1,1,0,4.2,0.9545
AT001429,E0120,2025-09-01,21,21,2,0,0,0,1.0
AT001430,E0120,2025-10-01,22,22,2,0,0,2.6,1.0
AT001431,E0120,2025-11-01,22,22,1,0,0,4.2,1.0
AT001432,E0120,2025-12-01,23,22,4,1,0,0,0.9565
AT001433,E0120,2026-01-01,21,21,1,0,0,0.7,1.0
AT001434,E0120,2026-02-01,23,22,5,0,1,4.1,0.9565
AT001435,E0120,2026-03-01,20,20,1,0,0,4.8,1.0
AT001436,E0120,2026-04-01,22,22,2,0,0,3.2,1.0
AT001437,E0120,2026-05-01,22,22,3,0,0,4.2,1.0
AT001438,E0120,2026-06-01,20,19,6,1,0,0,0.95
AT001439,E0120,2026-07-01,21,21,4,0,0,0.3,1.0
AT001440,E0120,2026-08-01,23,23,7,0,0,5.6,1.0
AT001441,E0121,2025-09-01,21,21,1,0,0,0,1.0
AT001442,E0121,2025-10-01,23,23,3,0,0,0,1.0
AT001443,E0121,2025-11-01,23,23,6,0,0,5.6,1.0
AT001444,E0121,2025-12-01,20,20,1,0,0,0,1.0
AT001445,E0121,2026-01-01,20,20,8,0,0,3.4,1.0
AT001446,E0121,2026-02-01,20,20,5,0,0,0,1.0
AT001447,E0121,2026-03-01,21,20,6,1,0,0,0.9524
AT001448,E0121,2026-04-01,20,20,3,0,0,0,1.0
AT001449,E0121,2026-05-01,20,20,7,0,0,0,1.0
AT001450,E0121,2026-06-01,20,20,0,0,0,0,1.0
AT001451,E0121,2026-07-01,20,19,5,1,0,3.7,0.95
AT001452,E0121,2026-08-01,22,22,2,0,0,5.6,1.0
AT001453,E0122,2025-09-01,22,21,4,1,0,0,0.9545
AT001454,E0122,2025-10-01,20,19,7,1,0,1.8,0.95
AT001455,E0122,2025-11-01,23,23,8,0,0,5.0,1.0
AT001456,E0122,2025-12-01,21,21,2,0,0,0,1.0
AT001457,E0122,2026-01-01,23,23,6,0,0,0,1.0
AT001458,E0122,2026-02-01,21,20,6,1,0,0,0.9524
AT001459,E0122,2026-03-01,22,21,4,1,0,0,0.9545
AT001460,E0122,2026-04-01,22,22,4,0,0,2.2,1.0
AT001461,E0122,2026-05-01,22,22,1,0,0,0,1.0
AT001462,E0122,2026-06-01,21,21,5,0,0,0.3,1.0
AT001463,E0122,2026-07-01,21,21,8,0,0,0,1.0
AT001464,E0122,2026-08-01,22,22,4,0,0,4.7,1.0
AT001465,E0123,2025-09-01,23,23,4,0,0,0,1.0
AT001466,E0123,2025-10-01,22,22,0,0,0,0,1.0
AT001467,E0123,2025-11-01,21,20,1,0,1,0,0.9524
AT001468,E0123,2025-12-01,20,20,4,0,0,0,1.0
AT001469,E0123,2026-01-01,21,21,8,0,0,2.9,1.0
AT001470,E0123,2026-02-01,22,22,0,0,0,4.4,1.0
AT001471,E0123,2026-03-01,21,19,6,1,1,0,0.9048
AT001472,E0123,2026-04-01,22,22,8,0,0,0,1.0
AT001473,E0123,2026-05-01,22,22,0,0,0,0,1.0
AT001474,E0123,2026-06-01,22,22,7,0,0,3.2,1.0
AT001475,E0123,2026-07-01,20,20,1,0,0,4.9,1.0
AT001476,E0123,2026-08-01,23,23,5,0,0,0,1.0
AT001477,E0124,2025-09-01,22,22,3,0,0,4.0,1.0
AT001478,E0124,2025-10-01,21,21,7,0,0,4.6,1.0
AT001479,E0124,2025-11-01,22,21,7,1,0,5.4,0.9545
AT001480,E0124,2025-12-01,23,23,0,0,0,3.1,1.0
AT001481,E0124,2026-01-01,21,21,5,0,0,1.3,1.0
AT001482,E0124,2026-02-01,23,23,3,0,0,6.1,1.0
AT001483,E0124,2026-03-01,23,23,6,0,0,1.4,1.0
AT001484,E0124,2026-04-01,23,23,1,0,0,3.9,1.0
AT001485,E0124,2026-05-01,21,21,4,0,0,1.0,1.0
AT001486,E0124,2026-06-01,23,23,3,0,0,2.2,1.0
AT001487,E0124,2026-07-01,22,22,7,0,0,7.2,1.0
AT001488,E0124,2026-08-01,22,22,1,0,0,6.8,1.0
AT001489,E0125,2025-09-01,23,22,8,1,0,4.4,0.9565
AT001490,E0125,2025-10-01,21,21,5,0,0,0,1.0
AT001491,E0125,2025-11-01,22,22,0,0,0,4.2,1.0
AT001492,E0125,2025-12-01,22,22,6,0,0,0,1.0
AT001493,E0125,2026-01-01,20,20,1,0,0,4.5,1.0
AT001494,E0125,2026-02-01,23,23,7,0,0,4.8,1.0
AT001495,E0125,2026-03-01,22,22,7,0,0,0,1.0
AT001496,E0125,2026-04-01,21,20,5,1,0,3.1,0.9524
AT001497,E0125,2026-05-01,23,22,4,1,0,0,0.9565
AT001498,E0125,2026-06-01,22,21,7,1,0,2.3,0.9545
AT001499,E0125,2026-07-01,21,20,8,0,1,3.9,0.9524
AT001500,E0125,2026-08-01,23,23,1,0,0,0,1.0
AT001501,E0126,2025-09-01,21,21,1,0,0,2.6,1.0
AT001502,E0126,2025-10-01,23,22,5,1,0,0.9,0.9565
AT001503,E0126,2025-11-01,20,20,3,0,0,0.8,1.0
AT001504,E0126,2025-12-01,20,20,2,0,0,4.4,1.0
AT001505,E0126,2026-01-01,21,21,0,0,0,0,1.0
AT001506,E0126,2026-02-01,23,23,8,0,0,0,1.0
AT001507,E0126,2026-03-01,20,20,6,0,0,0,1.0
AT001508,E0126,2026-04-01,20,20,6,0,0,0,1.0
AT001509,E0126,2026-05-01,22,22,3,0,0,0,1.0
AT001510,E0126,2026-06-01,20,20,7,0,0,0,1.0
AT001511,E0126,2026-07-01,22,22,2,0,0,1.3,1.0
AT001512,E0126,2026-08-01,21,21,8,0,0,0,1.0
AT001513,E0127,2025-09-01,21,21,4,0,0,2.9,1.0
AT001514,E0127,2025-10-01,22,22,0,0,0,0,1.0
AT001515,E0127,2025-11-01,20,20,1,0,0,0,1.0
AT001516,E0127,2025-12-01,20,20,4,0,0,1.4,1.0
AT001517,E0127,2026-01-01,23,23,6,0,0,5.2,1.0
AT001518,E0127,2026-02-01,22,22,0,0,0,2.7,1.0
AT001519,E0127,2026-03-01,22,22,7,0,0,0,1.0
AT001520,E0127,2026-04-01,20,20,7,0,0,0,1.0
AT001521,E0127,2026-05-01,21,21,6,0,0,0.1,1.0
AT001522,E0127,2026-06-01,23,23,0,0,0,3.5,1.0
AT001523,E0127,2026-07-01,21,20,4,1,0,0.7,0.9524
AT001524,E0127,2026-08-01,20,20,3,0,0,0,1.0
AT001525,E0128,2025-09-01,21,21,3,0,0,2.0,1.0
AT001526,E0128,2025-10-01,23,23,2,0,0,4.9,1.0
AT001527,E0128,2025-11-01,22,22,1,0,0,0,1.0
AT001528,E0128,2025-12-01,22,22,0,0,0,0.1,1.0
AT001529,E0128,2026-01-01,20,19,8,1,0,1.0,0.95
AT001530,E0128,2026-02-01,23,23,6,0,0,2.5,1.0
AT001531,E0128,2026-03-01,23,23,8,0,0,0,1.0
AT001532,E0128,2026-04-01,20,20,6,0,0,0,1.0
AT001533,E0128,2026-05-01,20,19,5,1,0,0.6,0.95
AT001534,E0128,2026-06-01,23,23,2,0,0,0,1.0
AT001535,E0128,2026-07-01,21,20,7,0,1,3.0,0.9524
AT001536,E0128,2026-08-01,22,22,4,0,0,0,1.0
AT001537,E0129,2025-09-01,20,20,2,0,0,11.8,1.0
AT001538,E0129,2025-10-01,22,22,2,0,0,12.1,1.0
AT001539,E0129,2025-11-01,21,21,0,0,0,4.2,1.0
AT001540,E0129,2025-12-01,22,22,4,0,0,5.4,1.0
AT001541,E0129,2026-01-01,23,21,5,1,1,5.0,0.913
AT001542,E0129,2026-02-01,20,19,1,1,0,13.0,0.95
AT001543,E0129,2026-03-01,21,21,0,0,0,7.0,1.0
AT001544,E0129,2026-04-01,20,20,2,0,0,12.1,1.0
AT001545,E0129,2026-05-01,23,23,2,0,0,10.5,1.0
AT001546,E0129,2026-06-01,23,23,7,0,0,9.8,1.0
AT001547,E0129,2026-07-01,23,23,6,0,0,6.6,1.0
AT001548,E0129,2026-08-01,23,23,4,0,0,6.6,1.0
AT001549,E0130,2025-09-01,22,22,8,0,0,5.2,1.0
AT001550,E0130,2025-10-01,21,20,5,1,0,0,0.9524
AT001551,E0130,2025-11-01,22,22,7,0,0,4.5,1.0
AT001552,E0130,2025-12-01,21,20,8,1,0,0.2,0.9524
AT001553,E0130,2026-01-01,23,23,2,0,0,0.5,1.0
AT001554,E0130,2026-02-01,23,23,2,0,0,2.7,1.0
AT001555,E0130,2026-03-01,23,23,3,0,0,5.4,1.0
AT001556,E0130,2026-04-01,21,20,6,1,0,0,0.9524
AT001557,E0130,2026-05-01,20,20,1,0,0,1.8,1.0
AT001558,E0130,2026-06-01,20,20,2,0,0,0,1.0
AT001559,E0130,2026-07-01,22,22,5,0,0,1.5,1.0
AT001560,E0130,2026-08-01,22,22,0,0,0,3.7,1.0
AT001561,E0131,2025-09-01,22,22,3,0,0,0,1.0
AT001562,E0131,2025-10-01,20,20,3,0,0,0,1.0
AT001563,E0131,2025-11-01,20,19,2,1,0,0,0.95
AT001564,E0131,2025-12-01,22,22,4,0,0,0,1.0
AT001565,E0131,2026-01-01,20,19,0,1,0,1.9,0.95
AT001566,E0131,2026-02-01,23,23,0,0,0,3.2,1.0
AT001567,E0131,2026-03-01,21,21,7,0,0,4.0,1.0
AT001568,E0131,2026-04-01,21,21,5,0,0,2.5,1.0
AT001569,E0131,2026-05-01,20,20,0,0,0,0,1.0
AT001570,E0131,2026-06-01,23,23,3,0,0,0,1.0
AT001571,E0131,2026-07-01,22,21,0,1,0,2.8,0.9545
AT001572,E0131,2026-08-01,22,22,7,0,0,0,1.0
AT001573,E0132,2025-09-01,21,21,3,0,0,1.6,1.0
AT001574,E0132,2025-10-01,23,23,8,0,0,0,1.0
AT001575,E0132,2025-11-01,21,20,2,0,1,5.0,0.9524
AT001576,E0132,2025-12-01,21,21,2,0,0,0,1.0
AT001577,E0132,2026-01-01,21,21,6,0,0,0.3,1.0
AT001578,E0132,2026-02-01,23,23,3,0,0,1.1,1.0
AT001579,E0132,2026-03-01,21,21,8,0,0,0,1.0
AT001580,E0132,2026-04-01,21,20,3,1,0,0,0.9524
AT001581,E0132,2026-05-01,23,22,6,1,0,0,0.9565
AT001582,E0132,2026-06-01,23,23,5,0,0,1.0,1.0
AT001583,E0132,2026-07-01,21,21,5,0,0,0,1.0
AT001584,E0132,2026-08-01,22,22,3,0,0,1.1,1.0
AT001585,E0133,2025-09-01,22,21,7,0,1,0,0.9545
AT001586,E0133,2025-10-01,21,21,3,0,0,0,1.0
AT001587,E0133,2025-11-01,21,21,7,0,0,0,1.0
AT001588,E0133,2025-12-01,22,22,7,0,0,0,1.0
AT001589,E0133,2026-01-01,20,20,7,0,0,0,1.0
AT001590,E0133,2026-02-01,20,19,1,1,0,5.1,0.95
AT001591,E0133,2026-03-01,20,20,2,0,0,1.8,1.0
AT001592,E0133,2026-04-01,21,21,5,0,0,0,1.0
AT001593,E0133,2026-05-01,22,22,1,0,0,5.1,1.0
AT001594,E0133,2026-06-01,20,20,5,0,0,0.1,1.0
AT001595,E0133,2026-07-01,20,19,5,1,0,0.4,0.95
AT001596,E0133,2026-08-01,21,20,7,1,0,0,0.9524
AT001597,E0134,2025-09-01,22,22,0,0,0,0,1.0
AT001598,E0134,2025-10-01,21,20,0,0,1,0,0.9524
AT001599,E0134,2025-11-01,22,22,0,0,0,0.2,1.0
AT001600,E0134,2025-12-01,23,22,7,1,0,0.1,0.9565
AT001601,E0134,2026-01-01,21,21,4,0,0,2.1,1.0
AT001602,E0134,2026-02-01,22,22,5,0,0,0,1.0
AT001603,E0134,2026-03-01,22,22,6,0,0,0,1.0
AT001604,E0134,2026-04-01,20,20,8,0,0,0,1.0
AT001605,E0134,2026-05-01,21,20,1,1,0,0,0.9524
AT001606,E0134,2026-06-01,23,23,7,0,0,3.6,1.0
AT001607,E0134,2026-07-01,23,23,7,0,0,4.3,1.0
AT001608,E0134,2026-08-01,20,19,8,1,0,0,0.95
AT001609,E0135,2025-09-01,21,21,2,0,0,3.8,1.0
AT001610,E0135,2025-10-01,22,21,3,1,0,3.1,0.9545
AT001611,E0135,2025-11-01,20,20,1,0,0,3.7,1.0
AT001612,E0135,2025-12-01,23,22,2,1,0,0.5,0.9565
AT001613,E0135,2026-01-01,23,23,1,0,0,5.0,1.0
AT001614,E0135,2026-02-01,23,23,5,0,0,0,1.0
AT001615,E0135,2026-03-01,21,20,0,1,0,0,0.9524
AT001616,E0135,2026-04-01,23,23,7,0,0,2.7,1.0
AT001617,E0135,2026-05-01,22,22,5,0,0,4.9,1.0
AT001618,E0135,2026-06-01,22,21,7,1,0,0,0.9545
AT001619,E0135,2026-07-01,23,23,7,0,0,0,1.0
AT001620,E0135,2026-08-01,23,22,4,1,0,0.1,0.9565
AT001621,E0136,2025-09-01,22,21,1,0,1,1.6,0.9545
AT001622,E0136,2025-10-01,23,22,7,0,1,3.2,0.9565
AT001623,E0136,2025-11-01,20,20,4,0,0,5.0,1.0
AT001624,E0136,2025-12-01,21,21,0,0,0,0,1.0
AT001625,E0136,2026-01-01,20,20,8,0,0,1.0,1.0
AT001626,E0136,2026-02-01,20,20,1,0,0,4.8,1.0
AT001627,E0136,2026-03-01,21,21,8,0,0,0,1.0
AT001628,E0136,2026-04-01,22,22,5,0,0,0,1.0
AT001629,E0136,2026-05-01,22,22,1,0,0,0,1.0
AT001630,E0136,2026-06-01,21,21,5,0,0,2.7,1.0
AT001631,E0136,2026-07-01,21,21,0,0,0,1.4,1.0
AT001632,E0136,2026-08-01,23,23,8,0,0,0,1.0
AT001633,E0137,2025-09-01,21,21,3,0,0,4.8,1.0
AT001634,E0137,2025-10-01,22,22,4,0,0,3.2,1.0
AT001635,E0137,2025-11-01,21,21,5,0,0,1.7,1.0
AT001636,E0137,2025-12-01,23,22,6,1,0,4.1,0.9565
AT001637,E0137,2026-01-01,21,20,6,1,0,1.1,0.9524
AT001638,E0137,2026-02-01,21,21,6,0,0,4.2,1.0
AT001639,E0137,2026-03-01,23,23,4,0,0,2.0,1.0
AT001640,E0137,2026-04-01,23,23,0,0,0,2.6,1.0
AT001641,E0137,2026-05-01,21,21,2,0,0,0,1.0
AT001642,E0137,2026-06-01,23,22,1,1,0,4.1,0.9565
AT001643,E0137,2026-07-01,20,20,8,0,0,1.9,1.0
AT001644,E0137,2026-08-01,21,21,3,0,0,1.9,1.0
AT001645,E0138,2025-09-01,21,21,3,0,0,2.1,1.0
AT001646,E0138,2025-10-01,23,23,8,0,0,0,1.0
AT001647,E0138,2025-11-01,20,19,5,1,0,2.6,0.95
AT001648,E0138,2025-12-01,22,22,0,0,0,0,1.0
AT001649,E0138,2026-01-01,21,20,4,1,0,5.0,0.9524
AT001650,E0138,2026-02-01,20,20,6,0,0,0,1.0
AT001651,E0138,2026-03-01,20,20,5,0,0,0,1.0
AT001652,E0138,2026-04-01,20,20,8,0,0,0,1.0
AT001653,E0138,2026-05-01,21,21,1,0,0,1.8,1.0
AT001654,E0138,2026-06-01,21,21,3,0,0,0,1.0
AT001655,E0138,2026-07-01,22,22,5,0,0,0,1.0
AT001656,E0138,2026-08-01,23,23,5,0,0,4.4,1.0
AT001657,E0139,2025-09-01,21,21,6,0,0,9.7,1.0
AT001658,E0139,2025-10-01,22,22,5,0,0,12.5,1.0
AT001659,E0139,2025-11-01,21,21,6,0,0,13.7,1.0
AT001660,E0139,2025-12-01,21,21,0,0,0,8.4,1.0
AT001661,E0139,2026-01-01,20,20,6,0,0,7.8,1.0
AT001662,E0139,2026-02-01,23,23,4,0,0,13.1,1.0
AT001663,E0139,2026-03-01,22,22,0,0,0,8.4,1.0
AT001664,E0139,2026-04-01,22,21,2,0,1,12.0,0.9545
AT001665,E0139,2026-05-01,22,22,0,0,0,10.7,1.0
