access_decision_id,decision_time,user_id,assigned_roles,requested_permission,resource_type,resource_id,decision,decision_reason,policy_engine,zero_trust_checks,session_risk_score
ACD00414,2026-05-13T16:34:00,U0010,Employee,project.update,employee,E0190,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.585
ACD00415,2026-03-13T01:14:00,U0189,Employee,document.read_security,employee,E0053,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.123
ACD00416,2026-07-06T09:56:00,U0168,Employee,employee.update,task,T00241,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.387
ACD00417,2026-01-22T21:59:00,U0072,Employee,document.read_finance,employee,E0080,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.388
ACD00418,2026-01-16T13:23:00,U0103,Employee,leave.read_own,audit_log,AUD004900,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.85
ACD00419,2026-07-28T08:21:00,U0063,Employee,employee.read_sensitive,task,T00314,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.663
ACD00420,2026-01-12T08:15:00,U0140,Employee,document.read_security,project,PRJ008,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.838
ACD00421,2026-03-20T20:27:00,U0071,Employee,approval.review,purchase_request,PUR0161,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.7
ACD00422,2026-05-22T18:46:00,U0145,Employee,ai.execute_low_risk,project,PRJ008,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.274
ACD00423,2026-03-22T09:52:00,U0086,Employee,user.manage,project,PRJ003,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.475
ACD00424,2026-06-21T22:16:00,U0120,Employee,document.upload,purchase_request,PUR0023,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.456
ACD00425,2026-02-07T13:15:00,U0100,Employee,project.read,employee,E0143,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.026
ACD00426,2026-02-08T18:48:00,U0106,Employee,task.reassign,employee,E0174,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.469
ACD00427,2026-07-31T21:43:00,U0112,Employee,sales.read,document,DOC012,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.55
ACD00428,2026-06-28T04:59:00,U0053,Employee,project.update,task,T00179,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.829
ACD00429,2026-02-11T22:23:00,U0181,Employee,document.read_hr,audit_log,AUD004699,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.82
ACD00430,2026-07-27T12:11:00,U0044,Employee,evaluation.read,project,PRJ010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.889
ACD00431,2026-07-10T10:58:00,U0068,Employee,document.read_security,audit_log,AUD009674,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.201
ACD00432,2026-08-06T20:05:00,U0039,Employee,project.update,sales_order,SO002029,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.812
ACD00433,2026-04-11T22:29:00,U0197,Employee,user.manage,task,T00102,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.598
ACD00434,2026-05-04T03:48:00,U0136,Employee,role.manage,employee,E0105,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.847
ACD00435,2026-07-08T06:52:00,U0050,Employee,document.read_finance,audit_log,AUD000208,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.195
ACD00436,2026-03-08T00:37:00,U0158,Employee,approval.review,purchase_request,PUR0015,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.601
ACD00437,2026-02-22T08:35:00,U0198,Employee,employee.update,audit_log,AUD009891,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.277
ACD00438,2026-08-03T08:31:00,U0035,Employee,ai.execute_high_risk,audit_log,AUD004962,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.584
ACD00439,2026-06-30T01:14:00,U0072,Employee,approval.review,purchase_request,PUR0127,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.038
ACD00440,2026-08-12T18:20:00,U0192,Employee,finance.read,task,T00194,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.379
ACD00441,2026-02-04T10:13:00,U0072,Employee,document.read_hr,audit_log,AUD007577,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.351
ACD00442,2026-08-13T07:50:00,U0098,Employee,audit.read,employee,E0014,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.134
ACD00443,2026-01-08T19:35:00,U0154,Employee,employee.read,sales_order,SO002788,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.496
ACD00444,2026-02-25T22:06:00,U0004,Employee|Project_Manager,ai.execute_high_risk,project,PRJ015,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.69
ACD00445,2026-05-02T22:31:00,U0024,Auditor|Employee,leave.approve,sales_order,SO001119,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.547
ACD00446,2026-04-12T08:17:00,U0025,Employee,employee.read,purchase_request,PUR0113,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.718
ACD00447,2026-03-18T07:51:00,U0076,Employee,leave.read_own,audit_log,AUD007268,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.596
ACD00448,2026-05-08T09:51:00,U0064,Employee,document.upload,sales_order,SO000166,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.71
ACD00449,2026-08-01T07:35:00,U0089,Employee,employee.update,employee,E0017,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.325
ACD00450,2026-04-04T08:51:00,U0016,Employee,document.read_public,purchase_request,PUR0065,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.775
ACD00451,2026-02-12T23:57:00,U0088,Employee,leave.approve,task,T00431,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.574
ACD00452,2026-04-21T13:33:00,U0067,Employee,document.read_hr,task,T00298,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.177
ACD00453,2026-07-26T08:57:00,U0019,AI_Reviewer|Employee,document.upload,task,T00232,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.317
ACD00454,2026-06-07T04:51:00,U0156,Employee,ai.execute_high_risk,project,PRJ004,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.866
ACD00455,2026-03-07T13:47:00,U0033,Employee,leave.read_own,document,DOC008,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.484
ACD00456,2026-05-26T23:27:00,U0007,Employee|Project_Manager,document.read_finance,purchase_request,PUR0038,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.575
ACD00457,2026-03-23T12:32:00,U0066,Employee,document.read_security,purchase_request,PUR0099,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.074
ACD00458,2026-07-28T17:02:00,U0126,Employee,leave.read_all,audit_log,AUD006421,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.483
ACD00459,2026-03-28T17:42:00,U0124,Employee,expense.approve,project,PRJ010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.733
ACD00460,2026-08-10T15:56:00,U0148,Employee,project.read,purchase_request,PUR0158,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.448
ACD00461,2026-07-07T21:46:00,U0089,Employee,ai.query,document,DOC012,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.161
ACD00462,2026-06-06T04:13:00,U0052,Employee,ai.query,project,PRJ010,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.346
ACD00463,2026-05-24T17:49:00,U0193,Employee,ai.execute_low_risk,project,PRJ006,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.865
ACD00464,2026-04-13T21:23:00,U0107,Employee,task.read,document,DOC012,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.448
ACD00465,2026-04-25T10:01:00,U0186,Employee,role.manage,task,T00529,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.177
ACD00466,2026-06-19T05:00:00,U0129,Employee,task.read,project,PRJ012,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.161
ACD00467,2026-06-05T10:07:00,U0030,Employee,document.read_security,sales_order,SO002939,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.879
ACD00468,2026-06-30T14:19:00,U0026,Employee,evaluation.manage,purchase_request,PUR0085,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.157
ACD00469,2026-05-20T22:13:00,U0018,Employee,project.create,document,DOC002,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.766
ACD00470,2026-03-19T01:37:00,U0037,Employee,audit.read,employee,E0164,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.905
ACD00471,2026-04-22T10:30:00,U0087,Employee,employee.update,purchase_request,PUR0049,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.902
ACD00472,2026-04-25T21:01:00,U0019,AI_Reviewer|Employee,sales.export,employee,E0048,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.081
ACD00473,2026-07-07T16:57:00,U0045,Employee,employee.read_sensitive,document,DOC004,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.576
ACD00474,2026-05-12T22:41:00,U0118,Employee,evaluation.read,employee,E0066,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.284
ACD00475,2026-01-14T17:43:00,U0058,Employee,expense.approve,purchase_request,PUR0045,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.898
ACD00476,2026-08-08T07:54:00,U0094,Employee,project.update,task,T00473,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.632
ACD00477,2026-08-13T20:08:00,U0032,Employee,leave.approve,employee,E0089,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.396
ACD00478,2026-07-29T23:00:00,U0080,Employee,user.manage,sales_order,SO002951,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.14
ACD00479,2026-06-16T10:48:00,U0078,Employee,task.read,sales_order,SO004409,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.702
ACD00480,2026-03-31T22:26:00,U0130,Employee,document.read_public,sales_order,SO004460,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.595
ACD00481,2026-03-24T03:37:00,U0066,Employee,role.manage,project,PRJ015,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.236
ACD00482,2026-03-30T05:29:00,U0099,Employee,ai.query,project,PRJ016,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.469
ACD00483,2026-06-21T10:45:00,U0054,Employee,task.update_own,document,DOC007,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.333
ACD00484,2026-03-19T12:53:00,U0103,Employee,ai.execute_high_risk,document,DOC012,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.118
ACD00485,2026-08-18T20:38:00,U0193,Employee,leave.approve,audit_log,AUD002594,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.358
ACD00486,2026-06-22T14:22:00,U0041,Employee,project.read,employee,E0012,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.29
ACD00487,2026-03-29T10:01:00,U0122,Employee,employee.salary.read,audit_log,AUD006775,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.286
ACD00488,2026-08-19T07:32:00,U0179,Employee,task.reassign,audit_log,AUD007687,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.47
ACD00489,2026-04-12T04:37:00,U0063,Employee,audit.read,project,PRJ006,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.503
ACD00490,2026-02-14T15:54:00,U0163,Employee,audit.read,purchase_request,PUR0066,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.443
ACD00491,2026-02-07T22:36:00,U0178,Employee,employee.update,task,T00027,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.159
ACD00492,2026-02-05T03:39:00,U0166,Employee,document.read_public,employee,E0194,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.811
ACD00493,2026-01-10T21:40:00,U0136,Employee,document.read_hr,audit_log,AUD000815,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.595
ACD00494,2026-02-26T14:42:00,U0050,Employee,project.read,document,DOC005,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.061
ACD00495,2026-01-20T18:30:00,U0035,Employee,expense.approve,task,T00284,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.421
ACD00496,2026-08-14T07:36:00,U0029,Employee,audit.read,employee,E0138,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.777
ACD00497,2026-02-14T00:17:00,U0085,Employee,employee.salary.read,document,DOC009,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.203
ACD00498,2026-06-21T22:50:00,U0188,Employee,employee.salary.read,sales_order,SO004370,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.902
ACD00499,2026-06-25T21:54:00,U0106,Employee,ai.execute_low_risk,sales_order,SO003550,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.434
ACD00500,2026-01-01T21:49:00,U0144,Employee,document.read_finance,task,T00058,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.591
ACD00501,2026-01-03T07:08:00,U0126,Employee,document.read_public,document,DOC013,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.085
ACD00502,2026-06-23T21:54:00,U0077,Employee,employee.read,sales_order,SO003161,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.912
ACD00503,2026-03-15T01:55:00,U0089,Employee,user.manage,project,PRJ006,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.779
ACD00504,2026-04-06T08:50:00,U0134,Employee,leave.read_all,task,T00186,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.212
ACD00505,2026-08-12T13:18:00,U0128,Employee,task.read,audit_log,AUD005983,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.024
ACD00506,2026-03-05T17:44:00,U0050,Employee,employee.read,task,T00154,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.77
ACD00507,2026-08-10T12:59:00,U0157,Employee,task.reassign,document,DOC012,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.032
ACD00508,2026-03-26T01:15:00,U0028,Employee,project.read,employee,E0024,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.307
ACD00509,2026-04-13T22:20:00,U0194,Employee,project.update,sales_order,SO002402,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.819
ACD00510,2026-04-11T15:04:00,U0199,Employee,evaluation.manage,project,PRJ007,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.252
ACD00511,2026-05-18T06:31:00,U0098,Employee,project.update,document,DOC014,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.734
ACD00512,2026-04-29T07:51:00,U0030,Employee,document.upload,purchase_request,PUR0099,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.265
ACD00513,2026-01-29T07:37:00,U0066,Employee,role.manage,project,PRJ018,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.723
ACD00514,2026-03-04T15:08:00,U0021,Employee,approval.review,purchase_request,PUR0064,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.568
ACD00515,2026-07-04T04:12:00,U0194,Employee,task.reassign,task,T00014,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.321
ACD00516,2026-01-02T18:43:00,U0119,Employee,document.read_finance,audit_log,AUD003958,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.746
ACD00517,2026-07-20T19:04:00,U0003,Employee|Project_Manager,document.read_hr,document,DOC010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.791
ACD00518,2026-01-17T11:32:00,U0193,Employee,leave.read_all,sales_order,SO001268,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.232
ACD00519,2026-08-05T14:25:00,U0200,Employee,ai.execute_low_risk,project,PRJ006,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.353
ACD00520,2026-08-05T08:26:00,U0140,Employee,document.read_finance,purchase_request,PUR0166,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.194
ACD00521,2026-03-15T08:55:00,U0146,Employee,audit.read,document,DOC008,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.112
ACD00522,2026-05-06T23:20:00,U0099,Employee,employee.salary.read,task,T00037,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.493
ACD00523,2026-01-28T08:29:00,U0196,Employee,employee.read_sensitive,project,PRJ002,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.223
ACD00524,2026-07-02T18:05:00,U0073,Employee,document.upload,task,T00324,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.136
ACD00525,2026-07-03T12:32:00,U0098,Employee,evaluation.manage,audit_log,AUD000204,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.834
ACD00526,2026-03-03T10:18:00,U0179,Employee,finance.read,employee,E0200,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.251
ACD00527,2026-08-08T07:20:00,U0162,Employee,task.read,purchase_request,PUR0168,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.489
ACD00528,2026-06-18T19:33:00,U0160,Employee,ai.query,audit_log,AUD004047,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.29
ACD00529,2026-05-20T18:34:00,U0198,Employee,ai.execute_low_risk,employee,E0040,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.35
ACD00530,2026-08-16T14:41:00,U0154,Employee,project.assign,project,PRJ015,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.391
ACD00531,2026-05-07T00:50:00,U0081,Employee,sales.read,audit_log,AUD009794,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.207
ACD00532,2026-06-01T09:35:00,U0193,Employee,document.upload,audit_log,AUD004758,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.03
ACD00533,2026-01-11T05:03:00,U0079,Employee,project.read,sales_order,SO002362,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.577
ACD00534,2026-01-24T00:56:00,U0088,Employee,project.assign,project,PRJ011,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.2
ACD00535,2026-07-13T06:28:00,U0089,Employee,document.read_public,purchase_request,PUR0054,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.519
ACD00536,2026-06-16T01:26:00,U0187,Employee,employee.update,sales_order,SO003542,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.892
ACD00537,2026-01-29T18:36:00,U0132,Employee,employee.read_sensitive,document,DOC002,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.431
ACD00538,2026-07-19T11:07:00,U0180,Employee,finance.read,purchase_request,PUR0147,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.593
ACD00539,2026-03-08T00:35:00,U0086,Employee,task.read,purchase_request,PUR0098,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.778
ACD00540,2026-07-27T14:20:00,U0090,Employee,task.read,sales_order,SO004502,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.722
ACD00541,2026-07-23T08:22:00,U0187,Employee,leave.read_all,employee,E0093,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.039
ACD00542,2026-04-16T10:00:00,U0148,Employee,ai.execute_high_risk,document,DOC005,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.204
ACD00543,2026-04-11T07:54:00,U0140,Employee,leave.read_own,project,PRJ008,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.421
ACD00544,2026-02-01T11:10:00,U0185,Employee,evaluation.read,purchase_request,PUR0155,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.163
ACD00545,2026-01-27T14:43:00,U0122,Employee,leave.approve,task,T00184,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.537
ACD00546,2026-07-16T18:00:00,U0093,Employee,ai.execute_low_risk,sales_order,SO003931,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.753
ACD00547,2026-07-27T12:22:00,U0077,Employee,evaluation.manage,audit_log,AUD000694,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.29
ACD00548,2026-05-27T12:52:00,U0049,Employee,user.manage,task,T00510,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.565
ACD00549,2026-03-18T14:23:00,U0045,Employee,project.create,document,DOC005,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.439
ACD00550,2026-08-12T12:21:00,U0103,Employee,task.update_own,task,T00518,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.627
ACD00551,2026-01-09T17:20:00,U0097,Employee,project.assign,task,T00039,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.261
ACD00552,2026-01-17T02:20:00,U0066,Employee,project.read,task,T00431,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.345
