audit_log_id,event_time,actor_type,actor_id,event_category,action,resource_type,resource_id,result,risk_tier,details_json,correlation_id,immutable
AUD001079,2026-02-07T01:19:00,User,U0042,ACCESS_CONTROL,sales.read,document,DOC004,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00679,true
AUD001080,2026-01-05T04:28:00,User,U0041,ACCESS_CONTROL,evaluation.manage,sales_order,SO004623,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00680,true
AUD001081,2026-02-12T03:05:00,User,U0081,ACCESS_CONTROL,project.read,sales_order,SO000647,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00681,true
AUD001082,2026-05-08T08:21:00,User,U0107,ACCESS_CONTROL,evaluation.manage,task,T00327,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00682,true
AUD001083,2026-01-15T11:44:00,User,U0047,ACCESS_CONTROL,role.manage,task,T00468,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00683,true
AUD001084,2026-04-18T10:59:00,User,U0197,ACCESS_CONTROL,ai.execute_high_risk,audit_log,AUD002147,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00684,true
AUD001085,2026-03-14T12:14:00,User,U0153,ACCESS_CONTROL,ai.execute_high_risk,employee,E0075,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00685,true
AUD001086,2026-04-17T04:06:00,User,U0060,ACCESS_CONTROL,leave.read_all,document,DOC011,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00686,true
AUD001087,2026-08-19T18:58:00,User,U0142,ACCESS_CONTROL,evaluation.read,audit_log,AUD007524,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00687,true
AUD001088,2026-03-28T08:00:00,User,U0051,ACCESS_CONTROL,evaluation.read,sales_order,SO000551,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00688,true
AUD001089,2026-07-24T19:59:00,User,U0013,ACCESS_CONTROL,employee.read_sensitive,audit_log,AUD006350,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00689,true
AUD001090,2026-07-10T07:41:00,User,U0022,ACCESS_CONTROL,approval.review,audit_log,AUD002178,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00690,true
AUD001091,2026-07-04T02:24:00,User,U0196,ACCESS_CONTROL,project.assign,document,DOC010,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00691,true
AUD001092,2026-07-24T13:53:00,User,U0077,ACCESS_CONTROL,approval.review,purchase_request,PUR0084,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00692,true
AUD001093,2026-07-16T11:04:00,User,U0182,ACCESS_CONTROL,leave.read_own,audit_log,AUD001508,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00693,true
AUD001094,2026-01-31T20:35:00,User,U0095,ACCESS_CONTROL,employee.read_sensitive,employee,E0180,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00694,true
AUD001095,2026-02-27T20:59:00,User,U0049,ACCESS_CONTROL,document.read_hr,document,DOC012,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00695,true
AUD001096,2026-03-22T20:26:00,User,U0050,ACCESS_CONTROL,evaluation.read,task,T00333,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00696,true
AUD001097,2026-02-05T12:38:00,User,U0049,ACCESS_CONTROL,expense.approve,audit_log,AUD004933,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00697,true
AUD001098,2026-05-18T07:12:00,User,U0035,ACCESS_CONTROL,task.read,task,T00271,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00698,true
AUD001099,2026-06-28T10:37:00,User,U0195,ACCESS_CONTROL,evaluation.manage,sales_order,SO004972,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee|Executive""}",ACD00699,true
AUD001100,2026-02-21T15:58:00,User,U0174,ACCESS_CONTROL,document.upload,task,T00096,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00700,true
AUD001101,2026-06-17T11:00:00,User,U0169,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0001,Approved,High,"{""approval_request_id"":""APR00001"",""required_roles"":""Finance_Manager""}",APR00001,true
AUD001102,2025-10-25T13:00:00,User,U0007,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0002,Approved,High,"{""approval_request_id"":""APR00002"",""required_roles"":""Finance_Manager""}",APR00002,true
AUD001103,2025-08-21T12:00:00,User,U0115,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0003,Approved,High,"{""approval_request_id"":""APR00003"",""required_roles"":""Finance_Manager""}",APR00003,true
AUD001104,2026-07-10T12:00:00,User,U0003,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0004,Pending,High,"{""approval_request_id"":""APR00004"",""required_roles"":""Finance_Manager|Executive""}",APR00004,true
AUD001105,2025-10-14T08:00:00,User,U0128,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0005,Pending,High,"{""approval_request_id"":""APR00005"",""required_roles"":""Finance_Manager""}",APR00005,true
AUD001106,2025-07-29T15:00:00,User,U0166,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0006,Approved,High,"{""approval_request_id"":""APR00006"",""required_roles"":""Finance_Manager|Executive""}",APR00006,true
AUD001107,2025-06-14T16:00:00,User,U0177,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0007,Pending,High,"{""approval_request_id"":""APR00007"",""required_roles"":""Finance_Manager""}",APR00007,true
AUD001108,2026-05-20T11:00:00,User,U0107,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0008,Approved,High,"{""approval_request_id"":""APR00008"",""required_roles"":""Finance_Manager""}",APR00008,true
AUD001109,2026-04-05T15:00:00,User,U0082,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0009,Approved,High,"{""approval_request_id"":""APR00009"",""required_roles"":""Finance_Manager""}",APR00009,true
AUD001110,2026-07-13T15:00:00,User,U0167,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0010,Approved,High,"{""approval_request_id"":""APR00010"",""required_roles"":""Finance_Manager|Executive""}",APR00010,true
AUD001111,2025-05-26T10:00:00,User,U0070,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0011,Approved,High,"{""approval_request_id"":""APR00011"",""required_roles"":""Finance_Manager""}",APR00011,true
AUD001112,2025-06-30T13:00:00,User,U0004,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0012,Approved,High,"{""approval_request_id"":""APR00012"",""required_roles"":""Finance_Manager|Executive""}",APR00012,true
AUD001113,2025-07-01T13:00:00,User,U0092,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0013,Approved,High,"{""approval_request_id"":""APR00013"",""required_roles"":""Finance_Manager|Executive""}",APR00013,true
AUD001114,2025-07-15T10:00:00,User,U0133,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0014,Pending,High,"{""approval_request_id"":""APR00014"",""required_roles"":""Finance_Manager""}",APR00014,true
AUD001115,2025-08-28T09:00:00,User,U0068,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0015,Approved,High,"{""approval_request_id"":""APR00015"",""required_roles"":""Finance_Manager|Executive""}",APR00015,true
AUD001116,2025-08-09T14:00:00,User,U0013,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0016,Pending,High,"{""approval_request_id"":""APR00016"",""required_roles"":""Finance_Manager|Executive""}",APR00016,true
AUD001117,2026-07-15T14:00:00,User,U0054,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0017,Approved,High,"{""approval_request_id"":""APR00017"",""required_roles"":""Finance_Manager""}",APR00017,true
AUD001118,2025-12-05T11:00:00,User,U0035,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0018,Pending,High,"{""approval_request_id"":""APR00018"",""required_roles"":""Finance_Manager""}",APR00018,true
AUD001119,2025-06-13T14:00:00,User,U0087,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0019,Approved,High,"{""approval_request_id"":""APR00019"",""required_roles"":""Finance_Manager""}",APR00019,true
AUD001120,2026-03-08T08:00:00,User,U0169,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0020,Pending,High,"{""approval_request_id"":""APR00020"",""required_roles"":""Finance_Manager""}",APR00020,true
AUD001121,2026-02-05T08:00:00,User,U0144,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0021,Approved,High,"{""approval_request_id"":""APR00021"",""required_roles"":""Finance_Manager""}",APR00021,true
AUD001122,2026-02-02T09:00:00,User,U0185,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0022,Approved,High,"{""approval_request_id"":""APR00022"",""required_roles"":""Finance_Manager|Executive""}",APR00022,true
AUD001123,2026-04-01T08:00:00,User,U0122,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0023,Approved,High,"{""approval_request_id"":""APR00023"",""required_roles"":""Finance_Manager""}",APR00023,true
AUD001124,2026-04-02T10:00:00,User,U0029,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0024,Approved,High,"{""approval_request_id"":""APR00024"",""required_roles"":""Finance_Manager""}",APR00024,true
AUD001125,2025-11-21T15:00:00,User,U0124,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0025,Pending,High,"{""approval_request_id"":""APR00025"",""required_roles"":""Finance_Manager""}",APR00025,true
AUD001126,2026-05-15T08:00:00,User,U0034,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0026,Approved,High,"{""approval_request_id"":""APR00026"",""required_roles"":""Finance_Manager|Executive""}",APR00026,true
AUD001127,2025-05-17T09:00:00,User,U0038,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0027,Pending,High,"{""approval_request_id"":""APR00027"",""required_roles"":""Finance_Manager""}",APR00027,true
AUD001128,2026-05-02T11:00:00,User,U0194,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0028,Approved,High,"{""approval_request_id"":""APR00028"",""required_roles"":""Finance_Manager""}",APR00028,true
AUD001129,2025-08-03T16:00:00,User,U0154,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0029,Rejected,High,"{""approval_request_id"":""APR00029"",""required_roles"":""Finance_Manager|Executive""}",APR00029,true
AUD001130,2026-02-25T16:00:00,User,U0081,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0030,Approved,High,"{""approval_request_id"":""APR00030"",""required_roles"":""Finance_Manager|Executive""}",APR00030,true
AUD001131,2026-03-07T11:00:00,User,U0143,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0031,Approved,High,"{""approval_request_id"":""APR00031"",""required_roles"":""Finance_Manager""}",APR00031,true
AUD001132,2025-10-14T10:00:00,User,U0192,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0032,Approved,High,"{""approval_request_id"":""APR00032"",""required_roles"":""Finance_Manager""}",APR00032,true
AUD001133,2025-08-24T16:00:00,User,U0130,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0033,Approved,High,"{""approval_request_id"":""APR00033"",""required_roles"":""Finance_Manager""}",APR00033,true
AUD001134,2025-11-16T10:00:00,User,U0180,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0034,Approved,High,"{""approval_request_id"":""APR00034"",""required_roles"":""Finance_Manager|Executive""}",APR00034,true
AUD001135,2026-08-08T15:00:00,User,U0152,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0035,Approved,High,"{""approval_request_id"":""APR00035"",""required_roles"":""Finance_Manager|Executive""}",APR00035,true
AUD001136,2025-09-16T14:00:00,User,U0031,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0036,Rejected,High,"{""approval_request_id"":""APR00036"",""required_roles"":""Finance_Manager""}",APR00036,true
AUD001137,2025-12-06T10:00:00,User,U0154,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0037,Pending,High,"{""approval_request_id"":""APR00037"",""required_roles"":""Finance_Manager""}",APR00037,true
AUD001138,2026-07-03T14:00:00,User,U0131,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0038,Approved,High,"{""approval_request_id"":""APR00038"",""required_roles"":""Finance_Manager""}",APR00038,true
AUD001139,2025-09-04T12:00:00,User,U0044,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0039,Approved,High,"{""approval_request_id"":""APR00039"",""required_roles"":""Finance_Manager|Executive""}",APR00039,true
AUD001140,2025-09-07T11:00:00,User,U0092,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0040,Pending,High,"{""approval_request_id"":""APR00040"",""required_roles"":""Finance_Manager|Executive""}",APR00040,true
AUD001141,2026-06-23T14:00:00,User,U0088,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0041,Pending,High,"{""approval_request_id"":""APR00041"",""required_roles"":""Finance_Manager""}",APR00041,true
AUD001142,2025-05-22T13:00:00,User,U0075,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0042,Rejected,High,"{""approval_request_id"":""APR00042"",""required_roles"":""Finance_Manager|Executive""}",APR00042,true
AUD001143,2026-05-18T11:00:00,User,U0044,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0043,Approved,High,"{""approval_request_id"":""APR00043"",""required_roles"":""Finance_Manager|Executive""}",APR00043,true
AUD001144,2025-12-11T12:00:00,User,U0184,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0044,Approved,High,"{""approval_request_id"":""APR00044"",""required_roles"":""Finance_Manager|Executive""}",APR00044,true
AUD001145,2026-07-06T15:00:00,User,U0157,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0045,Approved,High,"{""approval_request_id"":""APR00045"",""required_roles"":""Finance_Manager|Executive""}",APR00045,true
AUD001146,2025-08-06T08:00:00,User,U0107,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0046,Approved,High,"{""approval_request_id"":""APR00046"",""required_roles"":""Finance_Manager""}",APR00046,true
AUD001147,2026-02-14T13:00:00,User,U0020,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0047,Rejected,High,"{""approval_request_id"":""APR00047"",""required_roles"":""Finance_Manager|Executive""}",APR00047,true
AUD001148,2026-03-10T14:00:00,User,U0129,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0048,Approved,High,"{""approval_request_id"":""APR00048"",""required_roles"":""Finance_Manager""}",APR00048,true
AUD001149,2026-04-21T13:00:00,User,U0105,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0049,Pending,High,"{""approval_request_id"":""APR00049"",""required_roles"":""Finance_Manager""}",APR00049,true
AUD001150,2026-02-07T14:00:00,User,U0183,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0050,Pending,High,"{""approval_request_id"":""APR00050"",""required_roles"":""Finance_Manager""}",APR00050,true
AUD001151,2026-06-06T14:00:00,User,U0018,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0051,Pending,High,"{""approval_request_id"":""APR00051"",""required_roles"":""Finance_Manager""}",APR00051,true
AUD001152,2025-05-22T13:00:00,User,U0124,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0052,Pending,High,"{""approval_request_id"":""APR00052"",""required_roles"":""Finance_Manager""}",APR00052,true
AUD001153,2025-10-31T12:00:00,User,U0175,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0053,Pending,High,"{""approval_request_id"":""APR00053"",""required_roles"":""Finance_Manager|Executive""}",APR00053,true
AUD001154,2026-03-29T11:00:00,User,U0008,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0054,Approved,High,"{""approval_request_id"":""APR00054"",""required_roles"":""Finance_Manager""}",APR00054,true
AUD001155,2026-02-06T08:00:00,User,U0029,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0055,Approved,High,"{""approval_request_id"":""APR00055"",""required_roles"":""Finance_Manager""}",APR00055,true
AUD001156,2025-12-18T11:00:00,User,U0038,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0056,Approved,High,"{""approval_request_id"":""APR00056"",""required_roles"":""Finance_Manager""}",APR00056,true
AUD001157,2026-01-26T11:00:00,User,U0161,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0057,Approved,High,"{""approval_request_id"":""APR00057"",""required_roles"":""Finance_Manager""}",APR00057,true
AUD001158,2026-06-24T14:00:00,User,U0056,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0058,Approved,High,"{""approval_request_id"":""APR00058"",""required_roles"":""Finance_Manager|Executive""}",APR00058,true
AUD001159,2026-06-30T11:00:00,User,U0047,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0059,Pending,High,"{""approval_request_id"":""APR00059"",""required_roles"":""Finance_Manager|Executive""}",APR00059,true
AUD001160,2026-06-16T10:00:00,User,U0016,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0060,Rejected,High,"{""approval_request_id"":""APR00060"",""required_roles"":""Finance_Manager|Executive""}",APR00060,true
AUD001161,2025-09-23T10:00:00,User,U0126,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0061,Rejected,High,"{""approval_request_id"":""APR00061"",""required_roles"":""Finance_Manager""}",APR00061,true
AUD001162,2026-06-16T16:00:00,User,U0112,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0062,Approved,High,"{""approval_request_id"":""APR00062"",""required_roles"":""Finance_Manager""}",APR00062,true
AUD001163,2026-07-21T11:00:00,User,U0199,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0063,Pending,High,"{""approval_request_id"":""APR00063"",""required_roles"":""Finance_Manager|Executive""}",APR00063,true
AUD001164,2026-03-26T16:00:00,User,U0039,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0064,Approved,High,"{""approval_request_id"":""APR00064"",""required_roles"":""Finance_Manager|Executive""}",APR00064,true
AUD001165,2026-06-03T16:00:00,User,U0193,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0065,Approved,High,"{""approval_request_id"":""APR00065"",""required_roles"":""Finance_Manager|Executive""}",APR00065,true
AUD001166,2025-05-04T08:00:00,User,U0139,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0066,Approved,High,"{""approval_request_id"":""APR00066"",""required_roles"":""Finance_Manager""}",APR00066,true
AUD001167,2025-12-25T13:00:00,User,U0040,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0067,Approved,High,"{""approval_request_id"":""APR00067"",""required_roles"":""Finance_Manager""}",APR00067,true
AUD001168,2026-06-26T12:00:00,User,U0018,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0068,Rejected,High,"{""approval_request_id"":""APR00068"",""required_roles"":""Finance_Manager""}",APR00068,true
AUD001169,2025-09-14T10:00:00,User,U0118,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0069,Rejected,High,"{""approval_request_id"":""APR00069"",""required_roles"":""Finance_Manager""}",APR00069,true
AUD001170,2026-08-03T08:00:00,User,U0018,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0070,Pending,High,"{""approval_request_id"":""APR00070"",""required_roles"":""Finance_Manager""}",APR00070,true
AUD001171,2026-01-24T08:00:00,User,U0107,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0071,Approved,High,"{""approval_request_id"":""APR00071"",""required_roles"":""Finance_Manager""}",APR00071,true
AUD001172,2025-05-19T15:00:00,User,U0125,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0072,Approved,High,"{""approval_request_id"":""APR00072"",""required_roles"":""Finance_Manager""}",APR00072,true
AUD001173,2026-02-01T12:00:00,User,U0065,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0073,Pending,High,"{""approval_request_id"":""APR00073"",""required_roles"":""Finance_Manager""}",APR00073,true
AUD001174,2026-05-26T12:00:00,User,U0013,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0074,Approved,High,"{""approval_request_id"":""APR00074"",""required_roles"":""Finance_Manager|Executive""}",APR00074,true
AUD001175,2025-12-05T10:00:00,User,U0104,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0075,Approved,High,"{""approval_request_id"":""APR00075"",""required_roles"":""Finance_Manager""}",APR00075,true
AUD001176,2025-11-20T14:00:00,User,U0097,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0076,Pending,High,"{""approval_request_id"":""APR00076"",""required_roles"":""Finance_Manager|Executive""}",APR00076,true
AUD001177,2025-12-18T09:00:00,User,U0067,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0077,Pending,High,"{""approval_request_id"":""APR00077"",""required_roles"":""Finance_Manager""}",APR00077,true
AUD001178,2025-09-06T15:00:00,User,U0109,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0078,Approved,High,"{""approval_request_id"":""APR00078"",""required_roles"":""Finance_Manager""}",APR00078,true
AUD001179,2026-06-26T09:00:00,User,U0092,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0079,Approved,High,"{""approval_request_id"":""APR00079"",""required_roles"":""Finance_Manager|Executive""}",APR00079,true
AUD001180,2026-05-29T15:00:00,User,U0012,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0080,Pending,High,"{""approval_request_id"":""APR00080"",""required_roles"":""Finance_Manager""}",APR00080,true
AUD001181,2026-04-22T13:00:00,User,U0190,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0081,Approved,High,"{""approval_request_id"":""APR00081"",""required_roles"":""Finance_Manager""}",APR00081,true
AUD001182,2026-02-13T09:00:00,User,U0061,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0082,Pending,High,"{""approval_request_id"":""APR00082"",""required_roles"":""Finance_Manager""}",APR00082,true
AUD001183,2026-06-26T15:00:00,User,U0084,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0083,Approved,High,"{""approval_request_id"":""APR00083"",""required_roles"":""Finance_Manager""}",APR00083,true
AUD001184,2025-05-05T15:00:00,User,U0156,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0084,Approved,High,"{""approval_request_id"":""APR00084"",""required_roles"":""Finance_Manager""}",APR00084,true
AUD001185,2025-09-09T09:00:00,User,U0063,HUMAN_APPROVAL,Approve purchase,purchase_request,PUR0085,Approved,High,"{""approval_request_id"":""APR00085"",""required_roles"":""Finance_Manager|Executive""}",APR00085,true
AUD001186,2025-09-26T10:00:00,User,U0056,HUMAN_APPROVAL,Approve leave,leave_request,LR0001,Pending,Medium,"{""approval_request_id"":""APR00086"",""required_roles"":""Project_Manager""}",APR00086,true
AUD001187,2025-09-28T10:00:00,User,U0151,HUMAN_APPROVAL,Approve leave,leave_request,LR0002,Rejected,Medium,"{""approval_request_id"":""APR00087"",""required_roles"":""Project_Manager""}",APR00087,true
AUD001188,2026-06-20T10:00:00,User,U0185,HUMAN_APPROVAL,Approve leave,leave_request,LR0003,Approved,Medium,"{""approval_request_id"":""APR00088"",""required_roles"":""Project_Manager""}",APR00088,true
AUD001189,2026-10-13T10:00:00,User,U0127,HUMAN_APPROVAL,Approve leave,leave_request,LR0004,Approved,Medium,"{""approval_request_id"":""APR00089"",""required_roles"":""Project_Manager""}",APR00089,true
AUD001190,2025-12-12T10:00:00,User,U0111,HUMAN_APPROVAL,Approve leave,leave_request,LR0005,Approved,Medium,"{""approval_request_id"":""APR00090"",""required_roles"":""Project_Manager""}",APR00090,true
AUD001191,2026-09-17T10:00:00,User,U0065,HUMAN_APPROVAL,Approve leave,leave_request,LR0006,Rejected,Medium,"{""approval_request_id"":""APR00091"",""required_roles"":""Project_Manager""}",APR00091,true
AUD001192,2026-02-22T10:00:00,User,U0114,HUMAN_APPROVAL,Approve leave,leave_request,LR0007,Approved,Medium,"{""approval_request_id"":""APR00092"",""required_roles"":""Project_Manager""}",APR00092,true
AUD001193,2026-10-17T10:00:00,User,U0104,HUMAN_APPROVAL,Approve leave,leave_request,LR0008,Rejected,Medium,"{""approval_request_id"":""APR00093"",""required_roles"":""Project_Manager""}",APR00093,true
AUD001194,2026-07-23T10:00:00,User,U0154,HUMAN_APPROVAL,Approve leave,leave_request,LR0009,Approved,Medium,"{""approval_request_id"":""APR00094"",""required_roles"":""Project_Manager""}",APR00094,true
AUD001195,2026-11-04T10:00:00,User,U0045,HUMAN_APPROVAL,Approve leave,leave_request,LR0010,Pending,Medium,"{""approval_request_id"":""APR00095"",""required_roles"":""Project_Manager""}",APR00095,true
AUD001196,2026-09-21T10:00:00,User,U0148,HUMAN_APPROVAL,Approve leave,leave_request,LR0011,Approved,Medium,"{""approval_request_id"":""APR00096"",""required_roles"":""Project_Manager""}",APR00096,true
AUD001197,2025-10-15T10:00:00,User,U0050,HUMAN_APPROVAL,Approve leave,leave_request,LR0012,Approved,Medium,"{""approval_request_id"":""APR00097"",""required_roles"":""Project_Manager""}",APR00097,true
AUD001198,2026-10-01T10:00:00,User,U0039,HUMAN_APPROVAL,Approve leave,leave_request,LR0013,Approved,Medium,"{""approval_request_id"":""APR00098"",""required_roles"":""Project_Manager""}",APR00098,true
AUD001199,2025-12-30T10:00:00,User,U0119,HUMAN_APPROVAL,Approve leave,leave_request,LR0014,Approved,Medium,"{""approval_request_id"":""APR00099"",""required_roles"":""Project_Manager""}",APR00099,true
AUD001200,2026-05-24T10:00:00,User,U0159,HUMAN_APPROVAL,Approve leave,leave_request,LR0015,Approved,Medium,"{""approval_request_id"":""APR00100"",""required_roles"":""Project_Manager""}",APR00100,true
AUD001201,2026-03-14T10:00:00,User,U0042,HUMAN_APPROVAL,Approve leave,leave_request,LR0016,Approved,Medium,"{""approval_request_id"":""APR00101"",""required_roles"":""Project_Manager""}",APR00101,true
AUD001202,2026-05-24T10:00:00,User,U0133,HUMAN_APPROVAL,Approve leave,leave_request,LR0017,Rejected,Medium,"{""approval_request_id"":""APR00102"",""required_roles"":""Project_Manager""}",APR00102,true
AUD001203,2026-01-18T10:00:00,User,U0171,HUMAN_APPROVAL,Approve leave,leave_request,LR0018,Approved,Medium,"{""approval_request_id"":""APR00103"",""required_roles"":""Project_Manager""}",APR00103,true
AUD001204,2026-06-16T10:00:00,User,U0174,HUMAN_APPROVAL,Approve leave,leave_request,LR0019,Pending,Medium,"{""approval_request_id"":""APR00104"",""required_roles"":""Project_Manager""}",APR00104,true
AUD001205,2025-10-25T10:00:00,User,U0073,HUMAN_APPROVAL,Approve leave,leave_request,LR0020,Approved,Medium,"{""approval_request_id"":""APR00105"",""required_roles"":""Project_Manager""}",APR00105,true
AUD001206,2025-12-15T10:00:00,User,U0172,HUMAN_APPROVAL,Approve leave,leave_request,LR0021,Cancelled,Medium,"{""approval_request_id"":""APR00106"",""required_roles"":""Project_Manager""}",APR00106,true
AUD001207,2026-08-04T10:00:00,User,U0144,HUMAN_APPROVAL,Approve leave,leave_request,LR0022,Rejected,High,"{""approval_request_id"":""APR00107"",""required_roles"":""Project_Manager|HR_Manager""}",APR00107,true
AUD001208,2025-12-22T10:00:00,User,U0153,HUMAN_APPROVAL,Approve leave,leave_request,LR0023,Approved,Medium,"{""approval_request_id"":""APR00108"",""required_roles"":""Project_Manager""}",APR00108,true
AUD001209,2026-11-22T10:00:00,User,U0052,HUMAN_APPROVAL,Approve leave,leave_request,LR0024,Rejected,Medium,"{""approval_request_id"":""APR00109"",""required_roles"":""Project_Manager""}",APR00109,true
