workflow_run_id,workflow_definition_id,user_id,user_roles,original_query,input_modality,started_at,completed_at,status,security_decision,required_permission,requires_human_approval,approval_request_id,agent_route,final_answer_summary,evidence_sources,confidence_score,grounding_score,execution_time_ms,estimated_cost_usd,explanation_summary,error_type
WFR00225,WFD005,U0052,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-02-25T13:34:00,2026-02-25T13:34:04.062000,Needs Human Review,ALLOW,project.read,true,APR00175,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.727,0.825,4062,0.03861,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00226,WFD007,U0116,Employee,Approve a 15 percent discount for this order.,text,2026-05-12T14:32:00,2026-05-12T14:32:03.768000,Awaiting Approval,ALLOW,sales.read,true,APR00058,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.743,0.906,3768,0.03113,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00227,WFD002,U0183,Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-08-14T10:11:00,2026-08-14T10:11:03.707000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.873,0.921,3707,0.03215,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00228,WFD005,U0038,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-03-11T15:37:00,2026-03-11T15:37:03.330000,Completed,ALLOW,project.read,true,APR00137,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.939,0.835,3330,0.03502,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00229,WFD005,U0183,Employee,Reassign task after checking workload.,text,2026-01-10T17:51:00,2026-01-10T17:51:02.887000,Awaiting Approval,ALLOW,project.read,true,APR00072,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.973,0.833,2887,0.04597,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00230,WFD008,U0195,Employee|Executive,Which approvers are required for a 30000 dollar purchase?,text,2026-06-30T11:12:00,2026-06-30T11:12:02.617000,Needs Human Review,ALLOW,finance.read,true,APR00181,A001|A002|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,purchase_requests.csv,0.71,0.969,2617,0.03328,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00231,WFD005,U0129,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-08-15T12:48:00,2026-08-15T12:48:04.357000,Needs Human Review,ALLOW,project.read,true,APR00139,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.736,0.83,4357,0.03231,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00232,WFD010,U0143,Employee,Can an employee read the compensation policy?,text,2026-05-19T17:18:00,2026-05-19T17:18:01.082000,Denied,DENY,document.read_hr,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_hr.,DOC009,1.0,1.0,1082,0.02098,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00233,WFD004,U0101,Employee,Show the annual salary of employee E0013.,text,2026-03-22T18:08:00,2026-03-22T18:08:01.231000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1231,0.01167,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00234,WFD001,U0024,Auditor|Employee,How many casual leave days are available?,text,2026-01-09T09:39:00,2026-01-09T09:39:03.162000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC006,0.965,0.838,3162,0.02984,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00235,WFD008,U0082,Employee,Which approvers are required for a 30000 dollar purchase?,text,2026-01-10T13:28:00,2026-01-10T13:28:00.589000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,589,0.00713,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00236,WFD001,U0150,Employee,What is the remote-work policy?,text+csv,2026-07-19T08:02:00,2026-07-19T08:02:02.675000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC003,0.791,0.888,2675,0.04094,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00237,WFD012,U0179,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+pdf,2026-02-19T08:24:00,2026-02-19T08:24:00.875000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC002;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,875,0.00329,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00238,WFD011,U0008,Admin|Employee|Security_Officer,Compare judge and human disagreement.,text,2026-04-14T08:00:00,2026-04-14T08:00:02.709000,Needs Human Review,ALLOW,evaluation.read,true,,A001|A002|A011|A008|A009,The workflow completed with grounded evidence and an explainable result.,,0.709,0.979,2709,0.04083,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00239,WFD008,U0112,Employee,Show pending purchase approvals.,text,2026-07-31T14:56:00,2026-07-31T14:56:00.582000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,582,0.01102,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00240,WFD006,U0179,Employee,Which region has the highest sales and profit?,text+pdf,2026-03-09T18:39:00,2026-03-09T18:39:04.605000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.856,0.943,4605,0.02704,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00241,WFD006,U0061,Employee,Compare sales channels in Q2 2026.,text+docx,2026-07-17T17:27:00,2026-07-17T17:27:03.057000,Needs Human Review,ALLOW,sales.read,true,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.716,0.958,3057,0.03262,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00242,WFD007,U0112,Employee,Can the sales manager grant a 22 percent discount?,text,2026-05-20T11:19:00,2026-05-20T11:19:02.525000,Completed,ALLOW,sales.read,true,APR00058,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.838,0.844,2525,0.03673,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00243,WFD001,U0042,Employee,What is the incident response time for a P1 event?,text+csv,2026-01-15T18:53:00,2026-01-15T18:53:02.364000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC006,0.852,0.85,2364,0.02096,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00244,WFD005,U0058,Employee,Move a deployment task to an available team member.,text,2026-08-07T15:20:00,2026-08-07T15:20:02.338000,Completed,ALLOW,project.read,true,APR00130,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.799,0.956,2338,0.03456,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00245,WFD006,U0003,Employee|Project_Manager,Compare sales channels in Q2 2026.,text+docx,2026-07-08T15:34:00,2026-07-08T15:34:02.876000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.866,0.952,2876,0.04177,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00246,WFD002,U0015,Employee,Analyze Project Atlas status.,text,2026-04-07T10:50:00,2026-04-07T10:50:02.864000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.703,0.764,2864,0.03894,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00247,WFD001,U0079,Employee,What is the incident response time for a P1 event?,text+docx,2026-06-24T08:06:00,2026-06-24T08:06:03.606000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC006,0.932,0.846,3606,0.04156,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00248,WFD011,U0101,Employee,Which evaluation program has the highest regression rate?,text,2026-03-04T10:25:00,2026-03-04T10:25:01.204000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,1204,0.00733,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00249,WFD011,U0057,Employee,Compare judge and human disagreement.,text,2026-06-20T09:37:00,2026-06-20T09:37:01.298000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,1298,0.01084,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00250,WFD007,U0107,Employee,Approve a 15 percent discount for this order.,text,2026-04-17T12:40:00,2026-04-17T12:40:02.493000,Completed,ALLOW,sales.read,true,APR00053,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.928,0.867,2493,0.02232,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00251,WFD001,U0136,Employee,What is the incident response time for a P1 event?,text+pdf,2026-08-08T18:21:00,2026-08-08T18:21:03.126000,Needs Human Review,ALLOW,ai.query,true,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC009,0.886,0.773,3126,0.03569,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00252,WFD009,U0064,Employee,Approve a four-day leave request.,text,2026-02-07T15:08:00,2026-02-07T15:08:00.850000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,850,0.01663,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00253,WFD006,U0188,Employee,Compare sales channels in Q2 2026.,text+csv,2026-06-11T15:13:00,2026-06-11T15:13:02.972000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.859,0.852,2972,0.02254,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00254,WFD006,U0063,Employee,Which product category has the lowest margin?,text+pdf,2026-01-01T09:58:00,2026-01-01T09:58:02.847000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.904,0.976,2847,0.02557,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00255,WFD006,U0155,Employee,Compare sales channels in Q2 2026.,text+docx,2026-08-11T11:45:00,2026-08-11T11:45:01.895000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.763,0.929,1895,0.03125,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00256,WFD007,U0117,Employee,Can the sales manager grant a 22 percent discount?,text,2026-08-16T14:40:00,2026-08-16T14:40:02.011000,Needs Human Review,ALLOW,sales.read,true,APR00182,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.707,0.892,2011,0.0365,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00257,WFD008,U0088,Employee,Show pending purchase approvals.,text,2026-01-13T08:24:00,2026-01-13T08:24:00.769000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,769,0.01159,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00258,WFD006,U0092,Employee,Compare sales channels in Q2 2026.,text+csv,2026-01-08T12:03:00,2026-01-08T12:03:03.314000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.916,0.903,3314,0.02552,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00259,WFD011,U0197,Employee,Which evaluation program has the highest regression rate?,text,2026-08-21T09:56:00,2026-08-21T09:56:01.006000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,1006,0.0073,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00260,WFD009,U0053,Employee,Show my leave history.,text,2026-01-30T18:27:00,2026-01-30T18:27:00.421000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,421,0.02238,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00261,WFD007,U0173,Employee,Route this discount exception.,text,2026-07-16T08:10:00,2026-07-16T08:10:02.877000,Awaiting Approval,ALLOW,sales.read,true,APR00146,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.904,0.793,2877,0.0462,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00262,WFD001,U0040,Employee,How many casual leave days are available?,text+pdf,2026-01-31T13:44:00,2026-01-31T13:44:02.933000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC003,0.959,0.938,2933,0.02903,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00263,WFD005,U0191,Employee|Executive,Reassign task after checking workload.,text,2026-05-19T13:03:00,2026-05-19T13:03:02.840000,Awaiting Approval,ALLOW,project.read,true,APR00109,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.937,0.777,2840,0.06261,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00264,WFD010,U0048,Employee,Show the salary access policy.,text+pdf,2026-02-20T18:05:00,2026-02-20T18:05:00.613000,Denied,DENY,document.read_hr,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_hr.,DOC002,1.0,1.0,613,0.00792,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00265,WFD008,U0079,Employee,Approve the purchase request according to policy.,text,2026-08-19T16:36:00,2026-08-19T16:36:00.991000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,991,0.01323,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00266,WFD012,U0099,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+csv,2026-03-04T09:00:00,2026-03-04T09:00:01.169000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC012;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,1169,0.00923,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00267,WFD010,U0171,Employee,Can an employee read the compensation policy?,text,2026-08-02T18:48:00,2026-08-02T18:48:00.854000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC012,1.0,1.0,854,0.01082,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00268,WFD011,U0130,Employee,Show current hallucination and pass rates.,text,2026-04-10T18:04:00,2026-04-10T18:04:00.773000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,773,0.01406,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00269,WFD002,U0180,Employee,Analyze Project Atlas status.,text,2026-05-04T14:59:00,2026-05-04T14:59:03.277000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.879,0.917,3277,0.03937,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00270,WFD002,U0096,Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-08-22T16:36:00,2026-08-22T16:36:02.671000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.769,0.869,2671,0.04218,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00271,WFD012,U0143,Employee,Create a cross-domain operational risk briefing.,text+csv,2026-08-17T18:04:00,2026-08-17T18:04:00.896000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC005;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,896,0.01852,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00272,WFD001,U0079,Employee,How many casual leave days are available?,text+csv,2026-05-17T10:41:00,2026-05-17T10:41:03.280000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC006,0.805,0.887,3280,0.02,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00273,WFD006,U0100,Employee,Which region has the highest sales and profit?,text,2026-05-05T09:51:00,2026-05-05T09:51:02.836000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.756,0.925,2836,0.0277,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00274,WFD002,U0024,Auditor|Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-03-16T11:25:00,2026-03-16T11:25:02.592000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.793,0.805,2592,0.03161,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00275,WFD005,U0093,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-01-17T15:35:00,2026-01-17T15:35:02.794000,Awaiting Approval,ALLOW,project.read,true,APR00179,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.971,0.965,2794,0.03085,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00276,WFD007,U0042,Employee,Approve a 15 percent discount for this order.,text,2026-04-30T17:00:00,2026-04-30T17:00:03.436000,Completed,ALLOW,sales.read,true,APR00058,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.764,0.888,3436,0.03781,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00277,WFD002,U0159,Employee,Which tasks are overdue in Project Nova?,text,2026-06-27T10:01:00,2026-06-27T10:01:02.941000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.798,0.91,2941,0.02455,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00278,WFD003,U0047,Employee,Compare project risk with current team capacity.,text,2026-05-28T14:05:00,2026-05-28T14:05:01.983000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.832,0.869,1983,0.04279,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00279,WFD011,U0046,Employee,Compare judge and human disagreement.,text,2026-08-03T13:35:00,2026-08-03T13:35:01.206000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,1206,0.01651,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00280,WFD009,U0153,Employee,Approve a four-day leave request.,text,2026-03-06T12:10:00,2026-03-06T12:10:01.113000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1113,0.00998,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00281,WFD011,U0009,Employee|Project_Manager,Show current hallucination and pass rates.,text,2026-02-18T13:05:00,2026-02-18T13:05:03.513000,Completed,ALLOW,evaluation.read,false,,A001|A002|A011|A008|A009,The workflow completed with grounded evidence and an explainable result.,,0.864,0.915,3513,0.02399,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00282,WFD010,U0065,Employee,Retrieve the restricted security policy.,text,2026-05-28T11:51:00,2026-05-28T11:51:00.848000,Denied,DENY,document.read_security,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_security.,DOC012,1.0,1.0,848,0.01003,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00283,WFD007,U0129,Employee,Approve a 15 percent discount for this order.,text,2026-07-09T18:31:00,2026-07-09T18:31:03.180000,Needs Human Review,ALLOW,sales.read,true,APR00015,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.811,0.798,3180,0.01875,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00284,WFD001,U0009,Employee|Project_Manager,What is the remote-work policy?,text+docx,2026-08-07T11:04:00,2026-08-07T11:04:03.060000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC012,0.775,0.852,3060,0.04326,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00285,WFD006,U0124,Employee,Which region has the highest sales and profit?,text+pdf,2026-06-09T12:34:00,2026-06-09T12:34:02.660000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.899,0.815,2660,0.01329,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00286,WFD003,U0092,Employee,Which project teams have workload above 100 percent?,text,2026-06-26T13:57:00,2026-06-26T13:57:03.980000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.976,0.771,3980,0.01849,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00287,WFD009,U0126,Employee,Summarize sick leave by department.,text,2026-02-12T17:37:00,2026-02-12T17:37:01.165000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1165,0.0146,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00288,WFD005,U0069,Employee,Reassign task after checking workload.,text,2026-05-14T16:57:00,2026-05-14T16:57:03.163000,Completed,ALLOW,project.read,true,APR00177,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.948,0.968,3163,0.03908,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00289,WFD009,U0062,Employee,Approve a four-day leave request.,text,2026-07-23T11:54:00,2026-07-23T11:54:01.126000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1126,0.02022,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00290,WFD006,U0104,Employee,Which region has the highest sales and profit?,text+csv,2026-02-28T08:41:00,2026-02-28T08:41:03.743000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.77,0.869,3743,0.03725,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00291,WFD010,U0072,Employee,Show the salary access policy.,text+docx,2026-06-02T11:15:00,2026-06-02T11:15:00.691000,Denied,DENY,document.read_hr,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_hr.,DOC012,1.0,1.0,691,0.01986,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00292,WFD002,U0200,Employee,Which tasks are overdue in Project Nova?,text,2026-04-27T11:52:00,2026-04-27T11:52:02.220000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.94,0.793,2220,0.03466,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00293,WFD009,U0139,Employee,Show my leave history.,text,2026-07-29T18:41:00,2026-07-29T18:41:00.723000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,723,0.00371,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00294,WFD004,U0052,Employee,What is the average salary in Engineering?,text,2026-05-27T08:45:00,2026-05-27T08:45:00.942000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,942,0.01197,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00295,WFD012,U0191,Employee|Executive,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+docx,2026-06-08T10:07:00,2026-06-08T10:07:05.904000,Needs Human Review,ALLOW,ai.query,true,,A001|A002|A003|A004|A005|A006|A007|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC012;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,0.71,0.894,5904,0.04911,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00296,WFD008,U0015,Employee,Approve the purchase request according to policy.,text,2026-04-28T15:21:00,2026-04-28T15:21:00.773000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,773,0.00887,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00297,WFD012,U0142,Employee,Create a cross-domain operational risk briefing.,text+pdf,2026-03-20T16:09:00,2026-03-20T16:09:01.398000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC009;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,1398,0.01338,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00298,WFD001,U0127,Employee,How many casual leave days are available?,text,2026-07-11T13:00:00,2026-07-11T13:00:02.361000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC009,0.895,0.822,2361,0.02498,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
